"time","cell.cal.i_ion","cell.naca.i_ion","cell.cal.i","cell.naca.i"
0.1159,-9.545818072390372e-13,-1.119453325400825e-11,-9.545818072390372e-13,-1.119453325400825e-11
0.116,-9.556080677959767e-13,-1.118931811775518e-11,-9.556080677959767e-13,-1.118931811775518e-11
0.1161,-9.566357555120168e-13,-1.118410921564582e-11,-9.566357555120168e-13,-1.118410921564582e-11
0.1162,-9.576648716481389e-13,-1.117890653629806e-11,-9.576648716481389e-13,-1.117890653629806e-11
0.1163,-9.586954174688436e-13,-1.117371006838015e-11,-9.586954174688436e-13,-1.117371006838015e-11
0.1164,-9.597273942421497e-13,-1.116851980061069e-11,-9.597273942421497e-13,-1.116851980061069e-11
0.1165,-9.607608032395926e-13,-1.116333572175857e-11,-9.607608032395926e-13,-1.116333572175857e-11
0.1166,-9.617956457362225e-13,-1.115815782064314e-11,-9.617956457362225e-13,-1.115815782064314e-11
0.1167,-9.628319230106051e-13,-1.115298608613411e-11,-9.628319230106051e-13,-1.115298608613411e-11
0.1168,-9.638696363448172e-13,-1.114782050715161e-11,-9.638696363448172e-13,-1.114782050715161e-11
0.1169,-9.649087870244474e-13,-1.114266107266614e-11,-9.649087870244474e-13,-1.114266107266614e-11
0.117,-9.659493763385953e-13,-1.113750777169869e-11,-9.659493763385953e-13,-1.113750777169869e-11
0.1171,-9.669914055798685e-13,-1.113236059332066e-11,-9.669914055798685e-13,-1.113236059332066e-11
0.1172,-9.680348760443806e-13,-1.112721952665393e-11,-9.680348760443806e-13,-1.112721952665393e-11
0.1173,-9.690797890317545e-13,-1.112208456087085e-11,-9.690797890317545e-13,-1.112208456087085e-11
0.1174,-9.701261458451152e-13,-1.111695568519422e-11,-9.701261458451152e-13,-1.111695568519422e-11
0.1175,-9.711739477910908e-13,-1.11118328888974e-11,-9.711739477910908e-13,-1.11118328888974e-11
0.1176,-9.722231961798131e-13,-1.11067161613042e-11,-9.722231961798131e-13,-1.11067161613042e-11
0.1177,-9.732738923249128e-13,-1.110160549178902e-11,-9.732738923249128e-13,-1.110160549178902e-11
0.1178,-9.743260375435196e-13,-1.109650086977674e-11,-9.743260375435196e-13,-1.109650086977674e-11
0.1179,-9.753796331562626e-13,-1.109140228474282e-11,-9.753796331562626e-13,-1.109140228474282e-11
0.118,-9.764346806087502e-13,-1.108630980472484e-11,-9.764346806087502e-13,-1.108630980472484e-11
0.1181,-9.774911812295739e-13,-1.108122341991345e-11,-9.774911812295739e-13,-1.108122341991345e-11
0.1182,-9.785491362642069e-13,-1.107614306458409e-11,-9.785491362642069e-13,-1.107614306458409e-11
0.1183,-9.796085470497467e-13,-1.107106873002159e-11,-9.796085470497467e-13,-1.107106873002159e-11
0.1184,-9.806694149268493e-13,-1.106600040760518e-11,-9.806694149268493e-13,-1.106600040760518e-11
0.1185,-9.817317412397287e-13,-1.106093808880855e-11,-9.817317412397287e-13,-1.106093808880855e-11
0.1186,-9.827955273361536e-13,-1.10558817651998e-11,-9.827955273361536e-13,-1.10558817651998e-11
0.1187,-9.838607745674478e-13,-1.105083142844145e-11,-9.838607745674478e-13,-1.105083142844145e-11
0.1188,-9.849274842884873e-13,-1.104578707029053e-11,-9.849274842884873e-13,-1.104578707029053e-11
0.1189,-9.859956578577004e-13,-1.104074868259847e-11,-9.859956578577004e-13,-1.104074868259847e-11
0.119,-9.87065296637064e-13,-1.103571625731119e-11,-9.87065296637064e-13,-1.103571625731119e-11
0.1191,-9.881364019921036e-13,-1.103068978646906e-11,-9.881364019921036e-13,-1.103068978646906e-11
0.1192,-9.892089752918922e-13,-1.102566926220692e-11,-9.892089752918922e-13,-1.102566926220692e-11
0.1193,-9.902830179090477e-13,-1.102065467675408e-11,-9.902830179090477e-13,-1.102065467675408e-11
0.1194,-9.9135853121973e-13,-1.101564602243433e-11,-9.9135853121973e-13,-1.101564602243433e-11
0.1195,-9.924355166036432e-13,-1.101064329166595e-11,-9.924355166036432e-13,-1.101064329166595e-11
0.1196,-9.935139754440311e-13,-1.100564647696167e-11,-9.935139754440311e-13,-1.100564647696167e-11
0.1197,-9.945939091276753e-13,-1.100065557092874e-11,-9.945939091276753e-13,-1.100065557092874e-11
0.1198,-9.956753190448965e-13,-1.09956705662689e-11,-9.956753190448965e-13,-1.09956705662689e-11
0.1199,-9.967582065895502e-13,-1.099069145577838e-11,-9.967582065895502e-13,-1.099069145577838e-11
0.12,-9.978425731590247e-13,-1.098571823234788e-11,-9.978425731590247e-13,-1.098571823234788e-11
0.1201,-9.989284201542433e-13,-1.098075088896267e-11,-9.989284201542433e-13,-1.098075088896267e-11
0.1202,-1.000015748979658e-12,-1.097578941870243e-11,-1.000015748979658e-12,-1.097578941870243e-11
0.1203,-1.001104562188183e-12,-1.097083359237529e-11,-1.001104562188183e-12,-1.097083359237529e-11
0.1204,-1.002194861280621e-12,-1.096588338593179e-11,-1.002194861280621e-12,-1.096588338593179e-11
0.1205,-1.003286646797315e-12,-1.096093896262889e-11,-1.003286646797315e-12,-1.096093896262889e-11
0.1206,-1.004379920181174e-12,-1.095600031120337e-11,-1.004379920181174e-12,-1.095600031120337e-11
0.1207,-1.005474682879295e-12,-1.095106742035771e-11,-1.005474682879295e-12,-1.095106742035771e-11
0.1208,-1.006570936342961e-12,-1.094614027876016e-11,-1.006570936342961e-12,-1.094614027876016e-11
0.1209,-1.007668682027644e-12,-1.09412188750448e-11,-1.007668682027644e-12,-1.09412188750448e-11
0.121,-1.008767921392996e-12,-1.093630319781148e-11,-1.008767921392996e-12,-1.093630319781148e-11
0.1211,-1.009868655902855e-12,-1.09313932356259e-11,-1.009868655902855e-12,-1.09313932356259e-11
0.1212,-1.010970887025237e-12,-1.092648897701962e-11,-1.010970887025237e-12,-1.092648897701962e-11
0.1213,-1.012074616232338e-12,-1.092159041049005e-11,-1.012074616232338e-12,-1.092159041049005e-11
0.1214,-1.013179845000532e-12,-1.091669752450053e-11,-1.013179845000532e-12,-1.091669752450053e-11
0.1215,-1.014286574810365e-12,-1.091181030748027e-11,-1.014286574810365e-12,-1.091181030748027e-11
0.1216,-1.015394807146562e-12,-1.090692874782442e-11,-1.015394807146562e-12,-1.090692874782442e-11
0.1217,-1.016504543498015e-12,-1.090205283389415e-11,-1.016504543498015e-12,-1.090205283389415e-11
0.1218,-1.01761578535779e-12,-1.089718255401648e-11,-1.01761578535779e-12,-1.089718255401648e-11
0.1219,-1.018728534223118e-12,-1.089231789648455e-11,-1.018728534223118e-12,-1.089231789648455e-11
0.122,-1.019842791595399e-12,-1.088745884955742e-11,-1.019842791595399e-12,-1.088745884955742e-11
0.1221,-1.020958558980197e-12,-1.088260540146024e-11,-1.020958558980197e-12,-1.088260540146024e-11
0.1222,-1.022075837887239e-12,-1.08777575403842e-11,-1.022075837887239e-12,-1.08777575403842e-11
0.1223,-1.023194629830413e-12,-1.087291525448655e-11,-1.023194629830413e-12,-1.087291525448655e-11
0.1224,-1.024314936327767e-12,-1.086807853189066e-11,-1.024314936327767e-12,-1.086807853189066e-11
0.1225,-1.025436758901506e-12,-1.086324736068596e-11,-1.025436758901506e-12,-1.086324736068596e-11
0.1226,-1.026560098917978e-12,-1.085842194100536e-11,-1.026560098917978e-12,-1.085842194100536e-11
0.1227,-1.027684957883273e-12,-1.085360229336265e-11,-1.027684957883273e-12,-1.085360229336265e-11
0.1228,-1.028811337464512e-12,-1.084878823025587e-11,-1.028811337464512e-12,-1.084878823025587e-11
0.1229,-1.029939239197011e-12,-1.084397974431526e-11,-1.029939239197011e-12,-1.084397974431526e-11
0.123,-1.031068664620144e-12,-1.083917682826493e-11,-1.031068664620144e-12,-1.083917682826493e-11
0.1231,-1.032199615277337e-12,-1.083437947492275e-11,-1.032199615277337e-12,-1.083437947492275e-11
0.1232,-1.033332092716062e-12,-1.082958767720038e-11,-1.033332092716062e-12,-1.082958767720038e-11
0.1233,-1.034466098487847e-12,-1.082480142810328e-11,-1.034466098487847e-12,-1.082480142810328e-11
0.1234,-1.035601634148263e-12,-1.082002072073071e-11,-1.035601634148263e-12,-1.082002072073071e-11
0.1235,-1.036738701256928e-12,-1.08152455482757e-11,-1.036738701256928e-12,-1.08152455482757e-11
0.1236,-1.037877301377503e-12,-1.081047590402511e-11,-1.037877301377503e-12,-1.081047590402511e-11
0.1237,-1.039017436077689e-12,-1.080571178135955e-11,-1.039017436077689e-12,-1.080571178135955e-11
0.1238,-1.040159106929232e-12,-1.080095317375346e-11,-1.040159106929232e-12,-1.080095317375346e-11
0.1239,-1.041302315507911e-12,-1.079620007477504e-11,-1.041302315507911e-12,-1.079620007477504e-11
0.124,-1.042447063393543e-12,-1.079145247808629e-11,-1.042447063393543e-12,-1.079145247808629e-11
0.1241,-1.04359335216998e-12,-1.078671037744302e-11,-1.04359335216998e-12,-1.078671037744302e-11
0.1242,-1.044741183425105e-12,-1.078197376669479e-11,-1.044741183425105e-12,-1.078197376669479e-11
0.1243,-1.045890558750832e-12,-1.077724263978496e-11,-1.045890558750832e-12,-1.077724263978496e-11
0.1244,-1.047041479743104e-12,-1.077251699075069e-11,-1.047041479743104e-12,-1.077251699075069e-11
0.1245,-1.048193948001889e-12,-1.076779681372289e-11,-1.048193948001889e-12,-1.076779681372289e-11
0.1246,-1.049347965131183e-12,-1.076308210292627e-11,-1.049347965131183e-12,-1.076308210292627e-11
0.1247,-1.050503532739e-12,-1.075837285267932e-11,-1.050503532739e-12,-1.075837285267932e-11
0.1248,-1.05166065243738e-12,-1.075366905739432e-11,-1.05166065243738e-12,-1.075366905739432e-11
0.1249,-1.052819328844406e-12,-1.074897051227484e-11,-1.052819328844406e-12,-1.074897051227484e-11
0.125,-1.053979563827619e-12,-1.074427716738759e-11,-1.053979563827619e-12,-1.074427716738759e-11
0.1251,-1.055141356074949e-12,-1.07395891971633e-11,-1.055141356074949e-12,-1.07395891971633e-11
0.1252,-1.056304707163798e-12,-1.073490659239269e-11,-1.056304707163798e-12,-1.073490659239269e-11
0.1253,-1.057469618671239e-12,-1.073022934386541e-11,-1.057469618671239e-12,-1.073022934386541e-11
0.1254,-1.058636092174031e-12,-1.072555744236999e-11,-1.058636092174031e-12,-1.072555744236999e-11
0.1255,-1.059804129248608e-12,-1.0720890878694e-11,-1.059804129248608e-12,-1.0720890878694e-11
0.1256,-1.060973731471088e-12,-1.071622964362385e-11,-1.060973731471088e-12,-1.071622964362385e-11
0.1257,-1.062144900417269e-12,-1.0711573727945e-11,-1.062144900417269e-12,-1.0711573727945e-11
0.1258,-1.06331763766263e-12,-1.070692312244184e-11,-1.06331763766263e-12,-1.070692312244184e-11
0.1259,-1.064491944782334e-12,-1.070227781789773e-11,-1.064491944782334e-12,-1.070227781789773e-11
0.126,-1.065667823351226e-12,-1.069763780509507e-11,-1.065667823351226e-12,-1.069763780509507e-11
0.1261,-1.066845274943837e-12,-1.06930030748152e-11,-1.066845274943837e-12,-1.06930030748152e-11
0.1262,-1.068024301134382e-12,-1.068837361783853e-11,-1.068024301134382e-12,-1.068837361783853e-11
0.1263,-1.069204903496761e-12,-1.068374942494446e-11,-1.069204903496761e-12,-1.068374942494446e-11
0.1264,-1.070387083604562e-12,-1.067913048691141e-11,-1.070387083604562e-12,-1.067913048691141e-11
0.1265,-1.071570843031056e-12,-1.067451679451687e-11,-1.071570843031056e-12,-1.067451679451687e-11
0.1266,-1.072756183349206e-12,-1.066990833853736e-11,-1.072756183349206e-12,-1.066990833853736e-11
0.1267,-1.073943106131664e-12,-1.066530510974847e-11,-1.073943106131664e-12,-1.066530510974847e-11
0.1268,-1.075131612950767e-12,-1.066070709892487e-11,-1.075131612950767e-12,-1.066070709892487e-11
0.1269,-1.076321705378545e-12,-1.065611429684029e-11,-1.076321705378545e-12,-1.065611429684029e-11
0.127,-1.07751338498672e-12,-1.065152669426758e-11,-1.07751338498672e-12,-1.065152669426758e-11
0.1271,-1.078706653346701e-12,-1.064694428197865e-11,-1.078706653346701e-12,-1.064694428197865e-11
0.1272,-1.079901518791767e-12,-1.06423671980221e-11,-1.079901518791767e-12,-1.06423671980221e-11
0.1273,-1.081097984751471e-12,-1.063779547369446e-11,-1.081097984751471e-12,-1.063779547369446e-11
0.1274,-1.082296046058575e-12,-1.063322895304418e-11,-1.082296046058575e-12,-1.063322895304418e-11
0.1275,-1.083495704359605e-12,-1.062866762851404e-11,-1.083495704359605e-12,-1.062866762851404e-11
0.1276,-1.084696961300747e-12,-1.062411149254578e-11,-1.084696961300747e-12,-1.062411149254578e-11
0.1277,-1.085899818527846e-12,-1.061956053758016e-11,-1.085899818527846e-12,-1.061956053758016e-11
0.1278,-1.087104277686404e-12,-1.061501475605689e-11,-1.087104277686404e-12,-1.061501475605689e-11
0.1279,-1.088310340421587e-12,-1.061047414041469e-11,-1.088310340421587e-12,-1.061047414041469e-11
0.128,-1.089518008378216e-12,-1.060593868309128e-11,-1.089518008378216e-12,-1.060593868309128e-11
0.1281,-1.090727283200779e-12,-1.060140837652336e-11,-1.090727283200779e-12,-1.060140837652336e-11
0.1282,-1.091938166533423e-12,-1.059688321314668e-11,-1.091938166533423e-12,-1.059688321314668e-11
0.1283,-1.093150660019959e-12,-1.059236318539601e-11,-1.093150660019959e-12,-1.059236318539601e-11
0.1284,-1.094364765303858e-12,-1.058784828570515e-11,-1.094364765303858e-12,-1.058784828570515e-11
0.1285,-1.09558048402826e-12,-1.058333850650693e-11,-1.09558048402826e-12,-1.058333850650693e-11
0.1286,-1.096797817835965e-12,-1.057883384023326e-11,-1.096797817835965e-12,-1.057883384023326e-11
0.1287,-1.098016768369441e-12,-1.057433427931507e-11,-1.098016768369441e-12,-1.057433427931507e-11
0.1288,-1.099237337270823e-12,-1.05698398161824e-11,-1.099237337270823e-12,-1.05698398161824e-11
0.1289,-1.100459526181908e-12,-1.056535044326431e-11,-1.100459526181908e-12,-1.056535044326431e-11
0.129,-1.101683336744166e-12,-1.056086615298899e-11,-1.101683336744166e-12,-1.056086615298899e-11
0.1291,-1.10290877059873e-12,-1.05563869377837e-11,-1.10290877059873e-12,-1.05563869377837e-11
0.1292,-1.104135829386407e-12,-1.055191279007481e-11,-1.104135829386407e-12,-1.055191279007481e-11
0.1293,-1.105364514747669e-12,-1.054744370228778e-11,-1.105364514747669e-12,-1.054744370228778e-11
0.1294,-1.106594828322659e-12,-1.054297966684719e-11,-1.106594828322659e-12,-1.054297966684719e-11
0.1295,-1.107826782746885e-12,-1.053852063963293e-11,-1.107826782746885e-12,-1.053852063963293e-11
0.1296,-1.109060383715474e-12,-1.053406659958343e-11,-1.109060383715474e-12,-1.053406659958343e-11
0.1297,-1.110295621010809e-12,-1.052961757852298e-11,-1.110295621010809e-12,-1.052961757852298e-11
0.1298,-1.111532496401455e-12,-1.052517356843993e-11,-1.111532496401455e-12,-1.052517356843993e-11
0.1299,-1.112771011655601e-12,-1.052073456132191e-11,-1.112771011655601e-12,-1.052073456132191e-11
0.13,-1.114011168541055e-12,-1.051630054915578e-11,-1.114011168541055e-12,-1.051630054915578e-11
0.1301,-1.115252968825245e-12,-1.051187152392768e-11,-1.115252968825245e-12,-1.051187152392768e-11
0.1302,-1.116496414275223e-12,-1.050744747762299e-11,-1.116496414275223e-12,-1.050744747762299e-11
0.1303,-1.117741506657659e-12,-1.05030284022264e-11,-1.117741506657659e-12,-1.05030284022264e-11
0.1304,-1.118988247738847e-12,-1.049861428972185e-11,-1.118988247738847e-12,-1.049861428972185e-11
0.1305,-1.120236639284705e-12,-1.049420513209257e-11,-1.120236639284705e-12,-1.049420513209257e-11
0.1306,-1.121486683060773e-12,-1.048980092132112e-11,-1.121486683060773e-12,-1.048980092132112e-11
0.1307,-1.122738380832216e-12,-1.048540164938933e-11,-1.122738380832216e-12,-1.048540164938933e-11
0.1308,-1.123991734363821e-12,-1.04810073082784e-11,-1.123991734363821e-12,-1.04810073082784e-11
0.1309,-1.125246745420003e-12,-1.047661788996878e-11,-1.125246745420003e-12,-1.047661788996878e-11
0.131,-1.126503415764801e-12,-1.047223338644028e-11,-1.126503415764801e-12,-1.047223338644028e-11
0.1311,-1.127761747161881e-12,-1.046785378967207e-11,-1.127761747161881e-12,-1.046785378967207e-11
0.1312,-1.129021741374535e-12,-1.046347909164265e-11,-1.129021741374535e-12,-1.046347909164265e-11
0.1313,-1.130283400165681e-12,-1.045910928432985e-11,-1.130283400165681e-12,-1.045910928432985e-11
0.1314,-1.131546725297868e-12,-1.04547443597109e-11,-1.131546725297868e-12,-1.04547443597109e-11
0.1315,-1.132811718533271e-12,-1.045038430976237e-11,-1.132811718533271e-12,-1.045038430976237e-11
0.1316,-1.134078381633694e-12,-1.044602912646024e-11,-1.134078381633694e-12,-1.044602912646024e-11
0.1317,-1.135346716360572e-12,-1.044167880177983e-11,-1.135346716360572e-12,-1.044167880177983e-11
0.1318,-1.136616734366007e-12,-1.043733349531393e-11,-1.136616734366007e-12,-1.043733349531393e-11
0.1319,-1.13788844206976e-12,-1.043299327803608e-11,-1.13788844206976e-12,-1.043299327803608e-11
0.132,-1.139161829683954e-12,-1.04286579462455e-11,-1.139161829683954e-12,-1.04286579462455e-11
0.1321,-1.140436899090505e-12,-1.042432749399421e-11,-1.140436899090505e-12,-1.042432749399421e-11
0.1322,-1.141713652170902e-12,-1.042000191533348e-11,-1.141713652170902e-12,-1.042000191533348e-11
0.1323,-1.142992090806217e-12,-1.041568120431363e-11,-1.142992090806217e-12,-1.041568120431363e-11
0.1324,-1.144272216877099e-12,-1.041136535498427e-11,-1.144272216877099e-12,-1.041136535498427e-11
0.1325,-1.145554032263776e-12,-1.040705436139413e-11,-1.145554032263776e-12,-1.040705436139413e-11
0.1326,-1.146837538846055e-12,-1.040274821759116e-11,-1.146837538846055e-12,-1.040274821759116e-11
0.1327,-1.148122738503324e-12,-1.039844691762248e-11,-1.148122738503324e-12,-1.039844691762248e-11
0.1328,-1.14940963311455e-12,-1.039415045553447e-11,-1.14940963311455e-12,-1.039415045553447e-11
0.1329,-1.150698224558281e-12,-1.038985882537265e-11,-1.150698224558281e-12,-1.038985882537265e-11
0.133,-1.151988514712648e-12,-1.038557202118182e-11,-1.151988514712648e-12,-1.038557202118182e-11
0.1331,-1.153280505455362e-12,-1.038129003700594e-11,-1.153280505455362e-12,-1.038129003700594e-11
0.1332,-1.154574198663714e-12,-1.037701286688823e-11,-1.154574198663714e-12,-1.037701286688823e-11
0.1333,-1.155869596214581e-12,-1.037274050487117e-11,-1.155869596214581e-12,-1.037274050487117e-11
0.1334,-1.157166699984421e-12,-1.036847294499642e-11,-1.157166699984421e-12,-1.036847294499642e-11
0.1335,-1.158465511849276e-12,-1.036421018130494e-11,-1.158465511849276e-12,-1.036421018130494e-11
0.1336,-1.15976603368477e-12,-1.035995220783689e-11,-1.15976603368477e-12,-1.035995220783689e-11
0.1337,-1.161068267366114e-12,-1.035569901863174e-11,-1.161068267366114e-12,-1.035569901863174e-11
0.1338,-1.1623722147681e-12,-1.035145060772817e-11,-1.1623722147681e-12,-1.035145060772817e-11
0.1339,-1.163677877765109e-12,-1.034720696916418e-11,-1.163677877765109e-12,-1.034720696916418e-11
0.134,-1.164985258231106e-12,-1.034296809697701e-11,-1.164985258231106e-12,-1.034296809697701e-11
0.1341,-1.166294366496109e-12,-1.033873387376599e-11,-1.166294366496109e-12,-1.033873387376599e-11
0.1342,-1.167605209361023e-12,-1.033450422860155e-11,-1.167605209361023e-12,-1.033450422860155e-11
0.1343,-1.168917778000818e-12,-1.033027929647322e-11,-1.168917778000818e-12,-1.033027929647322e-11
0.1344,-1.170232074397004e-12,-1.032605906996837e-11,-1.170232074397004e-12,-1.032605906996837e-11
0.1345,-1.171548100530627e-12,-1.032184354167388e-11,-1.171548100530627e-12,-1.032184354167388e-11
0.1346,-1.17286585838227e-12,-1.031763270417621e-11,-1.17286585838227e-12,-1.031763270417621e-11
0.1347,-1.174185349932052e-12,-1.031342655006133e-11,-1.174185349932052e-12,-1.031342655006133e-11
0.1348,-1.175506577159632e-12,-1.030922507191478e-11,-1.175506577159632e-12,-1.030922507191478e-11
0.1349,-1.176829542044205e-12,-1.030502826232165e-11,-1.176829542044205e-12,-1.030502826232165e-11
0.135,-1.178154246564505e-12,-1.030083611386659e-11,-1.178154246564505e-12,-1.030083611386659e-11
0.1351,-1.179480692698804e-12,-1.029664861913386e-11,-1.179480692698804e-12,-1.029664861913386e-11
0.1352,-1.180808882424914e-12,-1.029246577070726e-11,-1.180808882424914e-12,-1.029246577070726e-11
0.1353,-1.182138817720185e-12,-1.028828756117016e-11,-1.182138817720185e-12,-1.028828756117016e-11
0.1354,-1.183470500561507e-12,-1.028411398310558e-11,-1.183470500561507e-12,-1.028411398310558e-11
0.1355,-1.184803932925311e-12,-1.027994502909609e-11,-1.184803932925311e-12,-1.027994502909609e-11
0.1356,-1.186139116787565e-12,-1.027578069172389e-11,-1.186139116787565e-12,-1.027578069172389e-11
0.1357,-1.18747605412378e-12,-1.027162096357076e-11,-1.18747605412378e-12,-1.027162096357076e-11
0.1358,-1.188814746909009e-12,-1.026746583721814e-11,-1.188814746909009e-12,-1.026746583721814e-11
0.1359,-1.190155197117842e-12,-1.026331530524705e-11,-1.190155197117842e-12,-1.026331530524705e-11
0.136,-1.191497406724416e-12,-1.025916936023816e-11,-1.191497406724416e-12,-1.025916936023816e-11
0.1361,-1.192841377702404e-12,-1.025502799477179e-11,-1.192841377702404e-12,-1.025502799477179e-11
0.1362,-1.194187112025026e-12,-1.025089120142789e-11,-1.194187112025026e-12,-1.025089120142789e-11
0.1363,-1.195534611665042e-12,-1.024675897278603e-11,-1.195534611665042e-12,-1.024675897278603e-11
0.1364,-1.196883886921561e-12,-1.02426315229143e-11,-1.196883886921561e-12,-1.02426315229143e-11
0.1365,-1.198234945639221e-12,-1.023850900066521e-11,-1.198234945639221e-12,-1.023850900066521e-11
0.1366,-1.199587778365128e-12,-1.023439109477602e-11,-1.199587778365128e-12,-1.023439109477602e-11
0.1367,-1.200942387183137e-12,-1.023027780084578e-11,-1.200942387183137e-12,-1.023027780084578e-11
0.1368,-1.202298774176595e-12,-1.022616911447283e-11,-1.202298774176595e-12,-1.022616911447283e-11
0.1369,-1.203656941428344e-12,-1.022206503125474e-11,-1.203656941428344e-12,-1.022206503125474e-11
0.137,-1.205016891020716e-12,-1.021796554678834e-11,-1.205016891020716e-12,-1.021796554678834e-11
0.1371,-1.20637862503554e-12,-1.021387065666974e-11,-1.20637862503554e-12,-1.021387065666974e-11
0.1372,-1.207742145554138e-12,-1.020978035649429e-11,-1.207742145554138e-12,-1.020978035649429e-11
0.1373,-1.209107454657326e-12,-1.020569464185663e-11,-1.209107454657326e-12,-1.020569464185663e-11
0.1374,-1.210474554425413e-12,-1.020161350835068e-11,-1.210474554425413e-12,-1.020161350835068e-11
0.1375,-1.211843446938204e-12,-1.019753695156963e-11,-1.211843446938204e-12,-1.019753695156963e-11
0.1376,-1.213214134274999e-12,-1.019346496710596e-11,-1.213214134274999e-12,-1.019346496710596e-11
0.1377,-1.214586618514592e-12,-1.018939755055143e-11,-1.214586618514592e-12,-1.018939755055143e-11
0.1378,-1.215960901735272e-12,-1.018533469749711e-11,-1.215960901735272e-12,-1.018533469749711e-11
0.1379,-1.217336986014825e-12,-1.018127640353335e-11,-1.217336986014825e-12,-1.018127640353335e-11
0.138,-1.21871487343053e-12,-1.017722266424979e-11,-1.21871487343053e-12,-1.017722266424979e-11
0.1381,-1.220094566059164e-12,-1.017317347523543e-11,-1.220094566059164e-12,-1.017317347523543e-11
0.1382,-1.221476065977001e-12,-1.016912883207851e-11,-1.221476065977001e-12,-1.016912883207851e-11
0.1383,-1.222859375259808e-12,-1.016508873036663e-11,-1.222859375259808e-12,-1.016508873036663e-11
0.1384,-1.224244495982852e-12,-1.016105316568668e-11,-1.224244495982852e-12,-1.016105316568668e-11
0.1385,-1.225631430220895e-12,-1.015702213362488e-11,-1.225631430220895e-12,-1.015702213362488e-11
0.1386,-1.227020180048197e-12,-1.015299562976678e-11,-1.227020180048197e-12,-1.015299562976678e-11
0.1387,-1.228410756652665e-12,-1.014897344587959e-11,-1.228410756652665e-12,-1.014897344587959e-11
0.1388,-1.229803169767138e-12,-1.014495540621305e-11,-1.229803169767138e-12,-1.014495540621305e-11
0.1389,-1.231197407885707e-12,-1.014094180997745e-11,-1.231197407885707e-12,-1.014094180997745e-11
0.139,-1.232593473210814e-12,-1.013693264983121e-11,-1.232593473210814e-12,-1.013693264983121e-11
0.1391,-1.233991367944347e-12,-1.013292791843259e-11,-1.233991367944347e-12,-1.013292791843259e-11
0.1392,-1.235391094287637e-12,-1.012892760843968e-11,-1.235391094287637e-12,-1.012892760843968e-11
0.1393,-1.236792654441465e-12,-1.012493171251038e-11,-1.236792654441465e-12,-1.012493171251038e-11
0.1394,-1.238196050606054e-12,-1.012094022330243e-11,-1.238196050606054e-12,-1.012094022330243e-11
0.1395,-1.239601284981078e-12,-1.011695313347339e-11,-1.239601284981078e-12,-1.011695313347339e-11
0.1396,-1.241008359765651e-12,-1.011297043568067e-11,-1.241008359765651e-12,-1.011297043568067e-11
0.1397,-1.242417277158337e-12,-1.010899212258156e-11,-1.242417277158337e-12,-1.010899212258156e-11
0.1398,-1.243828039357146e-12,-1.010501818683311e-11,-1.243828039357146e-12,-1.010501818683311e-11
0.1399,-1.245240648559534e-12,-1.010104862109235e-11,-1.245240648559534e-12,-1.010104862109235e-11
0.14,-1.246655106962404e-12,-1.009708341801607e-11,-1.246655106962404e-12,-1.009708341801607e-11
0.1401,-1.248071416762104e-12,-1.009312257026099e-11,-1.248071416762104e-12,-1.009312257026099e-11
0.1402,-1.249489580154432e-12,-1.008916607048369e-11,-1.249489580154432e-12,-1.008916607048369e-11
0.1403,-1.25090959933463e-12,-1.008521391134062e-11,-1.25090959933463e-12,-1.008521391134062e-11
0.1404,-1.252331476497388e-12,-1.008126608548813e-11,-1.252331476497388e-12,-1.008126608548813e-11
0.1405,-1.253755213836845e-12,-1.007732258558244e-11,-1.253755213836845e-12,-1.007732258558244e-11
0.1406,-1.255180813546584e-12,-1.00733834042797e-11,-1.255180813546584e-12,-1.00733834042797e-11
0.1407,-1.256608277819639e-12,-1.006944853423594e-11,-1.256608277819639e-12,-1.006944853423594e-11
0.1408,-1.25803760884849e-12,-1.00655179681071e-11,-1.25803760884849e-12,-1.00655179681071e-11
0.1409,-1.259468808825064e-12,-1.006159169854904e-11,-1.259468808825064e-12,-1.006159169854904e-11
0.141,-1.260901890602443e-12,-1.005766999291433e-11,-1.260901890602443e-12,-1.005766999291433e-11
0.1411,-1.262336866927098e-12,-1.005375311587966e-11,-1.262336866927098e-12,-1.005375311587966e-11
0.1412,-1.263773722713099e-12,-1.004984061502152e-11,-1.263773722713099e-12,-1.004984061502152e-11
0.1413,-1.265212460310956e-12,-1.00459324871548e-11,-1.265212460310956e-12,-1.00459324871548e-11
0.1414,-1.266653082070564e-12,-1.004202872909363e-11,-1.266653082070564e-12,-1.004202872909363e-11
0.1415,-1.268095590341208e-12,-1.003812933765147e-11,-1.268095590341208e-12,-1.003812933765147e-11
0.1416,-1.269539987471561e-12,-1.003423430964105e-11,-1.269539987471561e-12,-1.003423430964105e-11
0.1417,-1.270986275809684e-12,-1.003034364187441e-11,-1.270986275809684e-12,-1.003034364187441e-11
0.1418,-1.272434457703026e-12,-1.002645733116291e-11,-1.272434457703026e-12,-1.002645733116291e-11
0.1419,-1.273884535498422e-12,-1.00225753743172e-11,-1.273884535498422e-12,-1.00225753743172e-11
0.142,-1.275336511542099e-12,-1.001869776814723e-11,-1.275336511542099e-12,-1.001869776814723e-11
0.1421,-1.276790388179669e-12,-1.001482450946226e-11,-1.276790388179669e-12,-1.001482450946226e-11
