"time","ca_cyto.c.c","ca_nsr.c.c"
0.1308,-1.334779043528652e-14,1.0726784482774
0.1309,-1.33713958724836e-14,1.072678448277401
0.131,-1.339183169633375e-14,1.072678448277402
0.1311,-1.340906695794718e-14,1.072678448277402
0.1312,-1.34230707084341e-14,1.072678448277403
0.1313,-1.34338119989047e-14,1.072678448277403
0.1314,-1.344125988046919e-14,1.072678448277404
0.1315,-1.344538340423779e-14,1.072678448277404
0.1316,-1.344615162132069e-14,1.072678448277404
0.1317,-1.344353358282811e-14,1.072678448277404
0.1318,-1.343749833987024e-14,1.072678448277403
0.1319,-1.34280149435573e-14,1.072678448277403
0.132,-1.341505244499949e-14,1.072678448277402
0.1321,-1.339857989530702e-14,1.072678448277402
0.1322,-1.337856634559008e-14,1.072678448277401
0.1323,-1.33549808469589e-14,1.0726784482774
0.1324,-1.332779245052368e-14,1.072678448277399
0.1325,-1.32969702073946e-14,1.072678448277398
0.1326,-1.32624831686819e-14,1.072678448277397
0.1327,-1.322430038549577e-14,1.072678448277395
0.1328,-1.318239090894642e-14,1.072678448277393
0.1329,-1.313672379014405e-14,1.072678448277392
0.133,-1.308726808019886e-14,1.07267844827739
0.1331,-1.303399283022108e-14,1.072678448277388
0.1332,-1.297686709132089e-14,1.072678448277385
0.1333,-1.291585991460852e-14,1.072678448277383
0.1334,-1.285094035119416e-14,1.072678448277381
0.1335,-1.278207745218801e-14,1.072678448277378
0.1336,-1.27092402687003e-14,1.072678448277375
0.1337,-1.26323978518412e-14,1.072678448277372
0.1338,-1.255151925272096e-14,1.072678448277369
0.1339,-1.246657352244976e-14,1.072678448277366
0.134,-1.237752971213778e-14,1.072678448277362
0.1341,-1.228435687289529e-14,1.072678448277359
0.1342,-1.218702405583243e-14,1.072678448277355
0.1343,-1.208550031205946e-14,1.072678448277351
0.1344,-1.197975469268657e-14,1.072678448277347
0.1345,-1.186975624882393e-14,1.072678448277343
0.1346,-1.17554740315818e-14,1.072678448277338
0.1347,-1.163687709207036e-14,1.072678448277333
0.1348,-1.151393448139978e-14,1.072678448277329
0.1349,-1.138661525068034e-14,1.072678448277324
0.135,-1.125488845102218e-14,1.072678448277319
0.1351,-1.111872313353556e-14,1.072678448277314
0.1352,-1.097808834933067e-14,1.072678448277308
0.1353,-1.083295314951765e-14,1.072678448277302
0.1354,-1.068328658520682e-14,1.072678448277297
0.1355,-1.052905770750827e-14,1.07267844827729
0.1356,-1.037023556753232e-14,1.072678448277284
0.1357,-1.020678921638911e-14,1.072678448277278
0.1358,-1.003868770518881e-14,1.072678448277272
0.1359,-9.865900085041728e-15,1.072678448277265
0.136,-9.688395407057958e-15,1.072678448277258
0.1361,-9.50614272234781e-15,1.072678448277251
0.1362,-9.319111082021443e-15,1.072678448277244
0.1363,-9.12726953718901e-15,1.072678448277236
0.1364,-8.930587138960817e-15,1.072678448277229
0.1365,-8.72903293844697e-15,1.072678448277221
0.1366,-8.654446875470648e-15,1.072678448277218
0.1367,-8.607311844854682e-15,1.072678448277216
0.1368,-8.559846864525972e-15,1.072678448277214
0.1369,-8.51205193448454e-15,1.072678448277212
0.137,-8.463927054730359e-15,1.07267844827721
0.1371,-8.41547222526346e-15,1.072678448277208
0.1372,-8.366687446083825e-15,1.072678448277206
0.1373,-8.317572717191442e-15,1.072678448277205
0.1374,-8.268128038586341e-15,1.072678448277203
0.1375,-8.21835341026849e-15,1.072678448277201
0.1376,-8.168248832237919e-15,1.072678448277199
0.1377,-8.117814304494616e-15,1.072678448277197
0.1378,-8.067049827038563e-15,1.072678448277195
0.1379,-8.015955399869792e-15,1.072678448277193
0.138,-7.964531022988271e-15,1.072678448277191
0.1381,-7.912776696394028e-15,1.072678448277189
0.1382,-7.860692420087056e-15,1.072678448277187
0.1383,-7.808278194067333e-15,1.072678448277185
0.1384,-7.755534018334891e-15,1.072678448277183
0.1385,-7.7024598928897e-15,1.072678448277181
0.1386,-7.649055817731789e-15,1.072678448277179
0.1387,-7.595321792861147e-15,1.072678448277177
0.1388,-7.541257818277754e-15,1.072678448277175
0.1389,-7.486863893981639e-15,1.072678448277173
0.139,-7.432140019972779e-15,1.07267844827717
0.1391,-7.377086196251199e-15,1.072678448277168
0.1392,-7.321702422816885e-15,1.072678448277166
0.1393,-7.265988699669822e-15,1.072678448277164
0.1394,-7.209945026810039e-15,1.072678448277162
0.1395,-7.153571404237509e-15,1.07267844827716
0.1396,-7.096867831952258e-15,1.072678448277157
0.1397,-7.039834309954274e-15,1.072678448277155
0.1398,-6.98247083824354e-15,1.072678448277153
0.1399,-6.924777416820088e-15,1.072678448277151
0.14,-6.866754045683886e-15,1.072678448277149
0.1401,-6.808400724834966e-15,1.072678448277146
0.1402,-6.749717454273313e-15,1.072678448277144
0.1403,-6.690704233998908e-15,1.072678448277142
0.1404,-6.631361064011786e-15,1.072678448277139
0.1405,-6.571687944311914e-15,1.072678448277137
0.1406,-6.511684874899325e-15,1.072678448277135
0.1407,-6.451351855774e-15,1.072678448277132
0.1408,-6.390688886935926e-15,1.07267844827713
0.1409,-6.329695968385134e-15,1.072678448277128
0.141,-6.268373100121608e-15,1.072678448277125
0.1411,-6.206720282145332e-15,1.072678448277123
0.1412,-6.144737514456339e-15,1.07267844827712
0.1413,-6.082424797054593e-15,1.072678448277118
0.1414,-6.019782129940132e-15,1.072678448277116
0.1415,-5.956809513112936e-15,1.072678448277113
0.1416,-5.89350694657299e-15,1.072678448277111
0.1417,-5.829874430320326e-15,1.072678448277108
0.1418,-5.76591196435491e-15,1.072678448277106
0.1419,-5.701619548676779e-15,1.072678448277103
0.142,-5.636997183285913e-15,1.072678448277101
0.1421,-5.572044868182296e-15,1.072678448277098
0.1422,-5.506762603365962e-15,1.072678448277096
0.1423,-5.441150388836877e-15,1.072678448277093
0.1424,-5.375208224595075e-15,1.072678448277091
0.1425,-5.30893611064054e-15,1.072678448277088
0.1426,-5.242334046973251e-15,1.072678448277085
0.1427,-5.175402033593248e-15,1.072678448277083
0.1428,-5.108140070500492e-15,1.07267844827708
0.1429,-5.040548157695021e-15,1.072678448277077
0.143,-4.972626295176816e-15,1.072678448277075
0.1431,-4.904374482945858e-15,1.072678448277072
0.1432,-4.835792721002185e-15,1.07267844827707
0.1433,-4.766881009345758e-15,1.072678448277067
0.1434,-4.697639347976616e-15,1.072678448277064
0.1435,-4.628067736894741e-15,1.072678448277062
0.1436,-4.558166176100113e-15,1.072678448277059
0.1437,-4.487934665592769e-15,1.072678448277056
0.1438,-4.417373205372673e-15,1.072678448277053
0.1439,-4.346481795439862e-15,1.072678448277051
0.144,-4.275260435794317e-15,1.072678448277048
0.1441,-4.203709126436017e-15,1.072678448277045
0.1442,-4.131827867365005e-15,1.072678448277042
0.1443,-4.059616658581237e-15,1.07267844827704
0.1444,-3.987075500084756e-15,1.072678448277037
0.1445,-3.914204391875541e-15,1.072678448277034
0.1446,-3.841003333953572e-15,1.072678448277031
0.1447,-3.767472326318889e-15,1.072678448277028
0.1448,-3.693611368971452e-15,1.072678448277026
0.1449,-3.619420461911301e-15,1.072678448277022
0.145,-3.544899605138416e-15,1.07267844827702
0.1451,-3.482729451919705e-15,1.072678448277017
0.1452,-3.466720910399241e-15,1.072678448277016
0.1453,-3.450712368878772e-15,1.072678448277016
0.1454,-3.434703827358308e-15,1.072678448277015
0.1455,-3.418695285837843e-15,1.072678448277015
0.1456,-3.402686744317374e-15,1.072678448277014
0.1457,-3.38667820279691e-15,1.072678448277013
0.1458,-3.370669661276441e-15,1.072678448277013
0.1459,-3.354661119755977e-15,1.072678448277012
0.146,-3.338652578235512e-15,1.072678448277012
0.1461,-3.322644036715044e-15,1.072678448277011
0.1462,-3.306635495194579e-15,1.07267844827701
0.1463,-3.29062695367411e-15,1.07267844827701
0.1464,-3.274618412153646e-15,1.072678448277009
0.1465,-3.258609870633182e-15,1.072678448277008
0.1466,-3.242601329112713e-15,1.072678448277008
0.1467,-3.226592787592248e-15,1.072678448277007
0.1468,-3.21058424607178e-15,1.072678448277007
0.1469,-3.194575704551315e-15,1.072678448277006
0.147,-3.178567163030851e-15,1.072678448277005
0.1471,-3.162558621510382e-15,1.072678448277005
0.1472,-3.146550079989918e-15,1.072678448277004
0.1473,-3.130541538469453e-15,1.072678448277004
0.1474,-3.114532996948984e-15,1.072678448277003
0.1475,-3.09852445542852e-15,1.072678448277002
0.1476,-3.082515913908051e-15,1.072678448277002
0.1477,-3.066507372387587e-15,1.072678448277001
0.1478,-3.050498830867122e-15,1.072678448277
0.1479,-3.034490289346654e-15,1.072678448277
0.148,-3.018481747826189e-15,1.072678448276999
0.1481,-3.00247320630572e-15,1.072678448276998
0.1482,-2.986464664785256e-15,1.072678448276998
0.1483,-2.970456123264792e-15,1.072678448276997
0.1484,-2.954447581744323e-15,1.072678448276997
0.1485,-2.938439040223858e-15,1.072678448276996
0.1486,-2.92243049870339e-15,1.072678448276995
0.1487,-2.906421957182925e-15,1.072678448276995
0.1488,-2.890413415662461e-15,1.072678448276994
0.1489,-2.874404874141992e-15,1.072678448276994
0.149,-2.858396332621528e-15,1.072678448276993
0.1491,-2.842387791101059e-15,1.072678448276992
0.1492,-2.826379249580594e-15,1.072678448276992
0.1493,-2.81037070806013e-15,1.072678448276991
0.1494,-2.794362166539661e-15,1.07267844827699
0.1495,-2.778353625019197e-15,1.07267844827699
0.1496,-2.762345083498728e-15,1.072678448276989
0.1497,-2.746336541978263e-15,1.072678448276989
0.1498,-2.730328000457799e-15,1.072678448276988
0.1499,-2.71431945893733e-15,1.072678448276987
0.15,-2.698310917416866e-15,1.072678448276987
0.1501,-2.682302375896397e-15,1.072678448276986
0.1502,-2.666293834375932e-15,1.072678448276986
0.1503,-2.650285292855468e-15,1.072678448276985
0.1504,-2.634276751334999e-15,1.072678448276984
0.1505,-2.618268209814535e-15,1.072678448276984
0.1506,-2.602259668294066e-15,1.072678448276983
0.1507,-2.586251126773602e-15,1.072678448276982
0.1508,-2.570242585253137e-15,1.072678448276982
0.1509,-2.554234043732668e-15,1.072678448276981
0.151,-2.538225502212204e-15,1.07267844827698
0.1511,-2.522216960691735e-15,1.07267844827698
0.1512,-2.506208419171271e-15,1.072678448276979
0.1513,-2.490199877650806e-15,1.072678448276979
0.1514,-2.474191336130338e-15,1.072678448276978
0.1515,-2.458182794609873e-15,1.072678448276977
0.1516,-2.442174253089404e-15,1.072678448276977
0.1517,-2.42616571156894e-15,1.072678448276976
0.1518,-2.410157170048476e-15,1.072678448276976
0.1519,-2.394148628528007e-15,1.072678448276975
0.152,-2.378140087007543e-15,1.072678448276974
0.1521,-2.362131545487074e-15,1.072678448276974
0.1522,-2.346123003966609e-15,1.072678448276973
0.1523,-2.330114462446144e-15,1.072678448276972
0.1524,-2.314105920925676e-15,1.072678448276972
0.1525,-2.298097379405212e-15,1.072678448276971
0.1526,-2.282088837884742e-15,1.072678448276971
0.1527,-2.266080296364278e-15,1.07267844827697
0.1528,-2.250071754843814e-15,1.072678448276969
0.1529,-2.234063213323345e-15,1.072678448276969
0.153,-2.218054671802881e-15,1.072678448276968
0.1531,-2.202046130282412e-15,1.072678448276968
0.1532,-2.186037588761947e-15,1.072678448276967
0.1533,-2.170029047241483e-15,1.072678448276966
0.1534,-2.154020505721014e-15,1.072678448276966
0.1535,-2.13801196420055e-15,1.072678448276965
0.1536,-2.122003422680085e-15,1.072678448276964
0.1537,-2.105994881159616e-15,1.072678448276964
0.1538,-2.089986339639152e-15,1.072678448276963
0.1539,-2.073977798118683e-15,1.072678448276962
0.154,-2.057969256598219e-15,1.072678448276962
0.1541,-2.041960715077754e-15,1.072678448276961
0.1542,-2.025952173557286e-15,1.072678448276961
0.1543,-2.009943632036821e-15,1.07267844827696
0.1544,-1.993935090516352e-15,1.072678448276959
0.1545,-1.977926548995888e-15,1.072678448276959
0.1546,-1.961918007475424e-15,1.072678448276958
0.1547,-1.945909465954955e-15,1.072678448276958
0.1548,-1.929900924434491e-15,1.072678448276957
0.1549,-1.913892382914022e-15,1.072678448276956
0.155,-1.897883841393558e-15,1.072678448276956
0.1551,-1.881875299873093e-15,1.072678448276955
0.1552,-1.865866758352624e-15,1.072678448276954
0.1553,-1.849858216832159e-15,1.072678448276954
0.1554,-1.833849675311691e-15,1.072678448276953
0.1555,-1.817841133791226e-15,1.072678448276952
0.1556,-1.801832592270762e-15,1.072678448276952
0.1557,-1.785824050750293e-15,1.072678448276951
0.1558,-1.769815509229829e-15,1.072678448276951
0.1559,-1.75380696770936e-15,1.07267844827695
0.156,-1.737798426188896e-15,1.072678448276949
0.1561,-1.721789884668431e-15,1.072678448276949
0.1562,-1.705781343147962e-15,1.072678448276948
0.1563,-1.689772801627498e-15,1.072678448276948
0.1564,-1.673764260107029e-15,1.072678448276947
0.1565,-1.657755718586565e-15,1.072678448276946
0.1566,-1.6417471770661e-15,1.072678448276946
0.1567,-1.625738635545632e-15,1.072678448276945
0.1568,-1.609730094025167e-15,1.072678448276944
0.1569,-1.593721552504698e-15,1.072678448276944
0.157,-1.577713010984234e-15,1.072678448276943
0.1571,-1.56170446946377e-15,1.072678448276943
0.1572,-1.545695927943301e-15,1.072678448276942
0.1573,-1.529687386422836e-15,1.072678448276941
0.1574,-1.513678844902367e-15,1.072678448276941
0.1575,-1.497670303381903e-15,1.07267844827694
0.1576,-1.481661761861439e-15,1.07267844827694
0.1577,-1.46565322034097e-15,1.072678448276939
0.1578,-1.449644678820505e-15,1.072678448276938
0.1579,-1.433636137300037e-15,1.072678448276938
0.158,-1.417627595779572e-15,1.072678448276937
0.1581,-1.401619054259108e-15,1.072678448276936
0.1582,-1.385610512738639e-15,1.072678448276936
0.1583,-1.369601971218175e-15,1.072678448276935
0.1584,-1.353593429697706e-15,1.072678448276934
0.1585,-1.337584888177241e-15,1.072678448276934
0.1586,-1.321576346656777e-15,1.072678448276933
0.1587,-1.305567805136308e-15,1.072678448276933
0.1588,-1.289559263615844e-15,1.072678448276932
0.1589,-1.273550722095375e-15,1.072678448276931
0.159,-1.257542180574911e-15,1.072678448276931
0.1591,-1.241533639054446e-15,1.07267844827693
0.1592,-1.225525097533977e-15,1.07267844827693
0.1593,-1.209516556013513e-15,1.072678448276929
0.1594,-1.193508014493049e-15,1.072678448276928
0.1595,-1.17749947297258e-15,1.072678448276928
0.1596,-1.161490931452115e-15,1.072678448276927
0.1597,-1.145482389931647e-15,1.072678448276926
0.1598,-1.129473848411182e-15,1.072678448276926
0.1599,-1.113465306890718e-15,1.072678448276925
0.16,-1.097456765370249e-15,1.072678448276925
0.1601,-1.081448223849785e-15,1.072678448276924
0.1602,-1.065439682329316e-15,1.072678448276923
0.1603,-1.049431140808851e-15,1.072678448276923
0.1604,-1.033422599288387e-15,1.072678448276922
0.1605,-1.017414057767918e-15,1.072678448276922
0.1606,-1.001405516247454e-15,1.072678448276921
0.1607,-9.853969747269849e-16,1.07267844827692
0.1608,-9.693884332065204e-16,1.07267844827692
0.1609,-9.53379891686056e-16,1.072678448276919
0.161,-9.373713501655873e-16,1.072678448276918
0.1611,-9.213628086451228e-16,1.072678448276918
0.1612,-9.053542671246539e-16,1.072678448276917
0.1613,-8.893457256041895e-16,1.072678448276916
0.1614,-8.733371840837252e-16,1.072678448276916
0.1615,-8.573286425632563e-16,1.072678448276915
0.1616,-8.41320101042792e-16,1.072678448276915
0.1617,-8.253115595223231e-16,1.072678448276914
0.1618,-8.093030180018587e-16,1.072678448276913
0.1619,-7.932944764813943e-16,1.072678448276913
0.162,-7.772859349609255e-16,1.072678448276912
0.1621,-7.612773934404611e-16,1.072678448276912
0.1622,-7.452688519199923e-16,1.072678448276911
0.1623,-7.433146229131926e-16,1.072678448276911
0.1624,-7.413988140082412e-16,1.072678448276911
0.1625,-7.394830051032893e-16,1.072678448276911
0.1626,-7.375671961983379e-16,1.072678448276911
0.1627,-7.356513872933859e-16,1.072678448276911
0.1628,-7.337355783884346e-16,1.072678448276911
0.1629,-7.318197694834831e-16,1.07267844827691
0.163,-7.299039605785311e-16,1.07267844827691
0.1631,-7.279881516735798e-16,1.07267844827691
0.1632,-7.260723427686278e-16,1.07267844827691
0.1633,-7.241565338636764e-16,1.07267844827691
0.1634,-7.222407249587251e-16,1.07267844827691
0.1635,-7.203249160537731e-16,1.07267844827691
0.1636,-7.184091071488216e-16,1.07267844827691
0.1637,-7.164932982438697e-16,1.07267844827691
0.1638,-7.145774893389183e-16,1.07267844827691
0.1639,-7.126616804339669e-16,1.07267844827691
0.164,-7.10745871529015e-16,1.07267844827691
0.1641,-7.088300626240636e-16,1.072678448276909
0.1642,-7.069142537191117e-16,1.072678448276909
0.1643,-7.049984448141602e-16,1.072678448276909
0.1644,-7.030826359092087e-16,1.072678448276909
0.1645,-7.011668270042569e-16,1.072678448276909
0.1646,-6.992510180993055e-16,1.072678448276909
0.1647,-6.973352091943535e-16,1.072678448276909
0.1648,-6.954194002894022e-16,1.072678448276909
0.1649,-6.935035913844507e-16,1.072678448276909
0.165,-6.915877824794988e-16,1.072678448276909
0.1651,-6.896719735745473e-16,1.072678448276909
0.1652,-6.877561646695954e-16,1.072678448276909
0.1653,-6.85840355764644e-16,1.072678448276909
0.1654,-6.839245468596926e-16,1.072678448276909
0.1655,-6.820087379547407e-16,1.072678448276909
0.1656,-6.800929290497892e-16,1.072678448276908
0.1657,-6.781771201448379e-16,1.072678448276908
0.1658,-6.762613112398858e-16,1.072678448276908
0.1659,-6.743455023349344e-16,1.072678448276908
0.166,-6.724296934299826e-16,1.072678448276908
0.1661,-6.705138845250311e-16,1.072678448276908
0.1662,-6.685980756200797e-16,1.072678448276908
0.1663,-6.666822667151278e-16,1.072678448276908
0.1664,-6.647664578101764e-16,1.072678448276908
0.1665,-6.628506489052245e-16,1.072678448276908
0.1666,-6.60934840000273e-16,1.072678448276908
0.1667,-6.590190310953216e-16,1.072678448276908
0.1668,-6.571032221903697e-16,1.072678448276907
0.1669,-6.551874132854183e-16,1.072678448276907
0.167,-6.532716043804663e-16,1.072678448276907
0.1671,-6.51355795475515e-16,1.072678448276907
0.1672,-6.494399865705635e-16,1.072678448276907
0.1673,-6.475241776656115e-16,1.072678448276907
0.1674,-6.456083687606602e-16,1.072678448276907
0.1675,-6.436925598557082e-16,1.072678448276907
0.1676,-6.417767509507568e-16,1.072678448276907
0.1677,-6.398609420458055e-16,1.072678448276907
0.1678,-6.379451331408535e-16,1.072678448276907
0.1679,-6.360293242359021e-16,1.072678448276907
0.168,-6.341135153309501e-16,1.072678448276907
0.1681,-6.321977064259987e-16,1.072678448276907
0.1682,-6.302818975210473e-16,1.072678448276907
0.1683,-6.283660886160954e-16,1.072678448276906
0.1684,-6.26450279711144e-16,1.072678448276906
0.1685,-6.24534470806192e-16,1.072678448276906
0.1686,-6.226186619012407e-16,1.072678448276906
0.1687,-6.207028529962892e-16,1.072678448276906
0.1688,-6.187870440913372e-16,1.072678448276906
0.1689,-6.168712351863859e-16,1.072678448276906
0.169,-6.149554262814339e-16,1.072678448276906
0.1691,-6.130396173764825e-16,1.072678448276906
0.1692,-6.111238084715311e-16,1.072678448276906
0.1693,-6.092079995665792e-16,1.072678448276906
0.1694,-6.072921906616278e-16,1.072678448276906
0.1695,-6.053763817566758e-16,1.072678448276905
0.1696,-6.034605728517244e-16,1.072678448276905
0.1697,-6.01544763946773e-16,1.072678448276905
0.1698,-5.996289550418211e-16,1.072678448276905
0.1699,-5.977131461368697e-16,1.072678448276905
0.17,-5.957973372319177e-16,1.072678448276905
0.1701,-5.938815283269664e-16,1.072678448276905
0.1702,-5.919657194220148e-16,1.072678448276905
0.1703,-5.900499105170629e-16,1.072678448276905
0.1704,-5.881341016121115e-16,1.072678448276905
0.1705,-5.862182927071596e-16,1.072678448276905
0.1706,-5.843024838022082e-16,1.072678448276905
0.1707,-5.823866748972568e-16,1.072678448276905
0.1708,-5.804708659923049e-16,1.072678448276905
0.1709,-5.785550570873534e-16,1.072678448276904
0.171,-5.766392481824015e-16,1.072678448276904
0.1711,-5.7472343927745e-16,1.072678448276904
0.1712,-5.728076303724987e-16,1.072678448276904
0.1713,-5.708918214675468e-16,1.072678448276904
0.1714,-5.689760125625953e-16,1.072678448276904
0.1715,-5.670602036576435e-16,1.072678448276904
0.1716,-5.65144394752692e-16,1.072678448276904
0.1717,-5.632285858477405e-16,1.072678448276904
0.1718,-5.613127769427886e-16,1.072678448276904
0.1719,-5.593969680378372e-16,1.072678448276904
0.172,-5.574811591328858e-16,1.072678448276904
0.1721,-5.555653502279339e-16,1.072678448276903
0.1722,-5.536495413229825e-16,1.072678448276903
0.1723,-5.517337324180306e-16,1.072678448276903
0.1724,-5.498179235130791e-16,1.072678448276903
0.1725,-5.479021146081277e-16,1.072678448276903
0.1726,-5.459863057031758e-16,1.072678448276903
0.1727,-5.440704967982244e-16,1.072678448276903
0.1728,-5.421546878932724e-16,1.072678448276903
0.1729,-5.402388789883211e-16,1.072678448276903
0.173,-5.383230700833697e-16,1.072678448276903
0.1731,-5.364072611784177e-16,1.072678448276903
0.1732,-5.344914522734663e-16,1.072678448276903
0.1733,-5.325756433685143e-16,1.072678448276903
0.1734,-5.306598344635629e-16,1.072678448276903
0.1735,-5.287440255586116e-16,1.072678448276903
0.1736,-5.268282166536596e-16,1.072678448276902
0.1737,-5.249124077487082e-16,1.072678448276902
0.1738,-5.229965988437562e-16,1.072678448276902
0.1739,-5.210807899388048e-16,1.072678448276902
0.174,-5.191649810338534e-16,1.072678448276902
0.1741,-5.172491721289015e-16,1.072678448276902
0.1742,-5.153333632239501e-16,1.072678448276902
0.1743,-5.134175543189981e-16,1.072678448276902
0.1744,-5.115017454140467e-16,1.072678448276902
0.1745,-5.095859365090953e-16,1.072678448276902
0.1746,-5.076701276041434e-16,1.072678448276902
0.1747,-5.05754318699192e-16,1.072678448276902
0.1748,-5.0383850979424e-16,1.072678448276901
0.1749,-5.019227008892886e-16,1.072678448276901
0.175,-5.000068919843372e-16,1.072678448276901
0.1751,-4.980910830793853e-16,1.072678448276901
0.1752,-4.961752741744338e-16,1.072678448276901
0.1753,-4.94259465269482e-16,1.072678448276901
0.1754,-4.923436563645305e-16,1.072678448276901
0.1755,-4.904278474595791e-16,1.072678448276901
0.1756,-4.885120385546271e-16,1.072678448276901
0.1757,-4.865962296496757e-16,1.072678448276901
0.1758,-4.846804207447239e-16,1.072678448276901
0.1759,-4.827646118397725e-16,1.072678448276901
0.176,-4.808488029348211e-16,1.072678448276901
0.1761,-4.78932994029869e-16,1.072678448276901
0.1762,-4.770171851249176e-16,1.072678448276901
0.1763,-4.751013762199657e-16,1.0726784482769
0.1764,-4.731855673150142e-16,1.0726784482769
0.1765,-4.712697584100629e-16,1.0726784482769
0.1766,-4.69353949505111e-16,1.0726784482769
0.1767,-4.674381406001596e-16,1.0726784482769
0.1768,-4.655223316952076e-16,1.0726784482769
0.1769,-4.636065227902561e-16,1.0726784482769
0.177,-4.616907138853047e-16,1.0726784482769
0.1771,-4.597749049803528e-16,1.0726784482769
0.1772,-4.578590960754015e-16,1.0726784482769
0.1773,-4.559432871704495e-16,1.0726784482769
0.1774,-4.540274782654981e-16,1.0726784482769
0.1775,-4.521116693605466e-16,1.072678448276899
0.1776,-4.501958604555947e-16,1.072678448276899
0.1777,-4.482800515506433e-16,1.072678448276899
0.1778,-4.463642426456914e-16,1.072678448276899
0.1779,-4.4444843374074e-16,1.072678448276899
0.178,-4.425326248357886e-16,1.072678448276899
0.1781,-4.406168159308366e-16,1.072678448276899
0.1782,-4.387010070258853e-16,1.072678448276899
0.1783,-4.367851981209338e-16,1.072678448276899
0.1784,-4.348693892159819e-16,1.072678448276899
0.1785,-4.329535803110305e-16,1.072678448276899
0.1786,-4.310377714060785e-16,1.072678448276899
0.1787,-4.291219625011271e-16,1.072678448276899
0.1788,-4.272061535961758e-16,1.072678448276899
0.1789,-4.252903446912238e-16,1.072678448276899
0.179,-4.233745357862724e-16,1.072678448276898
0.1791,-4.214587268813204e-16,1.072678448276898
0.1792,-4.19542917976369e-16,1.072678448276898
0.1793,-4.176271090714177e-16,1.072678448276898
0.1794,-4.157113001664657e-16,1.072678448276898
0.1795,-4.137954912615143e-16,1.072678448276898
0.1796,-4.118796823565623e-16,1.072678448276898
0.1797,-4.099638734516109e-16,1.072678448276898
0.1798,-4.080480645466595e-16,1.072678448276898
0.1799,-4.061322556417076e-16,1.072678448276898
0.18,-4.042164467367562e-16,1.072678448276898
0.1801,-4.023006378318042e-16,1.072678448276898
0.1802,-4.003848289268528e-16,1.072678448276897
0.1803,-3.984690200219014e-16,1.072678448276897
0.1804,-3.965532111169495e-16,1.072678448276897
0.1805,-3.94637402211998e-16,1.072678448276897
0.1806,-3.927215933070461e-16,1.072678448276897
0.1807,-3.908057844020947e-16,1.072678448276897
0.1808,-3.888899754971433e-16,1.072678448276897
0.1809,-3.869741665921913e-16,1.072678448276897
0.181,-3.8505835768724e-16,1.072678448276897
0.1811,-3.83142548782288e-16,1.072678448276897
0.1812,-3.812267398773366e-16,1.072678448276897
0.1813,-3.793109309723852e-16,1.072678448276897
0.1814,-3.773951220674333e-16,1.072678448276897
0.1815,-3.754793131624819e-16,1.072678448276897
0.1816,-3.735635042575299e-16,1.072678448276897
0.1817,-3.716476953525785e-16,1.072678448276896
0.1818,-3.697318864476271e-16,1.072678448276896
0.1819,-3.678160775426752e-16,1.072678448276896
0.182,-3.659002686377237e-16,1.072678448276896
0.1821,-3.639844597327718e-16,1.072678448276896
0.1822,-3.620686508278204e-16,1.072678448276896
0.1823,-3.60152841922869e-16,1.072678448276896
0.1824,-3.58237033017917e-16,1.072678448276896
0.1825,-3.563212241129656e-16,1.072678448276896
0.1826,-3.544054152080137e-16,1.072678448276896
0.1827,-3.524896063030623e-16,1.072678448276896
0.1828,-3.505737973981109e-16,1.072678448276896
0.1829,-3.48657988493159e-16,1.072678448276895
0.183,-3.467421795882075e-16,1.072678448276895
0.1831,-3.448263706832556e-16,1.072678448276895
0.1832,-3.429105617783042e-16,1.072678448276895
0.1833,-3.409947528733528e-16,1.072678448276895
0.1834,-3.390789439684008e-16,1.072678448276895
0.1835,-3.371631350634494e-16,1.072678448276895
0.1836,-3.352473261584975e-16,1.072678448276895
0.1837,-3.333315172535461e-16,1.072678448276895
0.1838,-3.314157083485947e-16,1.072678448276895
0.1839,-3.294998994436427e-16,1.072678448276895
0.184,-3.275840905386913e-16,1.072678448276895
0.1841,-3.256682816337394e-16,1.072678448276895
0.1842,-3.23752472728788e-16,1.072678448276895
0.1843,-3.218366638238366e-16,1.072678448276895
0.1844,-3.199208549188846e-16,1.072678448276894
0.1845,-3.180050460139332e-16,1.072678448276894
0.1846,-3.160892371089818e-16,1.072678448276894
0.1847,-3.141734282040299e-16,1.072678448276894
0.1848,-3.122576192990785e-16,1.072678448276894
0.1849,-3.103418103941265e-16,1.072678448276894
0.185,-3.084260014891751e-16,1.072678448276894
0.1851,-3.065101925842237e-16,1.072678448276894
0.1852,-3.045943836792718e-16,1.072678448276894
0.1853,-3.026785747743204e-16,1.072678448276894
0.1854,-3.007627658693684e-16,1.072678448276894
0.1855,-2.98846956964417e-16,1.072678448276894
0.1856,-2.969311480594656e-16,1.072678448276893
0.1857,-2.950153391545136e-16,1.072678448276893
0.1858,-2.930995302495623e-16,1.072678448276893
0.1859,-2.911837213446103e-16,1.072678448276893
0.186,-2.892679124396589e-16,1.072678448276893
0.1861,-2.873521035347075e-16,1.072678448276893
0.1862,-2.854362946297556e-16,1.072678448276893
0.1863,-2.835204857248041e-16,1.072678448276893
0.1864,-2.816046768198522e-16,1.072678448276893
0.1865,-2.796888679149008e-16,1.072678448276893
0.1866,-2.777730590099494e-16,1.072678448276893
0.1867,-2.758572501049974e-16,1.072678448276893
0.1868,-2.739414412000461e-16,1.072678448276893
