"time","l2.v","vc.is_peak","vc.v_pulse","vc.vs_peak","vc.v"
44.77,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.78,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.79,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.8,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.81,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.82,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.83,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.84,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.85,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.86,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.87,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.88,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.89,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.9,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.91,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.92,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.93,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.94,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.95,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.96,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.97,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.98,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
44.99,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
45,-0.07000000000000001,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.07000000000000001
45,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.005195194591,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.005195194591,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.01,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.02,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.03,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.04,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.05,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.06,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.07,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.08,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.09,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.1,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.11,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.12,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.13,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.14,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.15,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.16,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.17,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.18,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.19,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.2,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.21,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.22,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.23,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.24,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.25,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.26,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.27,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.28,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.29,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.3,-0.02,-3.461248181283246e-10,-0.02000000000000001,-0.02500000000000001,-0.02
45.3,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.30000000013006,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.30000000013006,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.31,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.31662475968535,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.31662475968535,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.32,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.33,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.34,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.35,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.36,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.37,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.38,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.39,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.4,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.41,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.42,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.43,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.44,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.45,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.46,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.47,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.48,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.49,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.5,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.51,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.52,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.53,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.54,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.55,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.56,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.57,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.58,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.59,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.6,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.61,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.62,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.63,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.64,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.65,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.66,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.67,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.68,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.69,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.7,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.71,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.72,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.73,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.74,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.75,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.76,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.77,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.78,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.79,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.8,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.81,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.82,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.83,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.84,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.85,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.86,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.87,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.88,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.89,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.9,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.91,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.92,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.93,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.94,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.95,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.96,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.97,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.98,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
45.99,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.01,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.02,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.03,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.04,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.05,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.06,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.07,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.08,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.09,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.1,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.11,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.12,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.13,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.14,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.15,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.16,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.17,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.18,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.19,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.2,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.21,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.22,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.23,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.24,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.25,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.26,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.27,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.28,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.29,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.3,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.31,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.32,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.33,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.34,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.35,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.36,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.37,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.38,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.39,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.4,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.41,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.42,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.43,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.44,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.45,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.46,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.47,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.48,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.49,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.5,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.51,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.52,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.53,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.54,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.55,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.56,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.57,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.58,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.59,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.6,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.61,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.62,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.63,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.64,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.65,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.66,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.67,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.68,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.69,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.7,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.71,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.72,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.73,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.74,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.75,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.76,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.77,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.78,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.79,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.8,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.81,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.82,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.83,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.84,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.85,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.86,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.87,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.88,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.89,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.9,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.91,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.92,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.93,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.94,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.95,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.96,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.97,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.98,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
46.99,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.01,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.02,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.03,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.04,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.05,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.06,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.07,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.08,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.09,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.1,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.11,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.12,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.13,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.14,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.15,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.16,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.17,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.18,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.19,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.2,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.21,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
47.22,-0.07000000000000001,-6.156116252893079e-10,-0.01500000000000001,-0.02000000000000001,-0.07000000000000001
