"time","l2.v","act_steady","act_tau_fast","act_tau_slow","inact_steady","inact_tau","v","vc.v"
180,0.06000000000000097,0.9997417118645374,0.005400483598694569,0.3421735189982001,0.01356124777327969,0.0009149935423541831,0.06000000000000097,0.06000000000000097
181,0.06100000000000097,0.9997703727424558,0.005189789525343612,0.3413272315145792,0.01270609250564182,0.0009071111522176557,0.06100000000000097,0.06100000000000097
182,0.06200000000000096,0.9997958539226953,0.004987313447698451,0.3405838193152038,0.01190409375090815,0.00089927829410393,0.06200000000000096,0.06200000000000096
183,0.06300000000000096,0.9998185080314222,0.004792735073555623,0.3399322246149787,0.01115205548504742,0.0008914953303956293,0.06300000000000096,0.06300000000000096
184,0.06400000000000097,0.9998386486173565,0.004605746563841388,0.3393623703215,0.01044695740100351,0.0008837625936298622,0.06400000000000097,0.06400000000000097
185,0.06500000000000096,0.9998565544762847,0.004426052052115168,0.3388651020366764,0.009785947977104132,0.0008760803875258195,0.06500000000000096,0.06500000000000096
186,0.06600000000000096,0.9998724734982578,0.004253367182159751,0.3384321293533841,0.00916633731185989,0.0008684489879877539,0.06600000000000096,0.06600000000000096
187,0.06700000000000098,0.999886626089887,0.004087418663033566,0.3380559672055767,0.008585589846770185,0.0008608686440834667,0.06700000000000098,0.06700000000000098
188,0.06800000000000098,0.9998992082184646,0.003927943840974646,0.3377298779241762,0.008041317075298909,0.0008533395789984434,0.06800000000000098,0.06800000000000098
189,0.06900000000000098,0.9999103941195304,0.003774690287561076,0.3374478145500414,0.007531270316091482,0.0008458619909658253,0.06900000000000098,0.06900000000000098
190,0.07000000000000098,0.9999203387049632,0.003627415403548383,0.3372043658603099,0.007053333611470359,0.0008384360541724264,0.07000000000000098,0.07000000000000098
191,0.07100000000000098,0.9999291797046213,0.003485886037820165,0.3369947034762092,0.006605516797946625,0.0008310619196410387,0.07100000000000098,0.07100000000000098
192,0.07200000000000098,0.9999370395709278,0.003349878120904413,0.3368145313395073,0.006185948783596654,0.0008237397160892901,0.07200000000000098,0.07200000000000098
193,0.07300000000000098,0.9999440271725831,0.003219176312524184,0.3366600377714447,0.005792871057362446,0.00081646955076534,0.07300000000000098,0.07300000000000098
194,0.074000000000001,0.9999502393006939,0.003093573662667493,0.336527850262352,0.005424631447349016,0.0008092515102607237,0.074000000000001,0.074000000000001
195,0.07500000000000101,0.9999557620080595,0.002972871285677422,0.3364149930821698,0.0050796781387436,0.0008020856613006665,0.07500000000000101,0.07500000000000101
196,0.07600000000000101,0.9999606718000621,0.002856878046879408,0.3363188477515652,0.004756553956828193,0.0007949720515122118,0.07600000000000101,0.07600000000000101
197,0.07700000000000101,0.9999650366935832,0.002745410261278473,0.3362371163699871,0.004453890916486107,0.0007879107101705176,0.07700000000000101,0.07700000000000101
198,0.07800000000000101,0.999968917158545,0.002638291403874735,0.3361677877604379,0.004170405036429051,0.0007809016489236848,0.07800000000000101,0.07800000000000101
199,0.07900000000000103,0.9999723669550791,0.002535351831160737,0.3361091063605122,0.003904891413933834,0.0007739448624965003,0.07900000000000103,0.07900000000000103
200,0.08000000000000103,0.9999754338778731,0.002436428513379159,0.3360595437648701,0.003656219554041393,0.0007670403293734776,0.08000000000000103,0.08000000000000103
200,0.08000000000000103,0.9999754338778731,0.002436428513379159,0.3360595437648701,0.003656219554041393,0.0007670403293734776,0.08000000000000103,0.08000000000000103
