"time","l2.v","act_steady","act_tau_fast","act_tau_slow","inact_steady","inact_tau","v","vc.v"
164,0.04400000000000089,0.9983057569385804,0.01020740602604766,0.3832078596550634,0.03781989659240056,0.001047419489792656,0.04400000000000089,0.04400000000000089
165,0.04500000000000089,0.9984935180878922,0.009809323986326215,0.3782571073958658,0.03552528714777205,0.001038822588069095,0.04500000000000089,0.04500000000000089
166,0.04600000000000089,0.9986604988977452,0.009426750664639359,0.3737465973784796,0.03335986872930232,0.00103026442815368,0.04600000000000089,0.04600000000000089
167,0.0470000000000009,0.998808993370536,0.009059083848424314,0.3696468212068699,0.03131789823045122,0.001021746009476855,0.0470000000000009,0.0470000000000009
168,0.0480000000000009,0.9989410434921751,0.008705744466147259,0.3659290759482228,0.02939364873817491,0.001013268281939325,0.0480000000000009,0.0480000000000009
169,0.04900000000000092,0.9990584666613862,0.008366175727953283,0.3625655964216521,0.0275814526328477,0.001004832147304767,0.04900000000000092,0.04900000000000092
170,0.05000000000000093,0.9991628801876575,0.008039842294521874,0.3595296641349871,0.0258757377211134,0.0009964384605742301,0.05000000000000093,0.05000000000000093
171,0.05100000000000093,0.9992557231596729,0.007726229473677296,0.3567956941866374,0.02427105691960964,0.0009880880313411708,0.05100000000000093,0.05100000000000093
172,0.05200000000000095,0.9993382759574431,0.007424842444241664,0.3543393015976715,0.02276211206607272,0.0009797816251262302,0.05200000000000095,0.05200000000000095
173,0.05300000000000096,0.9994116776548853,0.007135205506569046,0.3521373486485472,0.02134377246261692,0.0009715199646909246,0.05300000000000096,0.05300000000000096
174,0.05400000000000096,0.9994769415352984,0.006856861359159513,0.3501679748678999,0.02001108876002083,0.0009633037313295345,0.05400000000000096,0.05400000000000096
175,0.05500000000000098,0.9995349689199118,0.006589370400722061,0.3484106113603188,0.01875930277715953,0.0009551335661385715,0.05500000000000098,0.05500000000000098
176,0.05600000000000097,0.9995865614894084,0.006332310057032658,0.3468459811693347,0.01758385382119476,0.0009470100712632864,0.05600000000000097,0.05600000000000097
177,0.05700000000000097,0.9996324322598754,0.006085274131917796,0.3454560873542987,0.01648038203599976,0.0009389338111207566,0.05700000000000097,0.05700000000000097
178,0.05800000000000097,0.9996732153579354,0.005847872181683763,0.34422419041897,0.01544472926210703,0.0009309053135991852,0.05800000000000097,0.05800000000000097
179,0.05900000000000097,0.9997094747246971,0.00561972891230637,0.3431347766689616,0.01447293784411615,0.0009229250712330953,0.05900000000000097,0.05900000000000097
