"time","ca.cyto.con","ca.jsr.con","ca.nsr.con","ca.sub.con","cal.i_ion","naca.i_ion","cal.i","naca.i"
0.1191,0.0005452235599722469,0.06825761839848038,1.242753618183835,0.0004852349870638864,-1.784002791999507e-11,-1.891921243492344e-11,-1.784002791999507e-11,-1.891921243492344e-11
0.1192,0.0005449822549303911,0.06830503246165744,1.242789134709465,0.000484979618540814,-1.781200630947342e-11,-1.890518551735348e-11,-1.781200630947342e-11,-1.890518551735348e-11
0.1193,0.0005447410784051253,0.06835247514948085,1.242824598087823,0.0004847243684827992,-1.778401666500745e-11,-1.889117427389599e-11,-1.778401666500745e-11,-1.889117427389599e-11
0.1194,0.0005445000301806791,0.06839994649715704,1.242860008343854,0.000484469235454292,-1.77560589887106e-11,-1.887717869999912e-11,-1.77560589887106e-11,-1.887717869999912e-11
0.1195,0.000544259110047091,0.06844744652561428,1.242895365497413,0.0004842142194095077,-1.772813328283412e-11,-1.886319879108443e-11,-1.772813328283412e-11,-1.886319879108443e-11
0.1196,0.000544018317798172,0.06849497524769708,1.242930669565462,0.0004839593210885045,-1.770023954977023e-11,-1.884923454254697e-11,-1.770023954977023e-11,-1.884923454254697e-11
0.1197,0.0005437776532259269,0.06854253268513079,1.242965920568115,0.0004837045403632408,-1.767237779205518e-11,-1.883528594975532e-11,-1.767237779205518e-11,-1.883528594975532e-11
0.1198,0.0005435371161234906,0.06859011885959063,1.243001118525452,0.0004834498771082894,-1.764454801237257e-11,-1.882135300805167e-11,-1.764454801237257e-11,-1.882135300805167e-11
0.1199,0.0005432967062851287,0.06863773379270163,1.243036263457529,0.0004831953312008372,-1.761675021355646e-11,-1.880743571275184e-11,-1.761675021355646e-11,-1.880743571275184e-11
0.12,0.0005430564235062373,0.06868537750603872,1.243071355384369,0.0004829409025206861,-1.75889843985948e-11,-1.879353405914536e-11,-1.75889843985948e-11,-1.879353405914536e-11
0.1201,0.0005428162675833427,0.06873305002112674,1.243106394325966,0.000482686590950252,-1.756125057063263e-11,-1.877964804249554e-11,-1.756125057063263e-11,-1.877964804249554e-11
0.1202,0.000542576238314102,0.06878075135944034,1.243141380302284,0.0004824323963745655,-1.753354873297555e-11,-1.876577765803948e-11,-1.753354873297555e-11,-1.876577765803948e-11
0.1203,0.0005423363354973025,0.06882848154240404,1.243176313333258,0.0004821783186812714,-1.750587888909314e-11,-1.875192290098815e-11,-1.750587888909314e-11,-1.875192290098815e-11
0.1204,0.0005420965589328618,0.06887624059139223,1.243211193438792,0.0004819243577606292,-1.747824104262234e-11,-1.873808376652646e-11,-1.747824104262234e-11,-1.873808376652646e-11
0.1205,0.0005418569084218288,0.06892402852772919,1.243246020638762,0.0004816705135055126,-1.745063519737106e-11,-1.872426024981327e-11,-1.745063519737106e-11,-1.872426024981327e-11
0.1206,0.0005416173837663818,0.06897184537268902,1.243280794953014,0.0004814167858114103,-1.742306135732174e-11,-1.871045234598151e-11,-1.742306135732174e-11,-1.871045234598151e-11
0.1207,0.0005413779847698302,0.06901969114749573,1.243315516401364,0.0004811631745764246,-1.739551952663491e-11,-1.869666005013819e-11,-1.739551952663491e-11,-1.869666005013819e-11
0.1208,0.000541138711236614,0.06906756587332318,1.243350185003596,0.0004809096797012729,-1.73680097096529e-11,-1.868288335736444e-11,-1.73680097096529e-11,-1.868288335736444e-11
0.1209,0.0005408995629723032,0.06911546957129505,1.243384800779469,0.0004806563010892868,-1.734053191090352e-11,-1.866912226271561e-11,-1.734053191090352e-11,-1.866912226271561e-11
0.121,0.0005406605397835982,0.06916340226248496,1.243419363748709,0.0004804030386464125,-1.731308613510382e-11,-1.86553767612213e-11,-1.731308613510382e-11,-1.86553767612213e-11
0.1211,0.0005404216414783305,0.0692113639679164,1.243453873931013,0.0004801498922812105,-1.728567238716395e-11,-1.864164684788543e-11,-1.728567238716395e-11,-1.864164684788543e-11
0.1212,0.0005401828678654617,0.06925935470856259,1.243488331346049,0.0004798968619048558,-1.725829067219097e-11,-1.862793251768627e-11,-1.725829067219097e-11,-1.862793251768627e-11
0.1213,0.0005399442185343925,0.06930737478546679,1.243522736022264,0.0004796439448262945,-1.723094099549278e-11,-1.861423376557651e-11,-1.723094099549278e-11,-1.861423376557651e-11
0.1214,0.0005397056934567559,0.06935542401589556,1.243557087972863,0.0004793911428552723,-1.720362336258208e-11,-1.860055058648333e-11,-1.720362336258208e-11,-1.860055058648333e-11
0.1215,0.0005394672924565752,0.06940350240585888,1.243591387216959,0.0004791384560485537,-1.717633777918042e-11,-1.858688297530841e-11,-1.717633777918042e-11,-1.858688297530841e-11
0.1216,0.0005392290153435515,0.06945160998093015,1.243625633774252,0.0004788858842831301,-1.714908425122224e-11,-1.857323092692805e-11,-1.714908425122224e-11,-1.857323092692805e-11
0.1217,0.0005389908619283986,0.06949974676678289,1.243659827664415,0.0004786334274372105,-1.712186278485901e-11,-1.855959443619317e-11,-1.712186278485901e-11,-1.855959443619317e-11
0.1218,0.0005387528320228418,0.06954791278919059,1.2436939689071,0.0004783810853902226,-1.70946733864634e-11,-1.854597349792938e-11,-1.70946733864634e-11,-1.854597349792938e-11
0.1219,0.000538514925439619,0.06959610807402684,1.24372805752193,0.0004781288580228109,-1.706751606263354e-11,-1.853236810693707e-11,-1.706751606263354e-11,-1.853236810693707e-11
0.122,0.0005382771419924799,0.06964433264726534,1.243762093528505,0.0004778767452168384,-1.704039082019729e-11,-1.851877825799139e-11,-1.704039082019729e-11,-1.851877825799139e-11
0.1221,0.0005380394814961868,0.06969258653497971,1.243796076946402,0.0004776247468553856,-1.701329766621661e-11,-1.850520394584239e-11,-1.701329766621661e-11,-1.850520394584239e-11
0.1222,0.0005378019437665136,0.06974086976334375,1.243830007795169,0.0004773728628227514,-1.698623660799196e-11,-1.849164516521503e-11,-1.698623660799196e-11,-1.849164516521503e-11
0.1223,0.0005375645286202467,0.06978918235863123,1.243863886094332,0.0004771210930044517,-1.695920765306675e-11,-1.847810191080921e-11,-1.695920765306675e-11,-1.847810191080921e-11
0.1224,0.0005373272358751844,0.06983752434721602,1.24389771186339,0.0004768694372872211,-1.693221080923188e-11,-1.846457417729989e-11,-1.693221080923188e-11,-1.846457417729989e-11
0.1225,0.0005370900653501374,0.06988589575557203,1.24393148512182,0.0004766178955590112,-1.690524608453033e-11,-1.845106195933708e-11,-1.690524608453033e-11,-1.845106195933708e-11
0.1226,0.0005368530168649283,0.06993429661027321,1.24396520588907,0.0004763664677089924,-1.687831348726177e-11,-1.843756525154597e-11,-1.687831348726177e-11,-1.843756525154597e-11
0.1227,0.0005366160902403923,0.06998272693799358,1.243998874184567,0.000476115153627552,-1.685141302598734e-11,-1.84240840485269e-11,-1.685141302598734e-11,-1.84240840485269e-11
0.1228,0.000536379285298376,0.07003118676550721,1.244032490027711,0.000475863953206296,-1.682454470953429e-11,-1.841061834485547e-11,-1.682454470953429e-11,-1.841061834485547e-11
0.1229,0.0005361426018617388,0.0700796761196882,1.244066053437876,0.0004756128663380476,-1.679770854700092e-11,-1.839716813508259e-11,-1.679770854700092e-11,-1.839716813508259e-11
0.123,0.0005359060397543519,0.07012819502751075,1.244099564434413,0.0004753618929168482,-1.677090454776143e-11,-1.838373341373452e-11,-1.677090454776143e-11,-1.838373341373452e-11
0.1231,0.0005356695988425483,0.0701767434734836,1.24413302303788,0.0004751110338148765,-1.674413272147085e-11,-1.837031417531291e-11,-1.674413272147085e-11,-1.837031417531291e-11
0.1232,0.000535433279038993,0.07022532139567558,1.244166429270154,0.0004748602909736698,-1.671739307807012e-11,-1.835691041429493e-11,-1.671739307807012e-11,-1.835691041429493e-11
0.1233,0.0005351970800742508,0.07027392892029774,1.24419978314765,0.0004746096620202257,-1.669068562779109e-11,-1.834352212513321e-11,-1.669068562779109e-11,-1.834352212513321e-11
