"time","vc.i"
0.6015,-5.510366115665917e-12
0.6016,-5.510553487226923e-12
0.6017,-5.510740804765866e-12
0.6018,-5.510928068310362e-12
0.6019,-5.511115277888152e-12
0.602,-5.511302433526873e-12
0.6021,-5.511489535254151e-12
0.6022,-5.51167658309759e-12
0.6022999999999999,-5.511863577084779e-12
0.6024,-5.512050517243295e-12
0.6025,-5.512237403600694e-12
0.6026,-5.512424236184517e-12
0.6027,-5.512611015022291e-12
0.6028,-5.512797740141523e-12
0.6029,-5.512984411569706e-12
0.603,-5.513171029334313e-12
0.6031,-5.513357593462808e-12
0.6032,-5.513544103982631e-12
0.6032999999999999,-5.513730560921212e-12
0.6034,-5.513916964305963e-12
0.6035,-5.514103314164272e-12
0.6036,-5.514289610523524e-12
0.6037,-5.514475853411078e-12
0.6038,-5.51466204285428e-12
0.6039,-5.514848178880464e-12
0.604,-5.515034261516939e-12
0.6041,-5.515220290791003e-12
0.6042,-5.51540626672994e-12
0.6042999999999999,-5.515592189361011e-12
0.6044,-5.515778058711469e-12
0.6045,-5.515963874808544e-12
0.6046,-5.516149637679454e-12
0.6047,-5.5163353473514e-12
0.6048,-5.516521003851565e-12
0.6049,-5.516706607207118e-12
0.605,-5.516892157445211e-12
0.6051,-5.517077654592982e-12
0.6052,-5.517263098677549e-12
0.6052999999999999,-5.517448489726018e-12
0.6054,-5.517633827765477e-12
0.6055,-5.517819112822995e-12
0.6056,-5.518004344925629e-12
0.6057,-5.518189524100308e-12
0.6058,-5.518374650374145e-12
0.6059,-5.518559723774158e-12
0.606,-5.518744744327337e-12
0.6061,-5.518929712060657e-12
0.6062,-5.519114627001079e-12
0.6063,-5.519299489175545e-12
0.6064000000000001,-5.519484298610981e-12
0.6065,-5.519669055334303e-12
0.6066,-5.519853759372403e-12
0.6067,-5.520038410752159e-12
0.6068,-5.520223009500438e-12
0.6069,-5.520407555644087e-12
0.607,-5.520592049209935e-12
0.6071,-5.520776490224803e-12
0.6072,-5.520960878715485e-12
0.6073,-5.521145214708771e-12
0.6074000000000001,-5.521329498231424e-12
0.6075,-5.5215137293102e-12
0.6076,-5.521697907971836e-12
0.6077,-5.521882034243048e-12
0.6078,-5.522066108150548e-12
0.6079,-5.522250129721019e-12
0.608,-5.522434098981138e-12
0.6081,-5.52261801595756e-12
0.6082,-5.522801880676929e-12
0.6083,-5.522985693165871e-12
0.6084000000000001,-5.523169453450993e-12
0.6085,-5.523353161558894e-12
0.6086,-5.523536817516148e-12
0.6087,-5.523720421349321e-12
0.6088,-5.52390397308496e-12
0.6089,-5.524087472749596e-12
0.609,-5.524270920369747e-12
0.6091,-5.524454315971908e-12
0.6092,-5.524637659582568e-12
0.6093,-5.524820951228198e-12
0.6094000000000001,-5.525004190935244e-12
0.6095,-5.525187378730148e-12
0.6096,-5.525370514639264e-12
0.6097,-5.525553598689002e-12
0.6098,-5.525736630905803e-12
0.6099,-5.525919611316042e-12
0.61,-5.526102539946075e-12
0.6101,-5.526285416822246e-12
0.6102,-5.526468241970885e-12
0.6103,-5.526651015418301e-12
0.6104000000000001,-5.526833737190792e-12
0.6105,-5.527016407314639e-12
0.6106,-5.527199025816105e-12
0.6107,-5.527381592721441e-12
0.6108,-5.527564108056882e-12
0.6109,-5.527746571848648e-12
0.611,-5.527928984122936e-12
0.6111,-5.528111344905938e-12
0.6112,-5.528293654223825e-12
0.6113,-5.528475912102755e-12
0.6114000000000001,-5.528658118568868e-12
0.6115,-5.528840273648289e-12
0.6116,-5.52902237736713e-12
0.6117,-5.529204429751482e-12
0.6118,-5.52938643082743e-12
0.6119,-5.529568380621031e-12
0.612,-5.529750279158337e-12
0.6121,-5.529932126465383e-12
0.6122,-5.530113922568184e-12
0.6123,-5.530295667492742e-12
0.6124000000000001,-5.530477361265043e-12
0.6125,-5.530659003911061e-12
0.6126,-5.530840595456752e-12
0.6127,-5.531022135928053e-12
0.6128,-5.531203625350894e-12
0.6129,-5.53138506375118e-12
0.613,-5.531566451154812e-12
0.6131,-5.531747787587665e-12
0.6132,-5.531929073075604e-12
0.6133,-5.532110307644478e-12
0.6133999999999999,-5.53229149132012e-12
0.6135,-5.532472624128328e-12
0.6136,-5.532653706094825e-12
0.6137,-5.532834737245488e-12
0.6138,-5.533015717606087e-12
0.6139,-5.533196647202379e-12
0.614,-5.533377526060105e-12
0.6141,-5.533558354204994e-12
0.6142,-5.533739131662752e-12
0.6143,-5.533919858459077e-12
0.6143999999999999,-5.53410053461965e-12
0.6145,-5.534281160170135e-12
0.6146,-5.534461735136184e-12
0.6147,-5.53464225954343e-12
0.6148,-5.534822733417492e-12
0.6149,-5.535003156783977e-12
0.615,-5.535183529668474e-12
0.6151,-5.535363852096556e-12
0.6152,-5.535544124093782e-12
0.6153,-5.535724345685696e-12
0.6153999999999999,-5.535904516897829e-12
0.6155,-5.536084637755692e-12
0.6156,-5.536264708284788e-12
0.6157,-5.536444728510595e-12
0.6158,-5.536624698458585e-12
0.6159,-5.536804618154212e-12
0.616,-5.536984487622913e-12
0.6161,-5.537164306890111e-12
0.6162,-5.537344075981214e-12
0.6163,-5.537523794921619e-12
0.6163999999999999,-5.537703463736699e-12
0.6165,-5.537883082451823e-12
0.6166,-5.538062651092332e-12
0.6167,-5.538242169683569e-12
0.6168,-5.538421638250844e-12
0.6169,-5.538601056819465e-12
0.617,-5.538780425414719e-12
0.6171,-5.538959744061878e-12
0.6172,-5.539139012786205e-12
0.6173,-5.53931823161294e-12
0.6173999999999999,-5.539497400567312e-12
0.6175,-5.539676519674442e-12
0.6176,-5.539855588959592e-12
0.6177,-5.540034608447962e-12
0.6178,-5.540213578164723e-12
0.6179,-5.540392498135028e-12
0.618,-5.540571368384014e-12
0.6181,-5.540750188936809e-12
0.6182,-5.540928959818518e-12
0.6183,-5.541107681054238e-12
0.6183999999999999,-5.541286352669046e-12
0.6185,-5.541464974688008e-12
0.6186,-5.541643547136172e-12
0.6187,-5.541822070038576e-12
0.6188,-5.542000543420237e-12
0.6189,-5.542178967306162e-12
0.619,-5.54235734172134e-12
0.6191,-5.542535666690749e-12
0.6192,-5.542713942239348e-12
0.6193,-5.542892168392082e-12
0.6194,-5.543070345173887e-12
0.6195000000000001,-5.543248472609677e-12
0.6196,-5.543426550724352e-12
0.6197,-5.543604579542802e-12
0.6198,-5.543782559089899e-12
0.6199,-5.5439604893905e-12
0.62,-5.54413837046945e-12
0.6201,-5.544316202351575e-12
0.6202,-5.54449398506169e-12
0.6203,-5.544671718624595e-12
0.6204,-5.544849403065074e-12
0.6205000000000001,-5.545027038407895e-12
0.6206,-5.545204624677817e-12
0.6207,-5.545382161899577e-12
0.6208,-5.545559650097902e-12
0.6209,-5.545737089297504e-12
0.621,-5.545914479523081e-12
0.6211,-5.546091820799312e-12
0.6212,-5.546269113150867e-12
0.6213,-5.546446356602399e-12
0.6214,-5.546623551178497e-12
0.6215000000000001,-5.546800696903765e-12
0.6216,-5.546977793802868e-12
0.6217,-5.547154841900403e-12
0.6218,-5.547331841220947e-12
0.6219,-5.547508791789066e-12
0.622,-5.547685693629312e-12
0.6221,-5.54786254676622e-12
0.6222,-5.548039351224312e-12
0.6223,-5.548216107028093e-12
0.6224,-5.548392814202059e-12
0.6225000000000001,-5.548569472770685e-12
0.6226,-5.54874608275844e-12
0.6227,-5.548922644189768e-12
0.6228,-5.549099157089102e-12
0.6229,-5.549275621480869e-12
0.623,-5.549452037389472e-12
0.6231,-5.549628404839301e-12
0.6232,-5.549804723854736e-12
0.6233,-5.549980994460137e-12
0.6234,-5.550157216679855e-12
0.6235000000000001,-5.550333390538221e-12
0.6236,-5.550509516059558e-12
0.6237,-5.550685593268166e-12
0.6238,-5.550861622188341e-12
0.6239,-5.551037602844357e-12
0.624,-5.551213535260479e-12
0.6241,-5.55138941946095e-12
0.6242,-5.551565255470007e-12
0.6243,-5.551741043311868e-12
0.6244,-5.551916783010739e-12
0.6245000000000001,-5.55209247459081e-12
0.6246,-5.552268118076257e-12
0.6247,-5.552443713491243e-12
0.6248,-5.552619260859913e-12
0.6249,-5.552794760206406e-12
0.625,-5.552970211554836e-12
0.6251,-5.55314561492931e-12
0.6252,-5.553320970353919e-12
0.6253,-5.55349627785273e-12
0.6254,-5.553671537449714e-12
0.6254999999999999,-5.553846749169007e-12
0.6256,-5.554021913034646e-12
0.6257,-5.554197029070644e-12
0.6258,-5.554372097301015e-12
0.6259,-5.554547117749743e-12
0.626,-5.554722090440805e-12
0.6261,-5.554897015398167e-12
0.6262,-5.555071892645775e-12
0.6263,-5.555246722207563e-12
0.6264,-5.555421504107452e-12
0.6264999999999999,-5.55559623836935e-12
0.6266,-5.555770925017144e-12
0.6267,-5.555945564074714e-12
0.6268,-5.556120155565927e-12
0.6269,-5.556294699514627e-12
0.627,-5.556469195944652e-12
0.6271,-5.556643644879824e-12
0.6272,-5.556818046343948e-12
0.6273,-5.55699240036082e-12
0.6274,-5.557166706954217e-12
0.6274999999999999,-5.557340966147908e-12
0.6276,-5.557515177965639e-12
0.6277,-5.557689342431149e-12
0.6278,-5.557863459568163e-12
0.6279,-5.558037529400388e-12
0.628,-5.55821155195152e-12
0.6281,-5.558385527245239e-12
0.6282,-5.558559455305214e-12
0.6283,-5.558733336155096e-12
0.6284,-5.558907169818527e-12
0.6284999999999999,-5.559080956319132e-12
0.6286,-5.559254695680519e-12
0.6287,-5.559428387926288e-12
0.6288,-5.559602033080021e-12
0.6289,-5.55977563116529e-12
0.629,-5.559949182205648e-12
0.6291,-5.560122686224641e-12
0.6292,-5.560296143245792e-12
0.6293,-5.560469553292543e-12
0.6294,-5.560642916388426e-12
0.6294999999999999,-5.560816232556959e-12
0.6296,-5.560989501821612e-12
0.6297,-5.561162724205844e-12
0.6298,-5.561335899733098e-12
0.6299,-5.561509028426807e-12
0.63,-5.561682110310384e-12
0.6301,-5.561855145407232e-12
0.6302,-5.562028133740743e-12
0.6303,-5.562201075334288e-12
0.6304,-5.56237397021123e-12
0.6304999999999999,-5.562546818394919e-12
0.6306,-5.562719619908686e-12
0.6307,-5.56289237477585e-12
0.6308,-5.563065083019719e-12
0.6309,-5.563237744663583e-12
0.631,-5.563410359730724e-12
0.6311,-5.563582928244405e-12
0.6312,-5.563755450227877e-12
0.6313,-5.563927925704376e-12
0.6314,-5.564100354697131e-12
0.6315,-5.564272737229348e-12
0.6316000000000001,-5.564445073324222e-12
0.6317,-5.564617363004938e-12
0.6318,-5.564789606294667e-12
0.6319,-5.564961803216558e-12
0.632,-5.565133953793761e-12
0.6321,-5.565306058049398e-12
0.6322,-5.565478116006586e-12
0.6323,-5.565650127688423e-12
0.6324,-5.565822093117998e-12
0.6325,-5.565994012318384e-12
0.6326000000000001,-5.566165885312643e-12
0.6327,-5.56633771212382e-12
0.6328,-5.566509492774946e-12
0.6329,-5.566681227289042e-12
0.633,-5.566852915689114e-12
0.6331,-5.567024557998153e-12
0.6332,-5.567196154239101e-12
0.6333,-5.567367704434887e-12
0.6334,-5.567539208608524e-12
0.6335,-5.56771066678295e-12
0.6336000000000001,-5.567882078981086e-12
0.6337,-5.568053445225845e-12
0.6338,-5.56822476554012e-12
0.6339,-5.568396039946801e-12
0.634,-5.568567268468752e-12
0.6341,-5.568738451128832e-12
0.6342,-5.56890958794988e-12
0.6343,-5.569080678954729e-12
0.6344,-5.569251724166194e-12
0.6345,-5.569422723607077e-12
0.6346000000000001,-5.569593677300165e-12
0.6347,-5.569764585268239e-12
0.6348,-5.569935447534054e-12
0.6349,-5.570106264120363e-12
0.635,-5.570277035049899e-12
0.6351,-5.570447760345385e-12
0.6352,-5.570618440029529e-12
0.6353,-5.570789074125027e-12
0.6354,-5.57095966265456e-12
0.6355,-5.571130205640796e-12
0.6356000000000001,-5.571300703106391e-12
0.6357,-5.571471155073984e-12
0.6358,-5.571641561566205e-12
0.6359,-5.571811922605669e-12
0.636,-5.571982238214975e-12
0.6361,-5.572152508416715e-12
0.6362,-5.572322733233461e-12
0.6363,-5.572492912687777e-12
0.6364,-5.572663046802208e-12
0.6365,-5.572833135599292e-12
0.6366000000000001,-5.573003179101549e-12
0.6367,-5.573173177331489e-12
0.6368,-5.573343130311606e-12
0.6369,-5.573513038064383e-12
0.637,-5.573682900612286e-12
0.6371,-5.573852717977772e-12
0.6372,-5.574022490183185e-12
0.6373,-5.57419221725104e-12
0.6374,-5.574361899203752e-12
0.6375,-5.574531536063727e-12
0.6375999999999999,-5.57470112785335e-12
0.6377,-5.574870674594999e-12
0.6378,-5.575040176311037e-12
0.6379,-5.575209633023811e-12
0.638,-5.575379044755659e-12
0.6381,-5.575548411528902e-12
0.6382,-5.575717733365851e-12
0.6383,-5.575887010288804e-12
0.6384,-5.576056242320041e-12
0.6385,-5.576225429481835e-12
0.6385999999999999,-5.576394571796441e-12
0.6387,-5.576563669286105e-12
0.6388,-5.576732721973059e-12
0.6389,-5.576901729879517e-12
0.639,-5.577070693027687e-12
0.6391,-5.577239611439759e-12
0.6392,-5.577408485137911e-12
0.6393,-5.577577314144312e-12
0.6394,-5.577746098481111e-12
0.6395,-5.57791483817045e-12
0.6395999999999999,-5.578083533234453e-12
0.6397,-5.578252183695235e-12
0.6398,-5.578420789574895e-12
0.6399,-5.578589350895522e-12
0.64,-5.578757867679189e-12
0.6401,-5.578926339947958e-12
0.6402,-5.579094767723876e-12
0.6403,-5.579263151028981e-12
0.6404,-5.579431489885292e-12
0.6405,-5.579599784314821e-12
0.6405999999999999,-5.579768034339564e-12
0.6407,-5.579936239981504e-12
0.6408,-5.580104401262609e-12
0.6409,-5.580272518204843e-12
0.641,-5.580440590830143e-12
0.6411,-5.580608619160387e-12
0.6412,-5.580776603217506e-12
0.6413,-5.580944543023439e-12
0.6414,-5.58111243860008e-12
0.6415,-5.581280289969309e-12
0.6415999999999999,-5.581448097152992e-12
0.6417,-5.581615860172983e-12
0.6418,-5.581783579051123e-12
0.6419,-5.58195125380924e-12
0.642,-5.582118884469149e-12
0.6421,-5.582286471052655e-12
0.6422,-5.582454013581544e-12
0.6423,-5.582621512077594e-12
0.6424,-5.582788966562569e-12
0.6425,-5.582956377058219e-12
0.6425999999999999,-5.583123743586284e-12
0.6427,-5.583291066168488e-12
0.6428,-5.583458344826543e-12
0.6429,-5.583625579582152e-12
0.643,-5.583792770456999e-12
0.6431,-5.583959917472761e-12
0.6432,-5.584127020651097e-12
0.6433,-5.584294080013657e-12
0.6434,-5.584461095582075e-12
0.6435,-5.584628067377979e-12
0.6435999999999999,-5.584794995422975e-12
0.6437,-5.584961879738664e-12
0.6438,-5.585128720346629e-12
0.6439,-5.585295517268444e-12
0.644,-5.585462270525667e-12
0.6441,-5.585628980139846e-12
0.6442,-5.585795646132514e-12
0.6443,-5.585962268525198e-12
0.6444,-5.586128847339401e-12
0.6445,-5.58629538259662e-12
0.6446,-5.586461874318343e-12
0.6447000000000001,-5.586628322526037e-12
0.6448,-5.586794727241162e-12
0.6449,-5.586961088485163e-12
0.645,-5.587127406279455e-12
0.6451,-5.587293680645397e-12
0.6452,-5.587459911604468e-12
0.6453,-5.587626099178063e-12
0.6454,-5.587792243387563e-12
0.6455,-5.587958344254337e-12
0.6456,-5.588124401799744e-12
0.6457000000000001,-5.588290416045127e-12
0.6458,-5.58845638701182e-12
0.6459,-5.588622314721141e-12
0.646,-5.588788199194397e-12
0.6461,-5.588954040452882e-12
0.6462,-5.589119838517878e-12
0.6463,-5.589285593410656e-12
0.6464,-5.58945130515247e-12
0.6465,-5.589616973764565e-12
0.6466,-5.589782599268175e-12
0.6467000000000001,-5.589948181684515e-12
0.6468,-5.590113721034798e-12
0.6469,-5.590279217340213e-12
0.647,-5.590444670621942e-12
0.6471,-5.590610080901157e-12
0.6472,-5.590775448199012e-12
0.6473,-5.590940772536656e-12
0.6474,-5.591106053935215e-12
0.6475,-5.591271292415813e-12
0.6476,-5.591436487999555e-12
0.6477000000000001,-5.59160164070754e-12
0.6478,-5.591766750560844e-12
0.6479,-5.591931817580541e-12
0.648,-5.592096841787687e-12
0.6481,-5.592261823203326e-12
0.6482,-5.592426761848493e-12
0.6483,-5.592591657744209e-12
0.6484,-5.592756510911481e-12
0.6485,-5.592921321371302e-12
0.6486,-5.593086089144661e-12
0.6487000000000001,-5.593250814252524e-12
0.6488,-5.593415496715851e-12
0.6489,-5.593580136555592e-12
0.649,-5.593744733792593e-12
0.6491,-5.59390928844784e-12
0.6492,-5.594073800542254e-12
0.6493,-5.594238270096728e-12
0.6494,-5.594402697132149e-12
0.6495,-5.594567081669391e-12
0.6496,-5.594731423729309e-12
0.6497000000000001,-5.594895723332755e-12
0.6498,-5.595059980500559e-12
0.6499,-5.595224195253551e-12
0.65,-5.595388367612536e-12
0.6501,-5.595552497598315e-12
0.6502,-5.595716585231674e-12
0.6503,-5.595880630533387e-12
0.6504,-5.596044633524214e-12
0.6505,-5.596208594224909e-12
0.6506,-5.596372512656204e-12
0.6506999999999999,-5.596536388838827e-12
0.6508,-5.596700222793492e-12
0.6509,-5.596864014540897e-12
0.651,-5.597027764101734e-12
0.6511,-5.597191471496679e-12
0.6512,-5.597355136746391e-12
0.6513,-5.597518759871531e-12
0.6514,-5.59768234089273e-12
0.6515,-5.597845879830623e-12
0.6516,-5.598009376705822e-12
0.6516999999999999,-5.598172831538934e-12
0.6518,-5.598336244350547e-12
0.6519,-5.598499615161241e-12
0.652,-5.598662943991585e-12
0.6521,-5.598826230862135e-12
0.6522,-5.59898947579343e-12
0.6523,-5.599152678806005e-12
0.6524,-5.599315839920378e-12
0.6525,-5.599478959157057e-12
0.6526,-5.599642036536537e-12
0.6526999999999999,-5.599805072079297e-12
0.6528,-5.599968065805812e-12
0.6529,-5.600131017736495e-12
0.653,-5.600293927891783e-12
0.6531,-5.60045679629216e-12
0.6532,-5.60061962295804e-12
0.6533,-5.600782407909838e-12
0.6534,-5.60094515116795e-12
0.6535,-5.601107852752765e-12
0.6536,-5.601270512684657e-12
0.6536999999999999,-5.601433130983985e-12
0.6538,-5.601595707671104e-12
0.6539,-5.601758242766349e-12
0.654,-5.601920736290047e-12
0.6541,-5.602083188262516e-12
0.6542,-5.602245598704054e-12
0.6543,-5.602407967634954e-12
0.6544,-5.602570295075494e-12
0.6545,-5.602732581045941e-12
0.6546,-5.60289482556655e-12
0.6546999999999999,-5.603057028657564e-12
0.6548,-5.603219190339214e-12
0.6549,-5.60338131063172e-12
0.655,-5.603543389555289e-12
0.6551,-5.603705427130115e-12
0.6552,-5.603867423376381e-12
0.6553,-5.604029378314263e-12
0.6554,-5.60419129196392e-12
0.6555,-5.604353164345496e-12
0.6556,-5.60451499547913e-12
0.6556999999999999,-5.604676785384948e-12
0.6558,-5.60483853408306e-12
0.6559,-5.605000241593566e-12
0.656,-5.605161907936558e-12
0.6561,-5.605323533132111e-12
0.6562,-5.60548511720029e-12
0.6563,-5.605646660161153e-12
0.6564,-5.605808162034736e-12
0.6565,-5.605969622841072e-12
0.6566,-5.606131042600179e-12
0.6567,-5.606292421332065e-12
0.6568000000000001,-5.606453759056709e-12
0.6569,-5.60661505579403e-12
0.657,-5.606776311564067e-12
0.6571,-5.606937526386781e-12
0.6572,-5.607098700282117e-12
0.6573,-5.607259833270014e-12
0.6574,-5.607420925370392e-12
0.6575,-5.607581976603167e-12
0.6576,-5.607742986988238e-12
0.6577,-5.607903956545495e-12
0.6578000000000001,-5.608064885294811e-12
0.6579,-5.608225773256058e-12
0.658,-5.608386620449085e-12
0.6581,-5.608547426893734e-12
0.6582,-5.60870819260984e-12
0.6583,-5.608868917617219e-12
0.6584,-5.609029601935677e-12
0.6585,-5.609190245585012e-12
0.6586,-5.609350848585004e-12
0.6587,-5.609511410955432e-12
0.6588000000000001,-5.609671932716052e-12
0.6589,-5.609832413886613e-12
0.659,-5.609992854486854e-12
0.6591,-5.610153254536502e-12
0.6592,-5.61031361405527e-12
0.6593,-5.610473933062862e-12
0.6594,-5.610634211578967e-12
0.6595,-5.610794449623266e-12
0.6596,-5.610954647215426e-12
0.6597,-5.611114804375108e-12
0.6598000000000001,-5.611274921121953e-12
0.6599,-5.611434997475594e-12
0.66,-5.611595033455655e-12
0.6601,-5.611755029081748e-12
0.6602,-5.611914984373468e-12
0.6603,-5.612074899350404e-12
0.6604,-5.612234774032134e-12
0.6605,-5.612394608438222e-12
0.6606,-5.612554402588219e-12
0.6607,-5.612714156501667e-12
0.6608000000000001,-5.612873870198033e-12
0.6609,-5.61303354369687e-12
0.661,-5.613193177017702e-12
0.6611,-5.613352770180031e-12
0.6612,-5.613512323203336e-12
0.6613,-5.613671836107092e-12
0.6614,-5.613831308910758e-12
0.6615,-5.613990741633783e-12
0.6616,-5.614150134295607e-12
0.6617,-5.614309486915659e-12
0.6618000000000001,-5.614468799513349e-12
0.6619,-5.614628072108084e-12
0.662,-5.614787304719256e-12
0.6621,-5.614946497366244e-12
0.6622,-5.615105650068422e-12
0.6623,-5.615264762845148e-12
0.6624,-5.615423835715764e-12
0.6625,-5.615582868699613e-12
0.6626,-5.615741861816013e-12
0.6627,-5.61590081508428e-12
0.6627999999999999,-5.616059728523715e-12
0.6629,-5.61621860215361e-12
0.663,-5.616377435993242e-12
0.6631,-5.61653623006188e-12
0.6632,-5.616694984378777e-12
0.6633,-5.616853698963185e-12
0.6634,-5.617012373834333e-12
0.6635,-5.617171009011444e-12
0.6636,-5.61732960451373e-12
0.6637,-5.617488160360391e-12
0.6637999999999999,-5.617646676570615e-12
0.6639,-5.617805153163581e-12
0.664,-5.617963590158455e-12
0.6641,-5.618121987574392e-12
0.6642,-5.618280345430533e-12
0.6643,-5.618438663746016e-12
0.6644,-5.61859694253996e-12
0.6645,-5.618755181831472e-12
0.6646,-5.618913381639656e-12
0.6647,-5.619071541983563e-12
0.6647999999999999,-5.619229662882248e-12
0.6649,-5.619387744354822e-12
0.665,-5.619545786420341e-12
0.6651,-5.619703789097845e-12
0.6652,-5.619861752406369e-12
0.6653,-5.620019676364931e-12
0.6654,-5.620177560992539e-12
0.6655,-5.620335406308194e-12
0.6656,-5.62049321233088e-12
0.6657,-5.620650979079573e-12
0.6657999999999999,-5.620808706573241e-12
0.6659,-5.620966394830833e-12
0.666,-5.621124043871295e-12
0.6661,-5.621281653713554e-12
0.6662,-5.621439224376531e-12
0.6663,-5.621596755879141e-12
0.6664,-5.621754248240275e-12
0.6665,-5.621911701478821e-12
0.6666,-5.622069115613658e-12
0.6667,-5.622226490663646e-12
0.6667999999999999,-5.622383826647643e-12
0.6669,-5.622541123584491e-12
0.667,-5.62269838149302e-12
0.6671,-5.622855600392048e-12
0.6672,-5.62301278030039e-12
0.6673,-5.623169921236841e-12
0.6674,-5.623327023220191e-12
0.6675,-5.623484086269214e-12
0.6676,-5.623641110402677e-12
0.6677,-5.623798095639331e-12
0.6677999999999999,-5.623955041997924e-12
0.6679,-5.624111949497185e-12
0.668,-5.624268818155838e-12
0.6681,-5.624425647992594e-12
0.6682,-5.62458243902615e-12
0.6683,-5.624739191275194e-12
0.6684,-5.624895904758408e-12
0.6685,-5.625052579494455e-12
0.6686,-5.625209215501989e-12
0.6687,-5.625365812799577e-12
0.6688,-5.625522371405925e-12
0.6689000000000001,-5.625678891339654e-12
0.669,-5.625835372619377e-12
0.6691,-5.625991815263695e-12
0.6692,-5.626148219291199e-12
0.6693,-5.626304584720465e-12
0.6694,-5.626460911570063e-12
0.6695,-5.626617199858549e-12
0.6696,-5.626773449604473e-12
0.6697,-5.626929660826364e-12
0.6698,-5.62708583354275e-12
0.6699000000000001,-5.627241967772147e-12
0.67,-5.627398063533056e-12
0.6701,-5.627554120843968e-12
0.6702,-5.627710139723363e-12
0.6703,-5.627866120189717e-12
0.6704,-5.628022062261483e-12
0.6705,-5.628177965957114e-12
0.6706,-5.628333831295045e-12
0.6707,-5.628489658293704e-12
0.6708,-5.628645446971509e-12
0.6709000000000001,-5.628801197346866e-12
0.671,-5.628956909438167e-12
0.6711,-5.629112583263798e-12
0.6712,-5.62926821884213e-12
0.6713,-5.629423816191527e-12
0.6714,-5.629579375330342e-12
0.6715,-5.629734896276913e-12
0.6716,-5.629890379049573e-12
0.6717,-5.630045823666638e-12
0.6718,-5.630201230146423e-12
0.6719000000000001,-5.630356598507219e-12
0.672,-5.630511928767317e-12
0.6721,-5.630667220944994e-12
0.6722,-5.630822475058514e-12
0.6723,-5.630977691126134e-12
0.6724,-5.631132869166099e-12
0.6725,-5.63128800919664e-12
0.6726,-5.631443111235931e-12
0.6727,-5.631598175302197e-12
0.6728,-5.631753201413673e-12
0.6729000000000001,-5.631908189588543e-12
0.673,-5.632063139844995e-12
0.6731,-5.632218052201189e-12
0.6732,-5.632372926675292e-12
0.6733,-5.632527763285447e-12
0.6734,-5.632682562049794e-12
0.6735,-5.63283732298646e-12
0.6736,-5.632992046113561e-12
0.6737,-5.633146731449202e-12
0.6738,-5.633301379011482e-12
0.6739000000000001,-5.633455988818478e-12
0.674,-5.633610560888269e-12
0.6741,-5.633765095238918e-12
0.6742,-5.633919591888477e-12
0.6743,-5.63407405085499e-12
0.6744,-5.634228472156487e-12
0.6745,-5.634382855810988e-12
0.6746,-5.634537201836505e-12
0.6747,-5.634691510251039e-12
0.6748,-5.634845781072578e-12
0.6749000000000001,-5.635000014319103e-12
0.675,-5.63515421000858e-12
0.6751,-5.635308368158968e-12
0.6752,-5.635462488788213e-12
0.6753,-5.635616571914256e-12
0.6754,-5.635770617555019e-12
0.6755,-5.635924625728416e-12
0.6756,-5.636078596452361e-12
0.6757,-5.636232529744743e-12
0.6758,-5.636386425623447e-12
0.6758999999999999,-5.636540284106347e-12
0.676,-5.636694105211308e-12
0.6761,-5.636847888956183e-12
0.6762,-5.637001635358813e-12
0.6763,-5.637155344437031e-12
0.6764,-5.63730901620866e-12
0.6765,-5.637462650691489e-12
0.6766,-5.63761624790328e-12
0.6767,-5.637769807861874e-12
0.6768,-5.637923330585054e-12
0.6768999999999999,-5.638076816090588e-12
0.677,-5.638230264396234e-12
0.6771,-5.63838367551974e-12
0.6772,-5.638537049478847e-12
0.6773,-5.638690386291282e-12
0.6774,-5.638843685974762e-12
0.6775,-5.638996948546994e-12
0.6776,-5.639150174025672e-12
0.6777,-5.639303362428486e-12
0.6778,-5.639456513773112e-12
0.6778999999999999,-5.639609628077212e-12
0.678,-5.639762705358447e-12
0.6781,-5.639915745634457e-12
0.6782,-5.640068748922879e-12
0.6783,-5.640221715241337e-12
0.6784,-5.640374644607443e-12
0.6785,-5.640527537038806e-12
0.6786,-5.640680392553015e-12
0.6787,-5.640833211167654e-12
0.6788,-5.640985992900296e-12
0.6788999999999999,-5.641138737768505e-12
0.679,-5.64129144578983e-12
0.6791,-5.641444116981819e-12
0.6792,-5.641596751361995e-12
0.6793,-5.641749348947888e-12
0.6794,-5.641901909757006e-12
0.6795,-5.642054433806849e-12
0.6796,-5.642206921114909e-12
0.6797,-5.642359371698669e-12
0.6798,-5.642511785575595e-12
0.6798999999999999,-5.64266416276315e-12
0.68,-5.642816503278783e-12
0.6801,-5.642968807139935e-12
0.6802,-5.643121074364034e-12
0.6803,-5.643273304968502e-12
0.6804,-5.643425498970744e-12
0.6805,-5.64357765638809e-12
0.6806,-5.643729777237989e-12
0.6807,-5.643881861537819e-12
0.6808,-5.644033909304955e-12
0.6808999999999999,-5.644185920556751e-12
0.681,-5.644337895310553e-12
0.6811,-5.644489833583706e-12
0.6812,-5.64464173539353e-12
0.6813,-5.644793600757346e-12
0.6814,-5.644945429692461e-12
0.6815,-5.645097222216174e-12
0.6816,-5.645248978345766e-12
0.6817,-5.645400698098523e-12
0.6818,-5.645552381491705e-12
0.6819,-5.645704028542572e-12
0.6820000000000001,-5.645855639268369e-12
0.6821,-5.646007213686333e-12
0.6822,-5.646158751813692e-12
