"time","cell.cal.i_ion","cell.naca.i_ion","cell.cal.i","cell.naca.i"
0.0867,-7.117986970064325e-13,-1.304786764701669e-11,-7.117986970064325e-13,-1.304786764701669e-11
0.0868,-7.1244713276148e-13,-1.30401142279222e-11,-7.1244713276148e-13,-1.30401142279222e-11
0.08690000000000001,-7.13096780186085e-13,-1.303237203120514e-11,-7.13096780186085e-13,-1.303237203120514e-11
0.08699999999999999,-7.137476441513085e-13,-1.302463837442993e-11,-7.137476441513085e-13,-1.302463837442993e-11
0.0871,-7.143997156554163e-13,-1.301691678906206e-11,-7.143997156554163e-13,-1.301691678906206e-11
0.0872,-7.150529944895716e-13,-1.300920727689642e-11,-7.150529944895716e-13,-1.300920727689642e-11
0.0873,-7.157074804438046e-13,-1.300150983971834e-11,-7.157074804438046e-13,-1.300150983971834e-11
0.08740000000000001,-7.163631733070091e-13,-1.299382447930349e-11,-7.163631733070091e-13,-1.299382447930349e-11
0.08749999999999999,-7.170200728669439e-13,-1.298615119741793e-11,-7.170200728669439e-13,-1.298615119741793e-11
0.0876,-7.176781789102335e-13,-1.297848999581811e-11,-7.176781789102335e-13,-1.297848999581811e-11
0.0877,-7.183374912223675e-13,-1.297084087625082e-11,-7.183374912223675e-13,-1.297084087625082e-11
0.0878,-7.189980124082483e-13,-1.296320377602186e-11,-7.189980124082483e-13,-1.296320377602186e-11
0.08790000000000001,-7.196597712146676e-13,-1.295557803540936e-11,-7.196597712146676e-13,-1.295557803540936e-11
0.08799999999999999,-7.203227423346464e-13,-1.294796422947732e-11,-7.203227423346464e-13,-1.294796422947732e-11
0.0881,-7.209869255553496e-13,-1.294036235989258e-11,-7.209869255553496e-13,-1.294036235989258e-11
0.0882,-7.216523206628262e-13,-1.293277242831267e-11,-7.216523206628262e-13,-1.293277242831267e-11
0.0883,-7.223189274420109e-13,-1.292519443638585e-11,-7.223189274420109e-13,-1.292519443638585e-11
0.08840000000000001,-7.229867456767226e-13,-1.291762838575108e-11,-7.229867456767226e-13,-1.291762838575108e-11
0.0885,-7.236557751496652e-13,-1.291007427803805e-11,-7.236557751496652e-13,-1.291007427803805e-11
0.0886,-7.243260156424289e-13,-1.290253211486714e-11,-7.243260156424289e-13,-1.290253211486714e-11
0.0887,-7.249974669354879e-13,-1.289500189784943e-11,-7.249974669354879e-13,-1.289500189784943e-11
0.0888,-7.256701403883184e-13,-1.288748251030065e-11,-7.256701403883184e-13,-1.288748251030065e-11
0.08890000000000001,-7.263440279227812e-13,-1.287997471388225e-11,-7.263440279227812e-13,-1.287997471388225e-11
0.089,-7.270191281630028e-13,-1.287247862198127e-11,-7.270191281630028e-13,-1.287247862198127e-11
0.0891,-7.276954408895182e-13,-1.28649942361364e-11,-7.276954408895182e-13,-1.28649942361364e-11
0.0892,-7.283729658817648e-13,-1.285752155787753e-11,-7.283729658817648e-13,-1.285752155787753e-11
0.0893,-7.290517029180818e-13,-1.285006058872555e-11,-7.290517029180818e-13,-1.285006058872555e-11
0.08939999999999999,-7.297316517757109e-13,-1.284261133019251e-11,-7.297316517757109e-13,-1.284261133019251e-11
0.0895,-7.304128122307953e-13,-1.283517378378155e-11,-7.304128122307953e-13,-1.283517378378155e-11
0.0896,-7.310951840583824e-13,-1.282774795098684e-11,-7.310951840583824e-13,-1.282774795098684e-11
0.0897,-7.317787873510292e-13,-1.28203325209219e-11,-7.317787873510292e-13,-1.28203325209219e-11
0.0898,-7.324636148634523e-13,-1.281292794922705e-11,-7.324636148634523e-13,-1.281292794922705e-11
0.08989999999999999,-7.331496588786738e-13,-1.280553472146721e-11,-7.331496588786738e-13,-1.280553472146721e-11
0.09,-7.338369191723702e-13,-1.279815283906113e-11,-7.338369191723702e-13,-1.279815283906113e-11
0.0901,-7.345253955191346e-13,-1.279078230341916e-11,-7.345253955191346e-13,-1.279078230341916e-11
0.0902,-7.352150876924785e-13,-1.278342311594329e-11,-7.352150876924785e-13,-1.278342311594329e-11
0.09030000000000001,-7.359059954648305e-13,-1.277607527802714e-11,-7.359059954648305e-13,-1.277607527802714e-11
0.09039999999999999,-7.365981186075371e-13,-1.276873879105589e-11,-7.365981186075371e-13,-1.276873879105589e-11
0.0905,-7.372914568908635e-13,-1.276141365640641e-11,-7.372914568908635e-13,-1.276141365640641e-11
0.0906,-7.379860182820498e-13,-1.275409953904952e-11,-7.379860182820498e-13,-1.275409953904952e-11
0.0907,-7.386818058641927e-13,-1.274679630459222e-11,-7.386818058641927e-13,-1.274679630459222e-11
0.09080000000000001,-7.393788134475339e-13,-1.273950419903872e-11,-7.393788134475339e-13,-1.273950419903872e-11
0.09089999999999999,-7.400770413207467e-13,-1.273222320246349e-11,-7.400770413207467e-13,-1.273222320246349e-11
0.091,-7.407764897720338e-13,-1.272495329492896e-11,-7.407764897720338e-13,-1.272495329492896e-11
0.0911,-7.414771590891283e-13,-1.271769445648564e-11,-7.414771590891283e-13,-1.271769445648564e-11
0.0912,-7.421790495592951e-13,-1.271044666717217e-11,-7.421790495592951e-13,-1.271044666717217e-11
0.09130000000000001,-7.428821614693352e-13,-1.270320990701532e-11,-7.428821614693352e-13,-1.270320990701532e-11
0.0914,-7.435864951055865e-13,-1.269598415603012e-11,-7.435864951055865e-13,-1.269598415603012e-11
0.0915,-7.442920549957468e-13,-1.268876917558688e-11,-7.442920549957468e-13,-1.268876917558688e-11
0.0916,-7.4499884874364e-13,-1.268156456857865e-11,-7.4499884874364e-13,-1.268156456857865e-11
0.0917,-7.457068696770707e-13,-1.267437067368594e-11,-7.457068696770707e-13,-1.267437067368594e-11
0.09180000000000001,-7.464161185196205e-13,-1.266718744832934e-11,-7.464161185196205e-13,-1.266718744832934e-11
0.0919,-7.471265959946438e-13,-1.266001484991628e-11,-7.471265959946438e-13,-1.266001484991628e-11
0.092,-7.478383028252717e-13,-1.265285283584112e-11,-7.478383028252717e-13,-1.265285283584112e-11
0.0921,-7.485512397344149e-13,-1.264570136348522e-11,-7.485512397344149e-13,-1.264570136348522e-11
0.0922,-7.492654074447662e-13,-1.263856039021707e-11,-7.492654074447662e-13,-1.263856039021707e-11
0.09229999999999999,-7.499808066788023e-13,-1.263142987339233e-11,-7.499808066788023e-13,-1.263142987339233e-11
0.0924,-7.506974373234588e-13,-1.262430983629872e-11,-7.506974373234588e-13,-1.262430983629872e-11
0.0925,-7.514152944585933e-13,-1.261720068164805e-11,-7.514152944585933e-13,-1.261720068164805e-11
0.0926,-7.521343830771832e-13,-1.261010202952286e-11,-7.521343830771832e-13,-1.261010202952286e-11
0.0927,-7.528547036868089e-13,-1.260301385409212e-11,-7.528547036868089e-13,-1.260301385409212e-11
0.09279999999999999,-7.535762567947855e-13,-1.259593612951327e-11,-7.535762567947855e-13,-1.259593612951327e-11
0.0929,-7.542990429081648e-13,-1.258886882993217e-11,-7.542990429081648e-13,-1.258886882993217e-11
0.093,-7.550230625337371e-13,-1.258181192948327e-11,-7.550230625337371e-13,-1.258181192948327e-11
0.0931,-7.557483161780357e-13,-1.257476540228962e-11,-7.557483161780357e-13,-1.257476540228962e-11
0.09320000000000001,-7.564748043473389e-13,-1.256772922246295e-11,-7.564748043473389e-13,-1.256772922246295e-11
0.09329999999999999,-7.572025275476719e-13,-1.256070336410377e-11,-7.572025275476719e-13,-1.256070336410377e-11
0.0934,-7.57931486348724e-13,-1.255368774203592e-11,-7.57931486348724e-13,-1.255368774203592e-11
0.0935,-7.586616812162823e-13,-1.254668236717461e-11,-7.586616812162823e-13,-1.254668236717461e-11
0.0936,-7.593931126545096e-13,-1.253968721462144e-11,-7.593931126545096e-13,-1.253968721462144e-11
0.09370000000000001,-7.601257811705134e-13,-1.253270225651126e-11,-7.601257811705134e-13,-1.253270225651126e-11
0.09379999999999999,-7.608596872711621e-13,-1.252572746496803e-11,-7.608596872711621e-13,-1.252572746496803e-11
0.0939,-7.615948314630874e-13,-1.251876281210484e-11,-7.615948314630874e-13,-1.251876281210484e-11
0.094,-7.623312142526873e-13,-1.251180827002392e-11,-7.623312142526873e-13,-1.251180827002392e-11
0.0941,-7.630688361461281e-13,-1.250486381081686e-11,-7.630688361461281e-13,-1.250486381081686e-11
0.09420000000000001,-7.638076976493486e-13,-1.249792940656451e-11,-7.638076976493486e-13,-1.249792940656451e-11
0.09429999999999999,-7.645477977971194e-13,-1.249100506430537e-11,-7.645477977971194e-13,-1.249100506430537e-11
0.0944,-7.652891375436969e-13,-1.248409074541499e-11,-7.652891375436969e-13,-1.248409074541499e-11
0.0945,-7.660317177417917e-13,-1.247718641367348e-11,-7.660317177417917e-13,-1.247718641367348e-11
0.0946,-7.667755388344492e-13,-1.247029204258482e-11,-7.667755388344492e-13,-1.247029204258482e-11
0.09470000000000001,-7.675206012644449e-13,-1.246340760564292e-11,-7.675206012644449e-13,-1.246340760564292e-11
0.0948,-7.682669054742875e-13,-1.245653307633167e-11,-7.682669054742875e-13,-1.245653307633167e-11
0.0949,-7.690144519062209e-13,-1.244966842812498e-11,-7.690144519062209e-13,-1.244966842812498e-11
0.095,-7.697632410022277e-13,-1.244281363448689e-11,-7.697632410022277e-13,-1.244281363448689e-11
0.0951,-7.705132732040317e-13,-1.243596866887157e-11,-7.705132732040317e-13,-1.243596866887157e-11
0.09520000000000001,-7.712645489530997e-13,-1.242913350472346e-11,-7.712645489530997e-13,-1.242913350472346e-11
0.0953,-7.720170686906438e-13,-1.242230811547725e-11,-7.720170686906438e-13,-1.242230811547725e-11
0.0954,-7.727708328576268e-13,-1.241549247455797e-11,-7.727708328576268e-13,-1.241549247455797e-11
0.0955,-7.735258418947615e-13,-1.240868655538106e-11,-7.735258418947615e-13,-1.240868655538106e-11
0.0956,-7.742820962425149e-13,-1.24018903313524e-11,-7.742820962425149e-13,-1.24018903313524e-11
0.09569999999999999,-7.75039596341111e-13,-1.239510377586844e-11,-7.75039596341111e-13,-1.239510377586844e-11
0.0958,-7.757983426305331e-13,-1.238832686231612e-11,-7.757983426305331e-13,-1.238832686231612e-11
0.0959,-7.765583355505266e-13,-1.238155956407312e-11,-7.765583355505266e-13,-1.238155956407312e-11
0.096,-7.77319575540601e-13,-1.237480185450772e-11,-7.77319575540601e-13,-1.237480185450772e-11
0.0961,-7.780820648455847e-13,-1.236805376368473e-11,-7.780820648455847e-13,-1.236805376368473e-11
0.09619999999999999,-7.788458057565548e-13,-1.236131532313176e-11,-7.788458057565548e-13,-1.236131532313176e-11
0.0963,-7.796107959823227e-13,-1.235458642045943e-11,-7.796107959823227e-13,-1.235458642045943e-11
0.0964,-7.803770360169673e-13,-1.234786703074699e-11,-7.803770360169673e-13,-1.234786703074699e-11
0.0965,-7.811445263543344e-13,-1.234115712906474e-11,-7.811445263543344e-13,-1.234115712906474e-11
0.09660000000000001,-7.819132674880403e-13,-1.233445669047405e-11,-7.819132674880403e-13,-1.233445669047405e-11
0.09669999999999999,-7.826832599114744e-13,-1.232776569002748e-11,-7.826832599114744e-13,-1.232776569002748e-11
0.0968,-7.834545041178015e-13,-1.232108410276879e-11,-7.834545041178015e-13,-1.232108410276879e-11
0.0969,-7.842270005999629e-13,-1.2314411903733e-11,-7.842270005999629e-13,-1.2314411903733e-11
0.097,-7.85000749850682e-13,-1.230774906794646e-11,-7.85000749850682e-13,-1.230774906794646e-11
0.09710000000000001,-7.857757523624643e-13,-1.230109557042686e-11,-7.857757523624643e-13,-1.230109557042686e-11
0.09719999999999999,-7.865520086276005e-13,-1.229445138618336e-11,-7.865520086276005e-13,-1.229445138618336e-11
0.0973,-7.873295191381705e-13,-1.228781649021657e-11,-7.873295191381705e-13,-1.228781649021657e-11
0.0974,-7.881082843860434e-13,-1.228119085751863e-11,-7.881082843860434e-13,-1.228119085751863e-11
0.0975,-7.888883048628834e-13,-1.22745744630733e-11,-7.888883048628834e-13,-1.22745744630733e-11
0.09760000000000001,-7.896695810601484e-13,-1.226796728185593e-11,-7.896695810601484e-13,-1.226796728185593e-11
0.0977,-7.904521134690959e-13,-1.226136928883362e-11,-7.904521134690959e-13,-1.226136928883362e-11
0.0978,-7.912359025807845e-13,-1.225478045896516e-11,-7.912359025807845e-13,-1.225478045896516e-11
0.0979,-7.920209488860756e-13,-1.224820076720117e-11,-7.920209488860756e-13,-1.224820076720117e-11
0.098,-7.928072593624372e-13,-1.224163031764723e-11,-7.928072593624372e-13,-1.224163031764723e-11
0.09810000000000001,-7.935948291161418e-13,-1.223506897807225e-11,-7.935948291161418e-13,-1.223506897807225e-11
0.0982,-7.943836586282482e-13,-1.22285167232289e-11,-7.943836586282482e-13,-1.22285167232289e-11
0.0983,-7.951737484422073e-13,-1.222197352910844e-11,-7.951737484422073e-13,-1.222197352910844e-11
0.0984,-7.959650991012591e-13,-1.221543937169428e-11,-7.959650991012591e-13,-1.221543937169428e-11
0.0985,-7.967577111484339e-13,-1.220891422696205e-11,-7.967577111484339e-13,-1.220891422696205e-11
0.09859999999999999,-7.975515851265541e-13,-1.220239807087966e-11,-7.975515851265541e-13,-1.220239807087966e-11
0.0987,-7.983467215782393e-13,-1.219589087940732e-11,-7.983467215782393e-13,-1.219589087940732e-11
0.0988,-7.991431210459053e-13,-1.218939262849766e-11,-7.991431210459053e-13,-1.218939262849766e-11
0.0989,-7.999407840717693e-13,-1.218290329409568e-11,-7.999407840717693e-13,-1.218290329409568e-11
0.099,-8.007397111978505e-13,-1.217642285213887e-11,-8.007397111978505e-13,-1.217642285213887e-11
0.09909999999999999,-8.015399029659737e-13,-1.216995127855724e-11,-8.015399029659737e-13,-1.216995127855724e-11
0.0992,-8.023413599177713e-13,-1.216348854927336e-11,-8.023413599177713e-13,-1.216348854927336e-11
0.0993,-8.031440825946852e-13,-1.215703464020239e-11,-8.031440825946852e-13,-1.215703464020239e-11
0.0994,-8.039480715379701e-13,-1.215058952725223e-11,-8.039480715379701e-13,-1.215058952725223e-11
0.09950000000000001,-8.047533272886962e-13,-1.21441531863234e-11,-8.047533272886962e-13,-1.21441531863234e-11
0.09959999999999999,-8.055598503877495e-13,-1.213772559330924e-11,-8.055598503877495e-13,-1.213772559330924e-11
0.0997,-8.063676413758374e-13,-1.213130672409587e-11,-8.063676413758374e-13,-1.213130672409587e-11
0.0998,-8.071767072840552e-13,-1.212489681406461e-11,-8.071767072840552e-13,-1.212489681406461e-11
0.0999,-8.079870477407943e-13,-1.211849580270215e-11,-8.079870477407943e-13,-1.211849580270215e-11
0.1,-8.087986595104901e-13,-1.211210351495158e-11,-8.087986595104901e-13,-1.211210351495158e-11
0.1001,-8.096115432229326e-13,-1.210571993028391e-11,-8.096115432229326e-13,-1.210571993028391e-11
0.1002,-8.104256995077066e-13,-1.209934502816325e-11,-8.104256995077066e-13,-1.209934502816325e-11
0.1003,-8.112411289941954e-13,-1.209297878804689e-11,-8.112411289941954e-13,-1.209297878804689e-11
0.1004,-8.120578323115812e-13,-1.20866211893853e-11,-8.120578323115812e-13,-1.20866211893853e-11
0.1005,-8.128758100888478e-13,-1.208027221162225e-11,-8.128758100888478e-13,-1.208027221162225e-11
0.1006,-8.136950629547843e-13,-1.207393183419475e-11,-8.136950629547843e-13,-1.207393183419475e-11
0.1007,-8.145155915379851e-13,-1.206760003653315e-11,-8.145155915379851e-13,-1.206760003653315e-11
0.1008,-8.153373964668541e-13,-1.206127679806118e-11,-8.153373964668541e-13,-1.206127679806118e-11
0.1009,-8.161604783696052e-13,-1.205496209819599e-11,-8.161604783696052e-13,-1.205496209819599e-11
0.101,-8.169848378742665e-13,-1.204865591634816e-11,-8.169848378742665e-13,-1.204865591634816e-11
0.1011,-8.178104756086803e-13,-1.20423582319218e-11,-8.178104756086803e-13,-1.20423582319218e-11
0.1012,-8.186373922005076e-13,-1.203606902431451e-11,-8.186373922005076e-13,-1.203606902431451e-11
0.1013,-8.194655882772278e-13,-1.20297882729175e-11,-8.194655882772278e-13,-1.20297882729175e-11
0.1014,-8.202950644661437e-13,-1.202351595711559e-11,-8.202950644661437e-13,-1.202351595711559e-11
0.1015,-8.21125821394382e-13,-1.201725205628724e-11,-8.21125821394382e-13,-1.201725205628724e-11
0.1016,-8.219578621004616e-13,-1.20109965262668e-11,-8.219578621004616e-13,-1.20109965262668e-11
0.1017,-8.227911941594565e-13,-1.200474927859606e-11,-8.227911941594565e-13,-1.200474927859606e-11
0.1018,-8.236258106637895e-13,-1.19985103661656e-11,-8.236258106637895e-13,-1.19985103661656e-11
0.1019,-8.24461712332627e-13,-1.199227976742135e-11,-8.24461712332627e-13,-1.199227976742135e-11
0.102,-8.252988998849352e-13,-1.198605746080323e-11,-8.252988998849352e-13,-1.198605746080323e-11
0.1021,-8.261373740394835e-13,-1.197984342474525e-11,-8.261373740394835e-13,-1.197984342474525e-11
0.1022,-8.269771355148456e-13,-1.197363763767549e-11,-8.269771355148456e-13,-1.197363763767549e-11
0.1023,-8.278181850294002e-13,-1.196744007801614e-11,-8.278181850294002e-13,-1.196744007801614e-11
0.1024,-8.286605233013353e-13,-1.196125072418363e-11,-8.286605233013353e-13,-1.196125072418363e-11
0.1025,-8.29504151048649e-13,-1.195506955458853e-11,-8.29504151048649e-13,-1.195506955458853e-11
0.1026,-8.303490689891523e-13,-1.194889654763572e-11,-8.303490689891523e-13,-1.194889654763572e-11
0.1027,-8.311952778404703e-13,-1.194273168172436e-11,-8.311952778404703e-13,-1.194273168172436e-11
0.1028,-8.320427783200444e-13,-1.193657493524791e-11,-8.320427783200444e-13,-1.193657493524791e-11
0.1029,-8.328915711451348e-13,-1.193042628659424e-11,-8.328915711451348e-13,-1.193042628659424e-11
0.103,-8.337416570328216e-13,-1.192428571414562e-11,-8.337416570328216e-13,-1.192428571414562e-11
0.1031,-8.345930367000094e-13,-1.191815319627873e-11,-8.345930367000094e-13,-1.191815319627873e-11
0.1032,-8.354457108634259e-13,-1.191202871136481e-11,-8.354457108634259e-13,-1.191202871136481e-11
0.1033,-8.362996802396258e-13,-1.190591223776959e-11,-8.362996802396258e-13,-1.190591223776959e-11
0.1034,-8.371549455449934e-13,-1.189980375385334e-11,-8.371549455449934e-13,-1.189980375385334e-11
0.1035,-8.380115145073741e-13,-1.189370392402794e-11,-8.380115145073741e-13,-1.189370392402794e-11
0.1036,-8.38869383357207e-13,-1.188761228790735e-11,-8.38869383357207e-13,-1.188761228790735e-11
0.1037,-8.397285516774818e-13,-1.188152871303945e-11,-8.397285516774818e-13,-1.188152871303945e-11
0.1038,-8.405890202524546e-13,-1.187545318451247e-11,-8.405890202524546e-13,-1.187545318451247e-11
0.1039,-8.414507898661895e-13,-1.186938568740916e-11,-8.414507898661895e-13,-1.186938568740916e-11
0.104,-8.423138613025622e-13,-1.186332620680698e-11,-8.423138613025622e-13,-1.186332620680698e-11
0.1041,-8.431782353452604e-13,-1.185727472777802e-11,-8.431782353452604e-13,-1.185727472777802e-11
0.1042,-8.440439127777874e-13,-1.185123123538905e-11,-8.440439127777874e-13,-1.185123123538905e-11
0.1043,-8.449108943834618e-13,-1.184519571470158e-11,-8.449108943834618e-13,-1.184519571470158e-11
0.1044,-8.457791809454217e-13,-1.183916815077188e-11,-8.457791809454217e-13,-1.183916815077188e-11
0.1045,-8.466487732466245e-13,-1.183314852865098e-11,-8.466487732466245e-13,-1.183314852865098e-11
0.1046,-8.475196720698508e-13,-1.182713683338472e-11,-8.475196720698508e-13,-1.182713683338472e-11
0.1047,-8.483918781977054e-13,-1.182113305001383e-11,-8.483918781977054e-13,-1.182113305001383e-11
0.1048,-8.492653924126185e-13,-1.181513716357381e-11,-8.492653924126185e-13,-1.181513716357381e-11
0.1049,-8.501402154968485e-13,-1.180914915909516e-11,-8.501402154968485e-13,-1.180914915909516e-11
0.105,-8.510163482324845e-13,-1.180316902160324e-11,-8.510163482324845e-13,-1.180316902160324e-11
0.1051,-8.518937914014472e-13,-1.17971967361184e-11,-8.518937914014472e-13,-1.17971967361184e-11
0.1052,-8.527725457854904e-13,-1.179123228765595e-11,-8.527725457854904e-13,-1.179123228765595e-11
0.1053,-8.536526161878156e-13,-1.178527532870091e-11,-8.536526161878156e-13,-1.178527532870091e-11
0.1054,-8.545340050991312e-13,-1.177932570281095e-11,-8.545340050991312e-13,-1.177932570281095e-11
0.1055,-8.554167090469073e-13,-1.177338374663633e-11,-8.554167090469073e-13,-1.177338374663633e-11
0.1056,-8.56300728886274e-13,-1.176744943901207e-11,-8.56300728886274e-13,-1.176744943901207e-11
0.1057,-8.571860654721701e-13,-1.176152275876877e-11,-8.571860654721701e-13,-1.176152275876877e-11
0.1058,-8.580727196593422e-13,-1.175560368473254e-11,-8.580727196593422e-13,-1.175560368473254e-11
0.1059,-8.589606923023468e-13,-1.174969219572512e-11,-8.589606923023468e-13,-1.174969219572512e-11
0.106,-8.598499842555524e-13,-1.174378827056381e-11,-8.598499842555524e-13,-1.174378827056381e-11
0.1061,-8.607405963731412e-13,-1.173789188806162e-11,-8.607405963731412e-13,-1.173789188806162e-11
0.1062,-8.616325295091113e-13,-1.173200302702723e-11,-8.616325295091113e-13,-1.173200302702723e-11
0.1063,-8.625257845172771e-13,-1.172612166626502e-11,-8.625257845172771e-13,-1.172612166626502e-11
0.1064,-8.634203622512732e-13,-1.172024778457518e-11,-8.634203622512732e-13,-1.172024778457518e-11
0.1065,-8.643162635645533e-13,-1.171438136075363e-11,-8.643162635645533e-13,-1.171438136075363e-11
0.1066,-8.652134893103955e-13,-1.170852237359217e-11,-8.652134893103955e-13,-1.170852237359217e-11
0.1067,-8.661120403419012e-13,-1.17026708018784e-11,-8.661120403419012e-13,-1.17026708018784e-11
0.1068,-8.670119175119978e-13,-1.16968266243959e-11,-8.670119175119978e-13,-1.16968266243959e-11
0.1069,-8.679131216734412e-13,-1.16909898199241e-11,-8.679131216734412e-13,-1.16909898199241e-11
0.107,-8.688156536788167e-13,-1.168516036723839e-11,-8.688156536788167e-13,-1.168516036723839e-11
0.1071,-8.697195146424931e-13,-1.167933829786368e-11,-8.697195146424931e-13,-1.167933829786368e-11
0.1072,-8.706247084935319e-13,-1.167352421032634e-11,-8.706247084935319e-13,-1.167352421032634e-11
0.1073,-8.715312333113354e-13,-1.166771752516349e-11,-8.715312333113354e-13,-1.166771752516349e-11
0.1074,-8.72439089976668e-13,-1.166191822700495e-11,-8.72439089976668e-13,-1.166191822700495e-11
0.1075,-8.733482793701105e-13,-1.165612630047638e-11,-8.733482793701105e-13,-1.165612630047638e-11
0.1076,-8.742588023720614e-13,-1.165034173019936e-11,-8.742588023720614e-13,-1.165034173019936e-11
0.1077,-8.751706598627411e-13,-1.16445645007914e-11,-8.751706598627411e-13,-1.16445645007914e-11
0.1078,-8.760838527221891e-13,-1.163879459686593e-11,-8.760838527221891e-13,-1.163879459686593e-11
0.1079,-8.769983818302711e-13,-1.163303200303239e-11,-8.769983818302711e-13,-1.163303200303239e-11
0.108,-8.77914248066677e-13,-1.162727670389623e-11,-8.77914248066677e-13,-1.162727670389623e-11
0.1081,-8.788314523109237e-13,-1.162152868405889e-11,-8.788314523109237e-13,-1.162152868405889e-11
0.1082,-8.79749995442357e-13,-1.16157879281179e-11,-8.79749995442357e-13,-1.16157879281179e-11
0.1083,-8.806698783401525e-13,-1.161005442066687e-11,-8.806698783401525e-13,-1.161005442066687e-11
0.1084,-8.8159110188332e-13,-1.160432814629549e-11,-8.8159110188332e-13,-1.160432814629549e-11
0.1085,-8.825136669507014e-13,-1.159860908958963e-11,-8.825136669507014e-13,-1.159860908958963e-11
0.1086,-8.83437574420975e-13,-1.159289723513127e-11,-8.83437574420975e-13,-1.159289723513127e-11
0.1087,-8.84362825172656e-13,-1.158719256749862e-11,-8.84362825172656e-13,-1.158719256749862e-11
0.1088,-8.852894200841e-13,-1.158149507126606e-11,-8.852894200841e-13,-1.158149507126606e-11
0.1089,-8.862173600335024e-13,-1.157580473100425e-11,-8.862173600335024e-13,-1.157580473100425e-11
0.109,-8.871466496075444e-13,-1.157012175805769e-11,-8.871466496075444e-13,-1.157012175805769e-11
0.1091,-8.880772883120327e-13,-1.156444605316857e-11,-8.880772883120327e-13,-1.156444605316857e-11
0.1092,-8.890092755828954e-13,-1.155877751276624e-11,-8.890092755828954e-13,-1.155877751276624e-11
0.1093,-8.899426123419691e-13,-1.155311612413613e-11,-8.899426123419691e-13,-1.155311612413613e-11
0.1094,-8.908772995109137e-13,-1.154746187455996e-11,-8.908772995109137e-13,-1.154746187455996e-11
0.1095,-8.918133380112149e-13,-1.154181475131571e-11,-8.918133380112149e-13,-1.154181475131571e-11
0.1096,-8.927507287641843e-13,-1.153617474167769e-11,-8.927507287641843e-13,-1.153617474167769e-11
0.1097,-8.936894726909621e-13,-1.153054183291651e-11,-8.936894726909621e-13,-1.153054183291651e-11
0.1098,-8.946295707125174e-13,-1.152491601229915e-11,-8.946295707125174e-13,-1.152491601229915e-11
0.1099,-8.955710237496523e-13,-1.151929726708893e-11,-8.955710237496523e-13,-1.151929726708893e-11
0.11,-8.965138327230012e-13,-1.151368558454559e-11,-8.965138327230012e-13,-1.151368558454559e-11
0.1101,-8.974579985530339e-13,-1.150808095192527e-11,-8.974579985530339e-13,-1.150808095192527e-11
0.1102,-8.984035221600558e-13,-1.150248335648053e-11,-8.984035221600558e-13,-1.150248335648053e-11
0.1103,-8.993504044642113e-13,-1.149689278546043e-11,-8.993504044642113e-13,-1.149689278546043e-11
0.1104,-9.002986463854842e-13,-1.149130922611045e-11,-9.002986463854842e-13,-1.149130922611045e-11
0.1105,-9.01248248843701e-13,-1.148573266567261e-11,-9.01248248843701e-13,-1.148573266567261e-11
0.1106,-9.021992127585297e-13,-1.148016309138545e-11,-9.021992127585297e-13,-1.148016309138545e-11
0.1107,-9.031515390494845e-13,-1.147460049048404e-11,-9.031515390494845e-13,-1.147460049048404e-11
0.1108,-9.04105233435719e-13,-1.146904471685422e-11,-9.04105233435719e-13,-1.146904471685422e-11
0.1109,-9.050603041097403e-13,-1.14634955556162e-11,-9.050603041097403e-13,-1.14634955556162e-11
0.111,-9.060167425107592e-13,-1.145795325732421e-11,-9.060167425107592e-13,-1.145795325732421e-11
0.1111,-9.069745496887313e-13,-1.145241780554201e-11,-9.069745496887313e-13,-1.145241780554201e-11
0.1112,-9.07933726693412e-13,-1.144688918383035e-11,-9.07933726693412e-13,-1.144688918383035e-11
0.1113,-9.088942745743559e-13,-1.144136737574701e-11,-9.088942745743559e-13,-1.144136737574701e-11
0.1114,-9.098561943809204e-13,-1.143585236484684e-11,-9.098561943809204e-13,-1.143585236484684e-11
0.1115,-9.108194871622658e-13,-1.143034413468177e-11,-9.108194871622658e-13,-1.143034413468177e-11
0.1116,-9.117841539673561e-13,-1.142484266880084e-11,-9.117841539673561e-13,-1.142484266880084e-11
0.1117,-9.127501958449618e-13,-1.141934795075021e-11,-9.127501958449618e-13,-1.141934795075021e-11
0.1118,-9.137176138436619e-13,-1.141385996407321e-11,-9.137176138436619e-13,-1.141385996407321e-11
0.1119,-9.146864090118427e-13,-1.140837869231032e-11,-9.146864090118427e-13,-1.140837869231032e-11
0.112,-9.156565823977012e-13,-1.140290411899925e-11,-9.156565823977012e-13,-1.140290411899925e-11
0.1121,-9.166281350492464e-13,-1.139743622767494e-11,-9.166281350492464e-13,-1.139743622767494e-11
0.1122,-9.176010680143007e-13,-1.139197500186953e-11,-9.176010680143007e-13,-1.139197500186953e-11
0.1123,-9.185753823405004e-13,-1.138652042511248e-11,-9.185753823405004e-13,-1.138652042511248e-11
0.1124,-9.195510790752984e-13,-1.138107248093054e-11,-9.195510790752984e-13,-1.138107248093054e-11
0.1125,-9.205281592659648e-13,-1.137563115284775e-11,-9.205281592659648e-13,-1.137563115284775e-11
0.1126,-9.215066239595892e-13,-1.137019642438552e-11,-9.215066239595892e-13,-1.137019642438552e-11
