"time","ca.cyto.c.c","ca.jsr.c.c","ca.nsr.c.c","ca.sub.c.c","cal.i","naca.i"
0.0706,0.0006849041824177119,0.04833762954206097,1.218770313037391,0.0006313257170365646,-3.507235545640128e-11,-2.753617772234289e-11
0.0707,0.0006845433297387544,0.04837231062712757,1.21883499846724,0.0006309471082219902,-3.502928921778558e-11,-2.751464460286459e-11
0.0708,0.0006841829588114055,0.04840702338557338,1.218899613169059,0.0006305690440834504,-3.498625067120225e-11,-2.749312532939763e-11
0.0709,0.0006838230678052851,0.04844176773360602,1.218964157211161,0.0006301915222879937,-3.494323984456532e-11,-2.747161991589888e-11
0.07099999999999999,0.0006834636548991666,0.04847654358812226,1.219028630661612,0.0006298145405149832,-3.490025676569468e-11,-2.745012837627816e-11
0.0711,0.0006831047182809477,0.04851135086670535,1.219093033588241,0.0006294380964561341,-3.485730146231611e-11,-2.742865072439821e-11
0.0712,0.0006827462561476205,0.04854618948762046,1.219157366058635,0.0006290621878154962,-3.481437396206133e-11,-2.740718697407475e-11
0.0713,0.0006823882667051332,0.04858105936980811,1.219221628140142,0.0006286868123091129,-3.477147429246809e-11,-2.738573713907649e-11
0.07140000000000001,0.0006820307481684044,0.04861596043288145,1.219285819899872,0.0006283119676651587,-3.472860248098003e-11,-2.736430123312512e-11
0.07149999999999999,0.0006816736987612988,0.04865089259712588,1.219349941404698,0.0006279376516236192,-3.468575855494692e-11,-2.734287926989535e-11
0.0716,0.0006813171167165114,0.04868585578348848,1.219413992721259,0.0006275638619364857,-3.46429425416246e-11,-2.732147126301494e-11
0.0717,0.0006809610002755359,0.04872084991357536,1.219477973915956,0.0006271905963675975,-3.460015446817501e-11,-2.73000772260647e-11
0.0718,0.0006806053476886356,0.04875587490965071,1.219541885054959,0.0006268178526925494,-3.455739436166627e-11,-2.727869717257852e-11
0.07190000000000001,0.000680250157214811,0.04879093069463612,1.219605726204205,0.0006264456286987276,-3.451466224907269e-11,-2.725733111604336e-11
0.07199999999999999,0.0006798954271216809,0.04882601719209428,1.219669497429398,0.0006260739221849968,-3.447195815727479e-11,-2.723597906989933e-11
0.0721,0.000679541155685484,0.04886113432623428,1.219733198796012,0.0006257027309618113,-3.44292821130594e-11,-2.721464104753964e-11
0.0722,0.0006791873411910577,0.04889628202190636,1.219796830369295,0.000625332052851402,-3.438663414311964e-11,-2.719331706231066e-11
0.0723,0.0006788339819317298,0.048931460204596,1.21986039221426,0.0006249618856872885,-3.4344014274055e-11,-2.717200712751194e-11
0.07240000000000001,0.0006784810762092871,0.04896666880042024,1.219923884395698,0.0006245922273143282,-3.430142253237135e-11,-2.715071125639623e-11
0.0725,0.0006781286223339485,0.04900190773612458,1.219987306978172,0.0006242230755887003,-3.425885894448098e-11,-2.712942946216945e-11
0.0726,0.0006777766186243425,0.04903717693908002,1.220050660026019,0.0006238544283776843,-3.421632353670268e-11,-2.71081617579908e-11
0.0727,0.0006774250634073743,0.04907247633727532,1.220113943603351,0.0006234862835598923,-3.417381633526175e-11,-2.708690815697269e-11
0.0728,0.0006770739550182427,0.04910780585931578,1.22017715777406,0.0006231186390249661,-3.413133736629001e-11,-2.706566867218083e-11
0.07290000000000001,0.0006767232918004093,0.04914316543442558,1.220240302601812,0.0006227514926734905,-3.408888665582591e-11,-2.704444331663421e-11
0.073,0.0006763730721055056,0.04917855499243427,1.220303378150054,0.000622384842417026,-3.404646422981454e-11,-2.702323210330514e-11
0.0731,0.0006760232942932953,0.04921397446377525,1.220366384482011,0.0006220186861780125,-3.400407011410761e-11,-2.700203504511923e-11
0.0732,0.0006756739567316508,0.04924942377948517,1.22042932166069,0.0006216530218897753,-3.396170433446362e-11,-2.698085215495549e-11
