"time","l2.v","act_steady","act_tau","v","vc.v"
55,-0.06500000000000022,0.2072724589905355,2.152458849001436,-0.06500000000000022,-0.06500000000000022
56,-0.06400000000000022,0.1954164738362703,2.111061791622421,-0.06400000000000022,-0.06400000000000022
57,-0.06300000000000022,0.184081173340445,2.063297807507853,-0.06300000000000022,-0.06300000000000022
58,-0.06200000000000021,0.1732617953882938,2.009706758289299,-0.06200000000000021,-0.06200000000000021
59,-0.06100000000000021,0.1629513260741703,1.950882409080479,-0.06100000000000021,-0.06100000000000021
60,-0.06000000000000022,0.1531407606093505,1.887461506155978,-0.06000000000000022,-0.06000000000000022
61,-0.05900000000000022,0.1438193612835082,1.820112355103674,-0.05900000000000022,-0.05900000000000022
62,-0.05800000000000022,0.1349749084189308,1.749523184478098,-0.05800000000000022,-0.05800000000000022
63,-0.05700000000000022,0.1265939409906546,1.67639057579658,-0.05700000000000022,-0.05700000000000022
64,-0.05600000000000022,0.1186619842961919,1.601408227921268,-0.05600000000000022,-0.05600000000000022
65,-0.05500000000000022,0.1111637627250935,1.525256303243563,-0.05500000000000022,-0.05500000000000022
66,-0.05400000000000021,0.1040833962867029,1.448591575691093,-0.05400000000000021,-0.05400000000000021
67,-0.05300000000000021,0.09740458009484534,1.372038567684357,-0.05300000000000021,-0.05300000000000021
68,-0.05200000000000022,0.09111074647612648,1.296181826205018,-0.05200000000000022,-0.05200000000000022
69,-0.05100000000000022,0.08518520976304203,1.221559448607786,-0.05100000000000022,-0.05100000000000022
70,-0.05000000000000022,0.07961129415623254,1.148657928234459,-0.05000000000000022,-0.05000000000000022
71,-0.04900000000000023,0.07437244529617953,1.077908349742564,-0.04900000000000023,-0.04900000000000023
72,-0.04800000000000024,0.06945232637916636,1.009683925702773,-0.04800000000000024,-0.04800000000000024
73,-0.04700000000000024,0.06483489979208178,0.9442988306490355,-0.04700000000000024,-0.04700000000000024
74,-0.04600000000000024,0.06050449533271626,0.8820082573837394,-0.04600000000000024,-0.04600000000000024
75,-0.04500000000000024,0.05644586613373224,0.8230095937203938,-0.04500000000000024,-0.04500000000000024
76,-0.04400000000000025,0.05264423342636601,0.7674445965192932,-0.04400000000000025,-0.04400000000000025
77,-0.04300000000000025,0.04908532127057579,0.7154024241231545,-0.04300000000000025,-0.04300000000000025
78,-0.04200000000000026,0.0457553823476425,0.6669233781792752,-0.04200000000000026,-0.04200000000000026
79,-0.04100000000000026,0.04264121586434014,0.6220032011738286,-0.04100000000000026,-0.04100000000000026
80,-0.04000000000000026,0.03973017855923223,0.5805977764431836,-0.04000000000000026,-0.04000000000000026
80,-0.04000000000000026,0.03973017855923223,0.5805977764431836,-0.04000000000000026,-0.04000000000000026
