"time","vc.v_stim","vc.i","vc.is_end","vc.is_peak","vc.is_tail","vc.v_pulse","vc.vs_end","vc.vs_tail","vc.v","vc.vs_peak"
41.32,-0.04,2.806791726589728e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.33,-0.04,2.773892388548404e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.34,-0.04,2.742417905958919e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.35,-0.04,2.712300582345968e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.36,-0.04,2.683476034667815e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.37,-0.04,2.655883029701483e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.38,-0.04,2.629463328529497e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.39,-0.04,2.60416153872568e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.4,-0.04,2.57992497385808e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.41,-0.04,2.556703519940757e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.42,-0.04,2.53444950850477e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.43,-0.04,2.513117595945861e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.44,-0.04,2.492664648844605e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.45,-0.04,2.473049634963019e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.46,-0.04,2.45423351963419e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.47,-0.04,2.436179167277333e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.48,-0.04,2.418851247790724e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.49,-0.04,2.402216147572951e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.5,-0.04,2.386241884947407e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.51,-0.04,2.370898029771821e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.52,-0.04,2.356155627022712e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.53,-0.04,2.341987124160909e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.54,-0.04,2.328366302091231e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.55,-0.04,2.315268209535508e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.56,-0.04,2.302669100651726e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.57,-0.04,2.290546375739104e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.58,-0.04,2.278878524872561e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.59,-0.04,2.267645074326892e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.6,-0.04,2.256826535649296e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.61,-0.04,2.246404357249133e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.62,-0.04,2.236360878381046e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.63,-0.04,2.226679285403479e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.64,-0.04,2.217343570196313e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.65,-0.04,2.208338490636804e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.66,-0.04,2.199649533026938e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.67,-0.04,2.19126287637743e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.68,-0.04,2.183165358456366e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.69,-0.04,2.175344443515385e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.7,-0.04,2.167788191608062e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.71,-0.04,2.160485229426162e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.72,-0.04,2.153424722574433e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.73,-0.04,2.146596349214684e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.74,-0.04,2.139990275011058e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.75,-0.04,2.133597129312058e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.76,-0.04,2.127407982507121e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.77,-0.04,2.121414324502053e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.78,-0.04,2.115608044255501e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.79,-0.04,2.109981410325059e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.8,-0.04,2.104527052373042e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.81,-0.04,2.099237943584002e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.82,-0.04,2.094107383948916e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.83,-0.04,2.089128984374049e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.84,-0.04,2.08429665157251e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.85,-0.04,2.079604573700395e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.86,-0.04,2.075047206700692e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.87,-0.04,2.07061926131942e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.88,-0.04,2.066315690761331e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.89,-0.04,2.062131678954654e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.9,-0.04,2.058062629412598e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.91,-0.04,2.054104154565767e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.92,-0.04,2.050252065724653e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.93,-0.04,2.046502363454469e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.94,-0.04,2.042851228500487e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.95,-0.04,2.039295013079315e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.96,-0.04,2.035830232645252e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.97,-0.04,2.032453558047984e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.98,-0.04,2.029161808079771e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
41.99,-0.04,2.025951942384657e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42,-0.04,2.022821054709625e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.01,-0.04,2.019766366500509e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.02,-0.04,2.016785220803441e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.03,-0.04,2.013875076469935e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.04,-0.04,2.011033502639336e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.05,-0.04,2.008258173493587e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.06,-0.04,2.005546863273881e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.07,-0.04,2.002897441536403e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.08,-0.04,2.00030786864432e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.09,-0.04,1.997776191471965e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.1,-0.04,1.995300539325949e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.11,-0.04,1.992879120064811e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.12,-0.04,1.990510216406293e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.13,-0.04,1.988192182418383e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.14,-0.04,1.985923440172323e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.15,-0.04,1.983702476568857e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.16,-0.04,1.981527840314487e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.17,-0.04,1.979398139045361e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.18,-0.04,1.977312036593386e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.19,-0.04,1.975268250377504e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.2,-0.04,1.973265548931323e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.21,-0.04,1.971302749545403e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.22,-0.04,1.969378716025325e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.23,-0.04,1.967492356559071e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.24,-0.04,1.965642621683289e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.25,-0.04,1.963828502354142e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.26,-0.04,1.96204902810776e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.27,-0.04,1.960303265310814e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.28,-0.04,1.958590315495094e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.29,-0.04,1.956909313770434e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.3,-0.04,1.955259427317667e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.31,-0.04,1.953639853951738e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.32,-0.04,1.952049820754968e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.33,-0.04,1.95048858277479e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.34,-0.04,1.94895542178377e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.35,-0.04,1.947449645100682e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.36,-0.04,1.945970584466623e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.37,-0.04,1.944517594975754e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.38,-0.04,1.943090054055469e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.39,-0.04,1.94168736049621e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.4,-0.04,1.940308933527732e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.41,-0.04,1.938954211938638e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.42,-0.04,1.937622653238456e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.43,-0.04,1.936313732857579e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.44,-0.04,1.935026943386869e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.45,-0.04,1.933761793852518e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.46,-0.04,1.932517809024968e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.47,-0.04,1.931294528761013e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.48,-0.04,1.930091507374819e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.49,-0.04,1.928908313040781e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.5,-0.04,1.927744527223018e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.51,-0.04,1.926599744131787e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.52,-0.04,1.925473570205491e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.53,-0.04,1.924365623615544e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.54,-0.04,1.923275533795773e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.55,-0.04,1.922202940992687e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.56,-0.04,1.921147495836771e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.57,-0.04,1.920108858933514e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.58,-0.04,1.919086700472602e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.59,-0.04,1.918080699855973e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.6,-0.04,1.917090545342271e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.61,-0.04,1.916115933711141e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.62,-0.04,1.915156569938826e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.63,-0.04,1.914212166873808e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.64,-0.04,1.913282444955393e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.65,-0.04,1.912367131938434e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.66,-0.04,1.911465962607643e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.67,-0.04,1.910578678527734e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.68,-0.04,1.909705027804099e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.69,-0.04,1.908844764844152e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.7,-0.04,1.907997650124221e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
42.71,-0.04,1.907163449983365e-12,2.67660555673057e-11,2.746746817729618e-12,2.881268048778654e-11,1.734723475976807e-18,-0.004999999999999998,-0.009999999999999998,-0.04,-0.004999999999999998
