"time","vc.v_stim","h_steady","m3_steady","h_total","m3","tau_h1","tau_h2","tau_m","vc.v"
0.08,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.09,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.1,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.11,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.12,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.13,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.14,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.15,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.16,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.17,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.18,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.19,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.2,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.21,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.22,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.23,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.24,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.25,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.26,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.27,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.28,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.29,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.3,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.31,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.32,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.33,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.34,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.35,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.36,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.37,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.38,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.39,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.4,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.41,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.42,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.43,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.44,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.45,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.46,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.47,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.48,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.49,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.5,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.51,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.52,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.53,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.54,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.55,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.5600000000000001,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.57,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.58,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.59,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.6,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.61,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.62,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.63,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.64,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.65,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.66,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.67,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.68,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.6899999999999999,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.7,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.71,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.72,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.73,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.74,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.75,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.76,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.77,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.78,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.79,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.8,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.8100000000000001,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.82,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.83,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.84,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.85,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.86,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.87,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.88,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.89,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.9,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.91,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.92,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.93,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.9399999999999999,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.95,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.96,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.97,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.98,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
0.99,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.01,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.02,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.03,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.04,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.05,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.06,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.07,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.08,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.09,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.1,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.11,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.12,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.13,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.14,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.15,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.16,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.17,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.18,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.19,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.2,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.21,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.22,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.23,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.24,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.25,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.26,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.27,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.28,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.29,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.3,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.31,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.32,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.33,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.34,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.35,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.36,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.37,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.38,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.39,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.4,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.41,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.42,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.43,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.44,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.45,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.46,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.47,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.48,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.49,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.5,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.51,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.52,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.53,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.54,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.55,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.56,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.57,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.58,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.59,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.6,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.61,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.62,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.63,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
1.64,-0.095,0.999360830429933,8.429673548818506e-11,2.217110758230421e-07,0.9250921176209871,0.03034686640303357,0.1229499969868011,1.002228057777262e-06,-0.095
