"time","l2.v","act_steady","act_tau","inact_steady","inact_tau_fast","inact_tau_slow","v","vc.v"
183,0.0630000000000001,0.9673212261117452,0.0005966742981601128,1.351347241881063e-07,0.01319974218455075,0.1000000000000235,0.0630000000000001,0.0630000000000001
184,0.06400000000000008,0.9691947513648822,0.0005966162621169895,1.147635087496307e-07,0.01317768141796482,0.1000000000000141,0.06400000000000008,0.06400000000000008
185,0.06500000000000009,0.9709640886541617,0.0005965632211672339,9.746320184697435e-08,0.01315652224164138,0.1000000000000084,0.06500000000000009,0.06500000000000009
186,0.06600000000000009,0.9726346712505873,0.0005965147453890998,8.277087196953857e-08,0.01313622781653082,0.100000000000005,0.06600000000000009,0.06600000000000009
187,0.06700000000000009,0.9742116896144714,0.0005964704418636913,7.029337331006823e-08,0.01311676280822263,0.1000000000000029,0.06700000000000009,0.06700000000000009
188,0.06800000000000007,0.9757000975659097,0.0005964299514901725,5.969682576055237e-08,0.01309809332553923,0.1000000000000017,0.06800000000000007,0.06800000000000007
189,0.06900000000000008,0.9771046189004652,0.0005963929460750874,5.06976807681903e-08,0.01308018686163187,0.100000000000001,0.06900000000000008,0.06900000000000008
190,0.07000000000000008,0.9784297543507821,0.0005963591256722005,4.305513398812827e-08,0.01306301223747707,0.1000000000000006,0.07000000000000008,0.07000000000000008
191,0.07100000000000008,0.9796797888060836,0.0005963282161512912,3.656468170755259e-08,0.01304653954767615,0.1000000000000004,0.07100000000000008,0.07100000000000008
192,0.07200000000000006,0.9808587987119092,0.0005962999669762012,3.105264862107169e-08,0.01303074010846397,0.1000000000000002,0.07200000000000006,0.07200000000000006
193,0.07300000000000006,0.9819706595820025,0.0005962741491741213,2.637154052904933e-08,0.01301558640783741,0.1000000000000001,0.07300000000000006,0.07300000000000006
194,0.07400000000000007,0.983019053563006,0.0005962505534796603,2.239609760413826e-08,0.01300105205771705,0.1000000000000001,0.07400000000000007,0.07400000000000007
195,0.07500000000000007,0.9840074770005759,0.0005962289886386505,1.901994261734452e-08,0.01298711174805971,0.1,0.07500000000000007,0.07500000000000007
196,0.07600000000000005,0.9849392479627591,0.0005962092798579435,1.615273443513295e-08,0.01297374120284213,0.1,0.07600000000000005,0.07600000000000005
197,0.07700000000000005,0.985817513682981,0.0005961912673886296,1.371775061935412e-08,0.01296091713784002,0.1,0.07700000000000005,0.07700000000000005
198,0.07800000000000006,0.9866452578908559,0.0005961748052311983,1.164983444390838e-08,0.01294861722012907,0.1,0.07800000000000006,0.07800000000000006
199,0.07900000000000006,0.9874253080042734,0.0005961597599521439,9.893651393303742e-09,0.01293682002923811,0.1,0.07900000000000006,0.07900000000000006
200,0.08000000000000004,0.9881603421608907,0.0005961460096024242,8.402208489536961e-09,0.01292550501988699,0.1,0.08000000000000004,0.08000000000000004
200,0.08000000000000004,0.9881603421608907,0.0005961460096024242,8.402208489536961e-09,0.01292550501988699,0.1,0.08000000000000004,0.08000000000000004
