"time","vc.v_stim","vc.i","vc.is_end","vc.v_pulse","vc.vs_end","vc.v"
99.3,-0.05,-1.592250621450349e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
99.40000000000001,-0.05,-1.592248558866558e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
99.5,-0.05,-1.59224666825285e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
99.59999999999999,-0.05,-1.592244935271044e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
99.7,-0.05,-1.59224334677841e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
99.8,-0.05,-1.59224189072801e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
99.90000000000001,-0.05,-1.592240556077333e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
100,-0.05,-1.592239332704551e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.05
100,-0.09999999999999998,-5.572837664465925e-12,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.1,-0.09999999999999998,-1.328014691751894e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.2,-0.09999999999999998,-1.976800767001707e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.3,-0.09999999999999998,-2.522936075180425e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.4,-0.09999999999999998,-2.982661994470709e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.5,-0.09999999999999998,-3.369650196303057e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.6,-0.09999999999999998,-3.695409223744437e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.7,-0.09999999999999998,-3.969626741118382e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.8,-0.09999999999999998,-4.200457632975286e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
100.9,-0.09999999999999998,-4.394766520116294e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101,-0.09999999999999998,-4.55833190479334e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.1,-0.09999999999999998,-4.696018016109311e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.2,-0.09999999999999998,-4.81191946608143e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.3,-0.09999999999999998,-4.909483018259889e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.4,-0.09999999999999998,-4.991610090147085e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.5,-0.09999999999999998,-5.060743037709528e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.6,-0.09999999999999998,-5.11893778797697e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.7,-0.09999999999999998,-5.167924979729998e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.8,-0.09999999999999998,-5.209161430532785e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
101.9,-0.09999999999999998,-5.243873460641851e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102,-0.09999999999999998,-5.273093362214722e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.1,-0.09999999999999998,-5.297690098428764e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.2,-0.09999999999999998,-5.318395145349936e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.3,-0.09999999999999998,-5.335824245010512e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.4,-0.09999999999999998,-5.350495716985151e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.5,-0.09999999999999998,-5.362845872407568e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.6,-0.09999999999999998,-5.373241989388927e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.7,-0.09999999999999998,-5.381993235373958e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.8,-0.09999999999999998,-5.38935986145225e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
102.9,-0.09999999999999998,-5.395560941850955e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103,-0.09999999999999998,-5.400780888884446e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.1,-0.09999999999999998,-5.40517493723462e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.2,-0.09999999999999998,-5.408873760390642e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.3,-0.09999999999999998,-5.411987356662357e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.4,-0.09999999999999998,-5.414608320555407e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.5,-0.09999999999999998,-5.416814596172682e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.6,-0.09999999999999998,-5.418671795427055e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.7,-0.09999999999999998,-5.420235149094275e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.8,-0.09999999999999998,-5.421551149349405e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
103.9,-0.09999999999999998,-5.422658932383727e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
104,-0.09999999999999998,-5.423591442273387e-11,-6.248487947787872e-11,-0.09999999999999998,-0.105,-0.09999999999999998
104,-0.05,-1.549597554935254e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.0000000000009,-0.05,-1.549597554934138e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.0000000000009,-0.05,-1.549597554934138e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.1,-0.05,-1.433673401060708e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.2,-0.05,-1.327414560330511e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.3,-0.05,-1.230015175862132e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.4,-0.05,-1.140736580032822e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.5,-0.05,-1.058901692503982e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.6,-0.05,-9.838898853131799e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.7,-0.05,-9.151322760878142e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.8,-0.05,-8.521074136904584e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
104.9,-0.05,-7.943373235822602e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105,-0.05,-7.413838829214421e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.1,-0.05,-6.928454978751055e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.2,-0.05,-6.483540579704108e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.3,-0.05,-6.075721443798437e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.4,-0.05,-5.70190470968563e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.5,-0.05,-5.359255386984442e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.6,-0.05,-5.045174855983311e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.7,-0.05,-4.757281159954201e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.8,-0.05,-4.493390940624162e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
105.9,-0.05,-4.251502879793237e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106,-0.05,-4.029782521527306e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.1,-0.05,-3.82654835982204e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.2,-0.05,-3.640259086220655e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.3,-0.05,-3.46950190067738e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.4,-0.05,-3.312981797018713e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.5,-0.05,-3.169511741738949e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.6,-0.05,-3.038003671651453e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.7,-0.05,-2.917460242122889e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.8,-0.05,-2.806967263305303e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
106.9,-0.05,-2.705686767008075e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107,-0.05,-2.612850651628334e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.1,-0.05,-2.527754856940187e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.2,-0.05,-2.449754024570085e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.3,-0.05,-2.378256603661213e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.4,-0.05,-2.312720364606937e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.5,-0.05,-2.252648286834226e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.6,-0.05,-2.197584789447329e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.7,-0.05,-2.147112276144895e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.8,-0.05,-2.100847968210224e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
107.9,-0.05,-2.058441001554156e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108,-0.05,-2.019569765794743e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.1,-0.05,-1.983939465195313e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.2,-0.05,-1.951279882961867e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.3,-0.05,-1.921343331944279e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.4,-0.05,-1.893902776200994e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.5,-0.05,-1.868750109180173e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.6,-0.05,-1.845694575459159e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.7,-0.05,-1.824561324073896e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.8,-0.05,-1.805190082465897e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
108.9,-0.05,-1.787433940998488e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109,-0.05,-1.771158238766186e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.1,-0.05,-1.756239542405275e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.2,-0.05,-1.742564709965628e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.3,-0.05,-1.730030032825274e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.4,-0.05,-1.718540449165442e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.5,-0.05,-1.708008823104277e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.6,-0.05,-1.69835528379627e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.7,-0.05,-1.689506619741202e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.8,-0.05,-1.681395723476998e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
109.9,-0.05,-1.673961082765698e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110,-0.05,-1.667146314007986e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.1,-0.05,-1.660899734636465e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.2,-0.05,-1.655173971223305e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.3,-0.05,-1.649925600091204e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.4,-0.05,-1.64511481809559e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.5,-0.05,-1.640705140725982e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.6,-0.05,-1.636663125411528e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.7,-0.05,-1.632958117893899e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.8,-0.05,-1.62956201975031e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
110.9,-0.05,-1.62644907529756e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111,-0.05,-1.623595676261926e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.1,-0.05,-1.620980182738621e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.2,-0.05,-1.618582759074267e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.3,-0.05,-1.616385223437262e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.4,-0.05,-1.614370909927446e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.5,-0.05,-1.612524542183516e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.6,-0.05,-1.610832117529388e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.7,-0.05,-1.609280800777902e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.8,-0.05,-1.607858826891501e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
111.9,-0.05,-1.606555411755946e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112,-0.05,-1.605360670395479e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.1,-0.05,-1.604265542005982e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.2,-0.05,-1.603261721238247e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.3,-0.05,-1.602341595211783e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.4,-0.05,-1.601498185778577e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.5,-0.05,-1.600725096602229e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.6,-0.05,-1.600016464648324e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.7,-0.05,-1.599366915719806e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.8,-0.05,-1.598771523699824e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
112.9,-0.05,-1.598225773192081e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113,-0.05,-1.597725525277046e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.1,-0.05,-1.597266986122264e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.2,-0.05,-1.596846678211902e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.3,-0.05,-1.596461413981903e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.4,-0.05,-1.596108271617726e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.5,-0.05,-1.595784572913518e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.6,-0.05,-1.59548786296993e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.7,-0.05,-1.59521589156673e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.8,-0.05,-1.594966596098847e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
113.9,-0.05,-1.59473808593394e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114,-0.05,-1.594528628072428e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.1,-0.05,-1.594336634006156e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.2,-0.05,-1.594160647670751e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.3,-0.05,-1.593999334402853e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.4,-0.05,-1.593851470818231e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.5,-0.05,-1.593715935533753e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.6,-0.05,-1.593591700662911e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.7,-0.05,-1.593477824020442e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.8,-0.05,-1.593373441976957e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
114.9,-0.05,-1.593277762909106e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115,-0.05,-1.593190061195917e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.1,-0.05,-1.593109671716096e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.2,-0.05,-1.593035984803607e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.3,-0.05,-1.592968441624034e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.4,-0.05,-1.592906529936433e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.5,-0.05,-1.592849780208546e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.6,-0.05,-1.59279776205592e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.7,-0.05,-1.592750080977908e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.8,-0.05,-1.592706375365857e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
115.9,-0.05,-1.592666313760597e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116,-0.05,-1.592629592338731e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.1,-0.05,-1.592595932608554e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.2,-0.05,-1.592565079297929e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.3,-0.05,-1.592536798418333e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.4,-0.05,-1.592510875490307e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.5,-0.05,-1.592487113916872e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.6,-0.05,-1.592465333492549e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.7,-0.05,-1.592445369036703e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.8,-0.05,-1.59242706914085e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
116.9,-0.05,-1.592410295020324e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117,-0.05,-1.592394919461799e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.1,-0.05,-1.59238082585853e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.2,-0.05,-1.592367907325994e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.3,-0.05,-1.592356065891433e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.4,-0.05,-1.592345211754612e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.5,-0.05,-1.592335262596807e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.6,-0.05,-1.592326142964762e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.7,-0.05,-1.592317783692012e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.8,-0.05,-1.592310121382959e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
117.9,-0.05,-1.592303097927197e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118,-0.05,-1.592296660059973e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.1,-0.05,-1.592290758956951e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.2,-0.05,-1.592285349864698e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.3,-0.05,-1.592280391761216e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.4,-0.05,-1.592275847044912e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.5,-0.05,-1.592271681249235e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.6,-0.05,-1.592267862781266e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.7,-0.05,-1.592264362682153e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.8,-0.05,-1.592261154407539e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
118.9,-0.05,-1.592258213626268e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119,-0.05,-1.592255518035908e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.1,-0.05,-1.592253047193302e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.2,-0.05,-1.592250782359858e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.3,-0.05,-1.592248706359338e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.4,-0.05,-1.592246803447593e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.5,-0.05,-1.592245059193162e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.6,-0.05,-1.592243460367821e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.7,-0.05,-1.592241994846263e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.8,-0.05,-1.592240651514138e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
119.9,-0.05,-1.592239420183773e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
120,-0.05,-1.5922382915169e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.05
120,-0.09499999999999997,-5.174774447429922e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.1,-0.09499999999999997,-9.825282757827359e-12,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.2,-0.09499999999999997,-1.394370962065838e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.3,-0.09499999999999997,-1.759093239609056e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.4,-0.09499999999999997,-2.082086324516674e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.5,-0.09499999999999997,-2.368124604379265e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.6,-0.09499999999999997,-2.621436211897354e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.7,-0.09499999999999997,-2.845765523809507e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.8,-0.09499999999999997,-3.044428509186866e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
120.9,-0.09499999999999997,-3.220361745090012e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121,-0.09499999999999997,-3.376165824250511e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.1,-0.09499999999999997,-3.514143796168508e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.2,-0.09499999999999997,-3.636335210136472e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.3,-0.09499999999999997,-3.744546263248983e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.4,-0.09499999999999997,-3.840376499098911e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.5,-0.09499999999999997,-3.925242451650178e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.6,-0.09499999999999997,-4.00039858417006e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.7,-0.09499999999999997,-4.066955832216696e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.8,-0.09499999999999997,-4.125898025181604e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
121.9,-0.09499999999999997,-4.178096429033794e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
122,-0.09499999999999997,-4.224322625016709e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
122.1,-0.09499999999999997,-4.265259915011379e-11,-5.423591442273387e-11,-0.09499999999999997,-0.09999999999999998,-0.09499999999999997
