"time","a1.vc.v_stim","a2.vc.v_stim","a3.vc.v_stim","b1.vc.v_stim","b2.vc.v_stim","b3.vc.v_stim","c1.vc.v_stim","c2.vc.v_stim","c3.vc.v_stim","d1.vc.v_stim","d2.vc.v_stim","d3.vc.v_stim","a1.naca.i_ion","a2.naca.i_ion","a3.naca.i_ion","b1.naca.i_ion","b2.naca.i_ion","b3.naca.i_ion","c1.naca.i_ion","c2.naca.i_ion","c3.naca.i_ion","d1.naca.i_ion","d2.naca.i_ion","d3.naca.i_ion","a1.naca.i","a1.vc.v","a2.naca.i","a2.vc.v","a3.naca.i","a3.vc.v","b1.naca.i","b1.vc.v","b2.naca.i","b2.vc.v","b3.naca.i","b3.vc.v","c1.naca.i","c1.vc.v","c2.naca.i","c2.vc.v","c3.naca.i","c3.vc.v","d1.naca.i","d1.vc.v","d2.naca.i","d2.vc.v","d3.naca.i","d3.vc.v"
30,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,2.840070438835381e-11,9.32202843515971e-12,9.181699965381929e-13,1.520760097614157e-11,1.095202399969379e-11,2.012375295489894e-12,-4.35233791683565e-11,-2.239111795168286e-11,-6.985995032168356e-12,-1.28047749006214e-10,-1.074268901067586e-10,-7.216864729813238e-11,2.840070438835381e-11,-0.11,9.32202843515971e-12,-0.11,9.181699965381929e-13,-0.11,1.520760097614157e-11,-0.11,1.095202399969379e-11,-0.11,2.012375295489894e-12,-0.11,-4.35233791683565e-11,-0.11,-2.239111795168286e-11,-0.11,-6.985995032168356e-12,-0.11,-1.28047749006214e-10,-0.11,-1.074268901067586e-10,-0.11,-7.216864729813238e-11,-0.11
31,-0.109,-0.109,-0.109,-0.109,-0.109,-0.109,-0.109,-0.109,-0.109,-0.109,-0.109,-0.109,2.875518386386683e-11,9.47926362214706e-12,9.354416595791005e-13,1.536229407071907e-11,1.108525800452361e-11,2.045333883239201e-12,-4.330912009005159e-11,-2.223770237767869e-11,-6.924540567383488e-12,-1.274436351218788e-10,-1.068666655346952e-10,-7.174624885851234e-11,2.875518386386683e-11,-0.109,9.47926362214706e-12,-0.109,9.354416595791005e-13,-0.109,1.536229407071907e-11,-0.109,1.108525800452361e-11,-0.109,2.045333883239201e-12,-0.109,-4.330912009005159e-11,-0.109,-2.223770237767869e-11,-0.109,-6.924540567383488e-12,-0.109,-1.274436351218788e-10,-0.109,-1.068666655346952e-10,-0.109,-7.174624885851234e-11,-0.109
32,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,2.911307866127217e-11,9.638860927372596e-12,9.53022883316533e-13,1.551790228587005e-11,1.121959761781234e-11,2.078774530168928e-12,-4.309531206128025e-11,-2.208445759090265e-11,-6.863188732207377e-12,-1.268390207907098e-10,-1.063063094714441e-10,-7.132407740886231e-11,2.911307866127217e-11,-0.108,9.638860927372596e-12,-0.108,9.53022883316533e-13,-0.108,1.551790228587005e-11,-0.108,1.121959761781234e-11,-0.108,2.078774530168928e-12,-0.108,-4.309531206128025e-11,-0.108,-2.208445759090265e-11,-0.108,-6.863188732207377e-12,-0.108,-1.268390207907098e-10,-0.108,-1.063063094714441e-10,-0.108,-7.132407740886231e-11,-0.108
33,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,2.947439935663158e-11,9.800848192254906e-12,9.709188279662481e-13,1.567441964814767e-11,1.135504183886672e-11,2.112702922902131e-12,-4.288195678045738e-11,-2.193138172716326e-11,-6.801939936461526e-12,-1.262339268944478e-10,-1.057458363717275e-10,-7.09021342953474e-11,2.947439935663158e-11,-0.107,9.800848192254906e-12,-0.107,9.709188279662481e-13,-0.107,1.567441964814767e-11,-0.107,1.135504183886672e-11,-0.107,2.112702922902131e-12,-0.107,-4.288195678045738e-11,-0.107,-2.193138172716326e-11,-0.107,-6.801939936461526e-12,-0.107,-1.262339268944478e-10,-0.107,-1.057458363717275e-10,-0.107,-7.09021342953474e-11,-0.107
34,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,-0.106,2.983915604621782e-11,9.96525338072538e-12,9.891347300147014e-13,1.583183998532806e-11,1.149158945028489e-11,2.147124782828996e-12,-4.266905593250731e-11,-2.177847296585848e-11,-6.740794662652766e-12,-1.256283744675426e-10,-1.051852607814952e-10,-7.04804208667666e-11,2.983915604621782e-11,-0.106,9.96525338072538e-12,-0.106,9.891347300147014e-13,-0.106,1.583183998532806e-11,-0.106,1.149158945028489e-11,-0.106,2.147124782828996e-12,-0.106,-4.266905593250731e-11,-0.106,-2.177847296585848e-11,-0.106,-6.740794662652766e-12,-0.106,-1.256283744675426e-10,-0.106,-1.051852607814952e-10,-0.106,-7.04804208667666e-11,-0.106
35,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,-0.105,3.020735833585988e-11,1.013210457357931e-11,1.007675903101102e-12,1.599015692680987e-11,1.162923901592557e-11,2.182045865496023e-12,-4.245661118895893e-11,-2.162572953250138e-11,-6.679753467521507e-12,-1.250223846953165e-10,-1.046245973380702e-10,-7.005893847680255e-11,3.020735833585988e-11,-0.105,1.013210457357931e-11,-0.105,1.007675903101102e-12,-0.105,1.599015692680987e-11,-0.105,1.162923901592557e-11,-0.105,2.182045865496023e-12,-0.105,-4.245661118895893e-11,-0.105,-2.162572953250138e-11,-0.105,-6.679753467521507e-12,-0.105,-1.250223846953165e-10,-0.105,-1.046245973380702e-10,-0.105,-7.005893847680255e-11,-0.105
36,-0.104,-0.104,-0.104,-0.104,-0.104,-0.104,-0.104,-0.104,-0.104,-0.104,-0.104,-0.104,3.057901533032487e-11,1.030142996262303e-11,1.026547738902764e-12,1.614936390410841e-11,1.176798887895756e-11,2.217471959969596e-12,-4.224462420804213e-11,-2.1473149701318e-11,-6.618816983583812e-12,-1.244159789120748e-10,-1.040638607702895e-10,-6.963768848635362e-11,3.057901533032487e-11,-0.104,1.030142996262303e-11,-0.104,1.026547738902764e-12,-0.104,1.614936390410841e-11,-0.104,1.176798887895756e-11,-0.104,2.217471959969596e-12,-0.104,-4.224462420804213e-11,-0.104,-2.1473149701318e-11,-0.104,-6.618816983583812e-12,-0.104,-1.244159789120748e-10,-0.104,-1.040638607702895e-10,-0.104,-6.963768848635362e-11,-0.104
37,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,3.095413562274465e-11,1.047325784461687e-11,1.045755708024097e-12,1.630945415144487e-11,1.190783715999234e-11,2.253408888173582e-12,-4.203309663478581e-11,-2.132073179791836e-11,-6.557985920664947e-12,-1.238091785991635e-10,-1.035030658986412e-10,-6.921667226595044e-11,3.095413562274465e-11,-0.103,1.047325784461687e-11,-0.103,1.045755708024097e-12,-0.103,1.630945415144487e-11,-0.103,1.190783715999234e-11,-0.103,2.253408888173582e-12,-0.103,-4.203309663478581e-11,-0.103,-2.132073179791836e-11,-0.103,-6.557985920664947e-12,-0.103,-1.238091785991635e-10,-0.103,-1.035030658986412e-10,-0.103,-6.921667226595044e-11,-0.103
38,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,-0.102,3.133272728409515e-11,1.064761661500995e-11,1.065305360889131e-12,1.647042070643113e-11,1.204878175530201e-11,2.289862504201039e-12,-4.182203010111719e-11,-2.116847420204169e-11,-6.497261067421709e-12,-1.232020053829736e-10,-1.029422276353955e-10,-6.879589119825898e-11,3.133272728409515e-11,-0.102,1.064761661500995e-11,-0.102,1.065305360889131e-12,-0.102,1.647042070643113e-11,-0.102,1.204878175530201e-11,-0.102,2.289862504201039e-12,-0.102,-4.182203010111719e-11,-0.102,-2.116847420204169e-11,-0.102,-6.497261067421709e-12,-0.102,-1.232020053829736e-10,-0.102,-1.029422276353955e-10,-0.102,-6.879589119825898e-11,-0.102
39,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,-0.101,3.171479785273639e-11,1.082453476146519e-11,1.085202328637358e-12,1.663225641085051e-11,1.219082033512518e-11,2.326838693598947e-12,-4.161142622596255e-11,-2.101637535037648e-11,-6.436643292850738e-12,-1.225944810328921e-10,-1.023813609847307e-10,-6.83753466806723e-11,3.171479785273639e-11,-0.101,1.082453476146519e-11,-0.101,1.085202328637358e-12,-0.101,1.663225641085051e-11,-0.101,1.219082033512518e-11,-0.101,2.326838693598947e-12,-0.101,-4.161142622596255e-11,-0.101,-2.101637535037648e-11,-0.101,-6.436643292850738e-12,-0.101,-1.225944810328921e-10,-0.101,-1.023813609847307e-10,-0.101,-6.83753466806723e-11,-0.101
40,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,3.210035432402134e-11,1.100404085717182e-11,1.105452324021956e-12,1.679495391153492e-11,1.2333950342063e-11,2.364343372626393e-12,-4.140128661534933e-11,-2.086443373945671e-11,-6.376133547780034e-12,-1.219866274592e-10,-1.018204810428529e-10,-6.795504012799278e-11,3.210035432402134e-11,-0.1,1.100404085717182e-11,-0.1,1.105452324021956e-12,-0.1,1.679495391153492e-11,-0.1,1.2333950342063e-11,-0.1,2.364343372626393e-12,-0.1,-4.140128661534933e-11,-0.1,-2.086443373945671e-11,-0.1,-6.376133547780034e-12,-0.1,-1.219866274592e-10,-0.1,-1.018204810428529e-10,-0.1,-6.795504012799278e-11,-0.1
41,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,-0.099,3.2489403139982e-11,1.118616355394386e-11,1.126061142311698e-12,1.695850566133848e-11,1.247816898956775e-11,2.402382487485158e-12,-4.119161286250941e-11,-2.071264792863444e-11,-6.315732866340568e-12,-1.213784667109165e-10,-1.01259602998108e-10,-6.753497297520748e-11,3.2489403139982e-11,-0.099,1.118616355394386e-11,-0.099,1.126061142311698e-12,-0.099,1.695850566133848e-11,-0.099,1.247816898956775e-11,-0.099,2.402382487485158e-12,-0.099,-4.119161286250941e-11,-0.099,-2.071264792863444e-11,-0.099,-6.315732866340568e-12,-0.099,-1.213784667109165e-10,-0.099,-1.01259602998108e-10,-0.099,-6.753497297520748e-11,-0.099
42,-0.098,-0.098,-0.098,-0.098,-0.098,-0.098,-0.098,-0.098,-0.098,-0.098,-0.098,-0.098,3.288195017910127e-11,1.137093157510167e-11,1.147034662194889e-12,1.712290392020784e-11,1.262347326052617e-11,2.440962013522972e-12,-4.098240654798374e-11,-2.056101654312989e-11,-6.255442367414876e-12,-1.207700209735903e-10,-1.006987421310884e-10,-6.711514668035822e-11,3.288195017910127e-11,-0.098,1.137093157510167e-11,-0.098,1.147034662194889e-12,-0.098,1.712290392020784e-11,-0.098,1.262347326052617e-11,-0.098,2.440962013522972e-12,-0.098,-4.098240654798374e-11,-0.098,-2.056101654312989e-11,-0.098,-6.255442367414876e-12,-0.098,-1.207700209735903e-10,-0.098,-1.006987421310884e-10,-0.098,-6.711514668035822e-11,-0.098
43,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,-0.097,3.327800074617905e-11,1.155837370813551e-11,1.168378846685475e-12,1.728814075634939e-11,1.276985990594e-11,2.480087954408732e-12,-4.077366923972814e-11,-2.040953827715938e-11,-6.195263256059376e-12,-1.201613125670366e-10,-1.001379138147292e-10,-6.669556272750903e-11,3.327800074617905e-11,-0.097,1.155837370813551e-11,-0.097,1.168378846685475e-12,-0.097,1.728814075634939e-11,-0.097,1.276985990594e-11,-0.097,2.480087954408732e-12,-0.097,-4.077366923972814e-11,-0.097,-2.040953827715938e-11,-0.097,-6.195263256059376e-12,-0.097,-1.201613125670366e-10,-0.097,-1.001379138147292e-10,-0.097,-6.669556272750903e-11,-0.097
44,-0.096,-0.096,-0.096,-0.096,-0.096,-0.096,-0.096,-0.096,-0.096,-0.096,-0.096,-0.096,3.367755956230113e-11,1.174851879714888e-11,1.190099744031885e-12,1.745420804749316e-11,1.291732544370543e-11,2.519766341279456e-12,-4.056540249322029e-11,-2.025821189714165e-11,-6.135196824896945e-12,-1.19552363943022e-10,-9.957713351439816e-11,-6.627622262981269e-11,3.367755956230113e-11,-0.096,1.174851879714888e-11,-0.096,1.190099744031885e-12,-0.096,1.745420804749316e-11,-0.096,1.291732544370543e-11,-0.096,2.519766341279456e-12,-0.096,-4.056540249322029e-11,-0.096,-2.025821189714165e-11,-0.096,-6.135196824896945e-12,-0.096,-1.19552363943022e-10,-0.096,-9.957713351439816e-11,-0.096,-6.627622262981269e-11,-0.096
45,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,-0.095,3.408063075491998e-11,1.194139573507975e-11,1.212203488627615e-12,1.762109748225347e-11,1.306586615749411e-11,2.560003231858732e-12,-4.035760785156778e-11,-2.010703624498289e-11,-6.075244455476257e-12,-1.189431976828948e-10,-9.901641678797501e-11,-6.585712793267895e-11,3.408063075491998e-11,-0.095,1.194139573507975e-11,-0.095,1.212203488627615e-12,-0.095,1.762109748225347e-11,-0.095,1.306586615749411e-11,-0.095,2.560003231858732e-12,-0.095,-4.035760785156778e-11,-0.095,-2.010703624498289e-11,-0.095,-6.075244455476257e-12,-0.095,-1.189431976828948e-10,-0.095,-9.901641678797501e-11,-0.095,-6.585712793267895e-11,-0.095
46,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,-0.094,3.448721784805601e-11,1.213703345569852e-11,1.23469630192253e-12,1.778880056158606e-11,1.321547809573729e-11,2.600804709546351e-12,-4.015028684561726e-11,-1.99560102414409e-11,-6.015407619594185e-12,-1.183338364951627e-10,-9.845577928592168e-11,-6.543828021704636e-11,3.448721784805601e-11,-0.094,1.213703345569852e-11,-0.094,1.23469630192253e-12,-0.094,1.778880056158606e-11,-0.094,1.321547809573729e-11,-0.094,2.600804709546351e-12,-0.094,-4.015028684561726e-11,-0.094,-1.99560102414409e-11,-0.094,-6.015407619594185e-12,-0.094,-1.183338364951627e-10,-0.094,-9.845577928592168e-11,-0.094,-6.543828021704636e-11,-0.094
47,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,-0.093,3.489732375262837e-11,1.233546092538107e-11,1.257584493336952e-12,1.795730860034157e-11,1.336615707071536e-11,2.642176882478642e-12,-3.994344099406474e-11,-1.980513288956838e-11,-5.955687880577465e-12,-1.177243032130175e-10,-9.789523675134141e-11,-6.501968110275984e-11,3.489732375262837e-11,-0.093,1.233546092538107e-11,-0.093,1.257584493336952e-12,-0.093,1.795730860034157e-11,-0.093,1.336615707071536e-11,-0.093,2.642176882478642e-12,-0.093,-3.994344099406474e-11,-0.093,-1.980513288956838e-11,-0.093,-5.955687880577465e-12,-0.093,-1.177243032130175e-10,-0.093,-9.789523675134141e-11,-0.093,-6.501968110275984e-11,-0.093
48,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,-0.092,3.531095075692444e-11,1.253670713465584e-11,1.280874461175886e-12,1.812661272891483e-11,1.35178986577546e-11,2.684125882559612e-12,-3.973707180356669e-11,-1.96544032782353e-11,-5.896086894519704e-12,-1.17114620791806e-10,-9.733480502002739e-11,-6.460133225205634e-11,3.531095075692444e-11,-0.092,1.253670713465584e-11,-0.092,1.280874461175886e-12,-0.092,1.812661272891483e-11,-0.092,1.35178986577546e-11,-0.092,2.684125882559612e-12,-0.092,-3.973707180356669e-11,-0.092,-1.96544032782353e-11,-0.092,-5.896086894519704e-12,-0.092,-1.17114620791806e-10,-0.092,-9.733480502002739e-11,-0.092,-6.460133225205634e-11,-0.092
49,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,-0.091,3.572810051721673e-11,1.274080108952357e-11,1.304572693544484e-12,1.829670389498972e-11,1.367069819453288e-11,2.726657864462114e-12,-3.953118076885226e-11,-1.950382058573035e-11,-5.83660641146966e-12,-1.165048123064484e-10,-9.677450002049887e-11,-6.418323537316073e-11,3.572810051721673e-11,-0.091,1.274080108952357e-11,-0.091,1.304572693544484e-12,-0.091,1.829670389498972e-11,-0.091,1.367069819453288e-11,-0.091,2.726657864462114e-12,-0.091,-3.953118076885226e-11,-0.091,-1.950382058573035e-11,-0.091,-5.83660641146966e-12,-0.091,-1.165048123064484e-10,-0.091,-9.677450002049887e-11,-0.091,-6.418323537316073e-11,-0.091
50,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,3.614877404853697e-11,1.294777180254875e-11,1.328685769263666e-12,1.846757286537898e-11,1.382455078049623e-11,2.769779004599307e-12,-3.932576937283625e-11,-1.935338408344115e-11,-5.77724827656663e-12,-1.158949009488042e-10,-9.621433777402481e-11,-6.376539222399399e-11,3.614877404853697e-11,-0.09,1.294777180254875e-11,-0.09,1.328685769263666e-12,-0.09,1.846757286537898e-11,-0.09,1.382455078049623e-11,-0.09,2.769779004599307e-12,-0.09,-3.932576937283625e-11,-0.09,-1.935338408344115e-11,-0.09,-5.77724827656663e-12,-0.09,-1.158949009488042e-10,-0.09,-9.621433777402481e-11,-0.09,-6.376539222399399e-11,-0.09
51,-0.089,-0.089,-0.089,-0.089,-0.089,-0.089,-0.089,-0.089,-0.089,-0.089,-0.089,-0.089,3.657297171561593e-11,1.315764828372221e-11,1.353220358786558e-12,1.86392102279584e-11,1.397945127638785e-11,2.813495500065766e-12,-3.912083908673307e-11,-1.92030931396126e-11,-5.718014431118681e-12,-1.15284910024985e-10,-9.565433439463413e-11,-6.334780461599572e-11,3.657297171561593e-11,-0.089,1.315764828372221e-11,-0.089,1.353220358786558e-12,-0.089,1.86392102279584e-11,-0.089,1.397945127638785e-11,-0.089,2.813495500065766e-12,-0.089,-3.912083908673307e-11,-0.089,-1.92030931396126e-11,-0.089,-5.718014431118681e-12,-0.089,-1.15284910024985e-10,-0.089,-9.565433439463413e-11,-0.089,-6.334780461599572e-11,-0.089
52,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,-0.08799999999999999,3.700069322399869e-11,1.337045953109422e-11,1.378183225114646e-12,1.881160639369464e-11,1.413539430389112e-11,2.857813567548127e-12,-3.89163913701714e-11,-1.905294722318284e-11,-5.658906913619277e-12,-1.146748629526152e-10,-9.509450608911175e-11,-6.293047441806349e-11,3.700069322399869e-11,-0.08799999999999999,1.337045953109422e-11,-0.08799999999999999,1.378183225114646e-12,-0.08799999999999999,1.881160639369464e-11,-0.08799999999999999,1.413539430389112e-11,-0.08799999999999999,2.857813567548127e-12,-0.08799999999999999,-3.89163913701714e-11,-0.08799999999999999,-1.905294722318284e-11,-0.08799999999999999,-5.658906913619277e-12,-0.08799999999999999,-1.146748629526152e-10,-0.08799999999999999,-9.509450608911175e-11,-0.08799999999999999,-6.293047441806349e-11,-0.08799999999999999
53,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,-0.08699999999999999,3.743193761134448e-11,1.358623452117715e-11,1.403581224713074e-12,1.898475159876595e-11,1.429237424538815e-11,2.902739442205142e-12,-3.871242767130968e-11,-1.890294590769607e-11,-5.599927860697842e-12,-1.140647832580408e-10,-9.45348691569796e-11,-6.251340356061058e-11,3.743193761134448e-11,-0.08699999999999999,1.358623452117715e-11,-0.08699999999999999,1.403581224713074e-12,-0.08699999999999999,1.898475159876595e-11,-0.08699999999999999,1.429237424538815e-11,-0.08699999999999999,2.902739442205142e-12,-0.08699999999999999,-3.871242767130968e-11,-0.08699999999999999,-1.890294590769607e-11,-0.08699999999999999,-5.599927860697842e-12,-0.08699999999999999,-1.140647832580408e-10,-0.08699999999999999,-9.45348691569796e-11,-0.08699999999999999,-6.251340356061058e-11,-0.08699999999999999
54,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,-0.08599999999999999,3.78667032389204e-11,1.380500219911856e-11,1.429421308426167e-12,1.915863590677503e-11,1.445038524383539e-11,2.948279376516816e-12,-3.850894942695228e-11,-1.875308887529099e-11,-5.54107950799962e-12,-1.134546945734858e-10,-9.397543999046168e-11,-6.209659403974454e-11,3.78667032389204e-11,-0.08599999999999999,1.380500219911856e-11,-0.08599999999999999,1.429421308426167e-12,-0.08599999999999999,1.915863590677503e-11,-0.08599999999999999,1.445038524383539e-11,-0.08599999999999999,2.948279376516816e-12,-0.08599999999999999,-3.850894942695228e-11,-0.08599999999999999,-1.875308887529099e-11,-0.08599999999999999,-5.54107950799962e-12,-0.08599999999999999,-1.134546945734858e-10,-0.08599999999999999,-9.397543999046168e-11,-0.08599999999999999,-6.209659403974454e-11,-0.08599999999999999
55,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,-0.08499999999999999,3.830498778329825e-11,1.402679146864307e-11,1.455710522391439e-12,1.933324921105277e-11,1.460942120275744e-11,2.994439639102419e-12,-3.830595806266629e-11,-1.860337592076375e-11,-5.482364190990184e-12,-1.128446206341579e-10,-9.341623507443256e-11,-6.168004792156847e-11,3.830498778329825e-11,-0.08499999999999999,1.402679146864307e-11,-0.08499999999999999,1.455710522391439e-12,-0.08499999999999999,1.933324921105277e-11,-0.08499999999999999,1.460942120275744e-11,-0.08499999999999999,2.994439639102419e-12,-0.08499999999999999,-3.830595806266629e-11,-0.08499999999999999,-1.860337592076375e-11,-0.08499999999999999,-5.482364190990184e-12,-0.08499999999999999,-1.128446206341579e-10,-0.08499999999999999,-9.341623507443256e-11,-0.08499999999999999,-6.168004792156847e-11,-0.08499999999999999
56,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,-0.08400000000000001,3.874678822826396e-11,1.425163118176473e-11,1.482456008951923e-12,1.950858123705226e-11,1.476947578636034e-11,3.041226513507321e-12,-3.810345499289903e-11,-1.8453806955704e-11,-5.423784345679747e-12,-1.122345852753022e-10,-9.28572709863483e-11,-6.126376734660684e-11,3.874678822826396e-11,-0.08400000000000001,1.425163118176473e-11,-0.08400000000000001,1.482456008951923e-12,-0.08400000000000001,1.950858123705226e-11,-0.08400000000000001,1.476947578636034e-11,-0.08400000000000001,3.041226513507321e-12,-0.08400000000000001,-3.810345499289903e-11,-0.08400000000000001,-1.8453806955704e-11,-0.08400000000000001,-5.423784345679747e-12,-0.08400000000000001,-1.122345852753022e-10,-0.08400000000000001,-9.28572709863483e-11,-0.08400000000000001,-6.126376734660684e-11,-0.08400000000000001
57,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,-0.083,3.919210085694883e-11,1.447955012826929e-11,1.509665007567808e-12,1.968462154483153e-11,1.493054241976561e-11,3.088646296958292e-12,-3.790144162109602e-11,-1.830438201270211e-11,-5.365342509262506e-12,-1.116246124292045e-10,-9.229856439615891e-11,-6.084775453435785e-11,3.919210085694883e-11,-0.083,1.447955012826929e-11,-0.083,1.509665007567808e-12,-0.083,1.968462154483153e-11,-0.083,1.493054241976561e-11,-0.083,3.088646296958292e-12,-0.083,-3.790144162109602e-11,-0.083,-1.830438201270211e-11,-0.083,-5.365342509262506e-12,-0.083,-1.116246124292045e-10,-0.083,-9.229856439615891e-11,-0.083,-6.084775453435785e-11,-0.083
58,-0.082,-0.082,-0.082,-0.082,-0.082,-0.082,-0.082,-0.082,-0.082,-0.082,-0.082,-0.082,3.964092124419175e-11,1.471057702496725e-11,1.537344855724759e-12,1.986135953162416e-11,1.509261428936584e-11,3.136705299087287e-12,-3.769991933981945e-11,-1.815510124962582e-11,-5.307041320666011e-12,-1.110147261221441e-10,-9.174013206620139e-11,-6.043201178797424e-11,3.964092124419175e-11,-0.082,1.471057702496725e-11,-0.082,1.537344855724759e-12,-0.082,1.986135953162416e-11,-0.082,1.509261428936584e-11,-0.082,3.136705299087287e-12,-0.082,-3.769991933981945e-11,-0.082,-1.815510124962582e-11,-0.082,-5.307041320666011e-12,-0.082,-1.110147261221441e-10,-0.082,-9.174013206620139e-11,-0.082,-6.043201178797424e-11,-0.082
59,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,4.00932442491418e-11,1.494474050471822e-11,1.565502989841101e-12,2.003878443449615e-11,1.525568434330287e-11,3.185409840623467e-12,-3.749888953086728e-11,-1.800596495396408e-11,-5.248883521005673e-12,-1.104049504712966e-10,-9.118199085107268e-11,-6.001654149907433e-11,4.00932442491418e-11,-0.081,1.494474050471822e-11,-0.081,1.565502989841101e-12,-0.081,2.003878443449615e-11,-0.081,1.525568434330287e-11,-0.081,3.185409840623467e-12,-0.081,-3.749888953086728e-11,-0.081,-1.800596495396408e-11,-0.081,-5.248883521005673e-12,-0.081,-1.104049504712966e-10,-0.081,-9.118199085107268e-11,-0.081,-6.001654149907433e-11,-0.081
60,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,4.054906400811037e-11,1.51820691052285e-11,1.594146946171152e-12,2.021688533308803e-11,1.541974529206957e-11,3.234766252053413e-12,-3.729835356539241e-11,-1.78569735472354e-11,-5.190871953939312e-12,-1.097953096815868e-10,-9.062415769748094e-11,-5.960134615268443e-11,4.054906400811037e-11,-0.08,1.51820691052285e-11,-0.08,1.594146946171152e-12,-0.08,2.021688533308803e-11,-0.08,1.541974529206957e-11,-0.08,3.234766252053413e-12,-0.08,-3.729835356539241e-11,-0.08,-1.78569735472354e-11,-0.08,-5.190871953939312e-12,-0.08,-1.097953096815868e-10,-0.08,-9.062415769748094e-11,-0.08,-5.960134615268443e-11,-0.08
