"time","l2.v","vc.i","vc.is_end","vc.v_pulse","vc.vs_end","vc.v"
70.09999999999999,-0.11,-7.015665208861e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.2,-0.11,-7.018618075964081e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.3,-0.11,-7.020802045329772e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.40000000000001,-0.11,-7.022417430922449e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.5,-0.11,-7.023612266247139e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.59999999999999,-0.11,-7.024495377659063e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.7,-0.11,-7.025147201342734e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.8,-0.11,-7.025629982974291e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
70.90000000000001,-0.11,-7.025989094760359e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71,-0.11,-7.026256828659679e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.09999999999999,-0.11,-7.026454643372152e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.2,-0.11,-7.02660055224775e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.3,-0.11,-7.026708114809712e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.40000000000001,-0.11,-7.026786595931235e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.5,-0.11,-7.026844261793865e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.59999999999999,-0.11,-7.026886831793095e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.7,-0.11,-7.026918297854672e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.8,-0.11,-7.026941479041718e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
71.90000000000001,-0.11,-7.026958521105812e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
72,-0.11,-7.026970902615327e-11,-7.75713762784686e-11,-0.11,-0.115,-0.11
72,-0.05,-1.756742725653832e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.00000000050059,-0.05,-1.756742724957626e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.00000000050059,-0.05,-1.756742724957626e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.09999999999999,-0.05,-1.623545749906578e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.2,-0.05,-1.501458051957816e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.3,-0.05,-1.389549233001347e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.40000000000001,-0.05,-1.286970600048328e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.5,-0.05,-1.192943086626842e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.59999999999999,-0.05,-1.10675477817134e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.7,-0.05,-1.027754099393144e-11,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.8,-0.05,-9.553409888256035e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
72.90000000000001,-0.05,-8.889642259223716e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73,-0.05,-8.281205413082322e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.09999999999999,-0.05,-7.723495306341045e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.2,-0.05,-7.212287097048797e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.3,-0.05,-6.743703551525103e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.40000000000001,-0.05,-6.314189265877659e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.5,-0.05,-5.920486163683694e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.59999999999999,-0.05,-5.559609530454943e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.7,-0.05,-5.22882432434477e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.8,-0.05,-4.9256223662293e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
73.90000000000001,-0.05,-4.647700721248185e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74,-0.05,-4.392955087971442e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.09999999999999,-0.05,-4.159447836817006e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.2,-0.05,-3.945409026768481e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.3,-0.05,-3.749212754918222e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.40000000000001,-0.05,-3.569374780870984e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.5,-0.05,-3.404531381293078e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.59999999999999,-0.05,-3.253431129357083e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.7,-0.05,-3.114930295687293e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.8,-0.05,-2.987976677597728e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
74.90000000000001,-0.05,-2.871608150287282e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75,-0.05,-2.764941646555707e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.09999999999999,-0.05,-2.667167810374277e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.2,-0.05,-2.577546027504331e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.3,-0.05,-2.495395744778765e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.40000000000001,-0.05,-2.420094883255403e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.5,-0.05,-2.351072060724988e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.59999999999999,-0.05,-2.287803912115245e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.7,-0.05,-2.229811115632606e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.8,-0.05,-2.176653106690079e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
75.90000000000001,-0.05,-2.127927381522424e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76,-0.05,-2.083263859373857e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.09999999999999,-0.05,-2.042324138294361e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.2,-0.05,-2.00479772593493e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.3,-0.05,-1.970399889758404e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.40000000000001,-0.05,-1.938870130100135e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.5,-0.05,-1.909968979676826e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.59999999999999,-0.05,-1.883477551055978e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.7,-0.05,-1.85919477874491e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.8,-0.05,-1.836936505976583e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
76.90000000000001,-0.05,-1.816534121292894e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77,-0.05,-1.797832633664125e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.09999999999999,-0.05,-1.780690445704092e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.2,-0.05,-1.764977399756128e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.3,-0.05,-1.750574425458611e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.40000000000001,-0.05,-1.737372312164492e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.5,-0.05,-1.725270859442706e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.59999999999999,-0.05,-1.71417842347106e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.7,-0.05,-1.704010750103159e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.8,-0.05,-1.694690827888932e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
77.90000000000001,-0.05,-1.6861479303184e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78,-0.05,-1.678317265466827e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.09999999999999,-0.05,-1.671139518630841e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.2,-0.05,-1.664560166375653e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.3,-0.05,-1.658529391177976e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.40000000000001,-0.05,-1.653001404637636e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.5,-0.05,-1.647934310302271e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.59999999999999,-0.05,-1.64328980286222e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.7,-0.05,-1.639032795415633e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.8,-0.05,-1.635131085060338e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
78.90000000000001,-0.05,-1.631555080939242e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79,-0.05,-1.628277479511151e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.09999999999999,-0.05,-1.625272924405487e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.2,-0.05,-1.622518437148316e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.3,-0.05,-1.619994050003927e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.40000000000001,-0.05,-1.617679832537607e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.5,-0.05,-1.615558191077658e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.59999999999999,-0.05,-1.61361356871987e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.7,-0.05,-1.611830843395417e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.8,-0.05,-1.610196537670236e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
79.90000000000001,-0.05,-1.608698624481738e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80,-0.05,-1.607325500500264e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.09999999999999,-0.05,-1.606066785251945e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.2,-0.05,-1.604913210588007e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.3,-0.05,-1.60385574779056e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.40000000000001,-0.05,-1.602886373603094e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.5,-0.05,-1.6019980061104e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.59999999999999,-0.05,-1.601183605853329e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.7,-0.05,-1.600436989602614e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.8,-0.05,-1.599752728543917e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
80.90000000000001,-0.05,-1.599125416697827e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81,-0.05,-1.598550308886739e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.09999999999999,-0.05,-1.598023196055141e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.2,-0.05,-1.597539969616756e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.3,-0.05,-1.597096986662614e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.40000000000001,-0.05,-1.596690975976696e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.5,-0.05,-1.596318786728229e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.59999999999999,-0.05,-1.595977612904803e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.7,-0.05,-1.595664933375359e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.8,-0.05,-1.595378297580064e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
81.90000000000001,-0.05,-1.59511554171371e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82,-0.05,-1.594874735144388e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.09999999999999,-0.05,-1.59465397439365e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.2,-0.05,-1.594451594102762e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.3,-0.05,-1.594266110426687e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.40000000000001,-0.05,-1.594096064098782e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.5,-0.05,-1.59394017536195e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.59999999999999,-0.05,-1.593797295393321e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.7,-0.05,-1.593666311615074e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.8,-0.05,-1.593546255178575e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
82.90000000000001,-0.05,-1.593436265635004e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83,-0.05,-1.593335507930241e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.09999999999999,-0.05,-1.593243231696187e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.2,-0.05,-1.593158743391486e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.3,-0.05,-1.593081396983412e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.40000000000001,-0.05,-1.593010618812089e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.5,-0.05,-1.592945863593044e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.59999999999999,-0.05,-1.592886579847523e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.7,-0.05,-1.592832248254953e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.8,-0.05,-1.592782356774698e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
83.90000000000001,-0.05,-1.59273639190923e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84,-0.05,-1.592694352876738e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.09999999999999,-0.05,-1.592656061720823e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.2,-0.05,-1.592620967339945e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.3,-0.05,-1.592588768268593e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.40000000000001,-0.05,-1.592559173444006e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.5,-0.05,-1.592531897821488e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.59999999999999,-0.05,-1.592506918085944e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.7,-0.05,-1.592484088675846e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.8,-0.05,-1.592463114607061e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
84.90000000000001,-0.05,-1.592443815563509e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85,-0.05,-1.592426016122595e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.09999999999999,-0.05,-1.592409542857971e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.2,-0.05,-1.592394447513522e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.3,-0.05,-1.592380650202515e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.40000000000001,-0.05,-1.592367965888117e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.5,-0.05,-1.592356298287579e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.59999999999999,-0.05,-1.592345554432313e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.7,-0.05,-1.592335642852686e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.8,-0.05,-1.592326572678678e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
85.90000000000001,-0.05,-1.592318285729121e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86,-0.05,-1.592310686563522e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.09999999999999,-0.05,-1.592303713532508e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.2,-0.05,-1.592297304154906e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.3,-0.05,-1.592291393763536e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.40000000000001,-0.05,-1.592286016576704e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.5,-0.05,-1.592281128115989e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.59999999999999,-0.05,-1.592276653869418e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.7,-0.05,-1.592272547768561e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.8,-0.05,-1.592268761343216e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
86.90000000000001,-0.05,-1.592265242814441e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87,-0.05,-1.592262055471999e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.09999999999999,-0.05,-1.592259163242749e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.2,-0.05,-1.592256507198101e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.3,-0.05,-1.592254059007307e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.40000000000001,-0.05,-1.592251789815528e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.5,-0.05,-1.592249669835366e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.59999999999999,-0.05,-1.592247737718072e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.7,-0.05,-1.592245970710182e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.8,-0.05,-1.592244339996662e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
87.90000000000001,-0.05,-1.592242833725429e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88,-0.05,-1.592241441179882e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.09999999999999,-0.05,-1.592240152649888e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.2,-0.05,-1.592238965377451e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.3,-0.05,-1.592237871791118e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.40000000000001,-0.05,-1.592236865082933e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.5,-0.05,-1.592235940437673e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.59999999999999,-0.05,-1.592235093745408e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.7,-0.05,-1.59223432149582e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.8,-0.05,-1.592233614332638e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
88.90000000000001,-0.05,-1.592232969453217e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89,-0.05,-1.592232383713401e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.09999999999999,-0.05,-1.592231852771656e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.2,-0.05,-1.59223137201236e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.3,-0.05,-1.592230936416729e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.40000000000001,-0.05,-1.592230540433743e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.5,-0.05,-1.592230177851082e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.59999999999999,-0.05,-1.592229841666044e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.7,-0.05,-1.592229523956479e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.8,-0.05,-1.592229215751719e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
89.90000000000001,-0.05,-1.592228906903502e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90,-0.05,-1.592228695672613e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.09999999999999,-0.05,-1.592228528978133e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.2,-0.05,-1.592228390754509e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.3,-0.05,-1.592228278948192e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.40000000000001,-0.05,-1.592228191315263e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.5,-0.05,-1.592228125375697e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.59999999999999,-0.05,-1.592228078367628e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.7,-0.05,-1.592228047201605e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.8,-0.05,-1.592228028414861e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
90.90000000000001,-0.05,-1.592228018125568e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91,-0.05,-1.592228011987109e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.09999999999999,-0.05,-1.592228005142332e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.2,-0.05,-1.592228001367624e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.3,-0.05,-1.592227997652635e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.40000000000001,-0.05,-1.5922279911616e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.5,-0.05,-1.592227979535042e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.59999999999999,-0.05,-1.592227960424901e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.7,-0.05,-1.592227931494529e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.8,-0.05,-1.592227890418689e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
91.90000000000001,-0.05,-1.592227834883562e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
92,-0.05,-1.592227762586739e-12,-7.026970902615327e-11,-0.105,-0.11,-0.05
92,-0.105,-5.970854109700267e-12,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.09999999999999,-0.105,-1.788067381571429e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.2,-0.105,-2.728070759128831e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.3,-0.105,-3.469995380407428e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.40000000000001,-0.105,-4.055580330035676e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.5,-0.105,-4.517767486958814e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.59999999999999,-0.105,-4.882562848417756e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.7,-0.105,-5.170490379343749e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.8,-0.105,-5.397739049958625e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
92.90000000000001,-0.105,-5.577101724149089e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93,-0.105,-5.718669318247307e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.09999999999999,-0.105,-5.83040549160356e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.2,-0.105,-5.918596693770367e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.3,-0.105,-5.988204038664766e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.40000000000001,-0.105,-6.043143623667035e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.5,-0.105,-6.086506329376864e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.59999999999999,-0.105,-6.120731572861736e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.7,-0.105,-6.147744822716842e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.8,-0.105,-6.169065806551922e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
93.90000000000001,-0.105,-6.185893958593701e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94,-0.105,-6.199174714198793e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.09999999999999,-0.105,-6.209656215890468e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.2,-0.105,-6.217929484576302e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.3,-0.105,-6.224460235366459e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.40000000000001,-0.105,-6.229615118845987e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.5,-0.105,-6.233683646473041e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.59999999999999,-0.105,-6.236894833728567e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.7,-0.105,-6.239429558024131e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.8,-0.105,-6.241430362376715e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
94.90000000000001,-0.105,-6.243009615215982e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95,-0.105,-6.244256077137634e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.09999999999999,-0.105,-6.245239907060918e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.2,-0.105,-6.246016482918795e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.3,-0.105,-6.246629463337546e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.40000000000001,-0.105,-6.24711326300553e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.5,-0.105,-6.247494747581256e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.59999999999999,-0.105,-6.247795185635172e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.7,-0.105,-6.248031849377081e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.8,-0.105,-6.248219084773887e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
95.90000000000001,-0.105,-6.248366492568001e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
96,-0.105,-6.248483212339529e-11,-7.026970902615327e-11,-0.105,-0.11,-0.105
96,-0.05,-1.666262189957208e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.00000000050056,-0.05,-1.666262189300468e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.00000000050056,-0.05,-1.666262189300468e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.09999999999999,-0.05,-1.540608999638058e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.2,-0.05,-1.425436332597436e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.3,-0.05,-1.319865915540746e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.40000000000001,-0.05,-1.223097370196128e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.5,-0.05,-1.134395617599507e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.59999999999999,-0.05,-1.053088559259459e-11,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.7,-0.05,-9.785620530103735e-12,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.8,-0.05,-9.10250528739638e-12,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
96.90000000000001,-0.05,-8.476337075523645e-12,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
97,-0.05,-7.902362654541081e-12,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
97.09999999999999,-0.05,-7.376239101585553e-12,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
97.2,-0.05,-6.893983047301455e-12,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
97.3,-0.05,-6.451938042988759e-12,-6.248483212339529e-11,-0.09999999999999998,-0.105,-0.05
