"time","an_nh.l2.v","an_nh.naca.e1","an_nh.naca.e2","an_nh.naca.e3","an_nh.naca.e4","an_nh.naca.f1_3n_i","an_nh.naca.f1_3n_o","an_nh.naca.i","an_nh.naca.k_12","an_nh.naca.k_14","an_nh.naca.k_21","an_nh.naca.k_23","an_nh.naca.k_32","an_nh.naca.k_41","n.l2.v","n.naca.e1","n.naca.e2","n.naca.e3","n.naca.e4","n.naca.f1_3n_i","n.naca.f1_3n_o","n.naca.i","n.naca.k_12","n.naca.k_14","n.naca.k_21","n.naca.k_23","n.naca.k_32","n.naca.k_41","an_nh.naca.k_34","an_nh.naca.k_43","an_nh.vc.v","n.naca.k_34","n.naca.k_43","n.vc.v"
0.133,0.01351999999999999,0.8565421033156054,0.04925252199364964,0.01352236297684189,0.08068301171390305,0.232288037166086,0.9677664641269709,3.347883739207224e-11,0.005991036673864429,0.09105470549403988,0.2190097833770762,0.1914079675918269,1.11537711111123,0.8965577561509385,0.01351999999999999,0.8565421033156054,0.04925252199364964,0.01352236297684189,0.08068301171390305,0.232288037166086,0.9677664641269709,1.21021473005126e-11,0.005991036673864429,0.09105470549403988,0.2190097833770762,0.1914079675918269,1.11537711111123,0.8965577561509385,0.9677664641269709,0.232288037166086,0.01351999999999999,0.9677664641269709,0.232288037166086,0.01351999999999999
0.134,0.01295999999999999,0.8574699529161822,0.04892525255740787,0.01348269944789021,0.08012209507851975,0.232288037166086,0.9677664641269709,3.293473498088681e-11,0.006008151211471932,0.09064225530433107,0.2190097833770762,0.1922756222207419,1.110343908762102,0.9006218632881756,0.01295999999999999,0.8574699529161822,0.04892525255740787,0.01348269944789021,0.08012209507851975,0.232288037166086,0.9677664641269709,1.190546163160435e-11,0.006008151211471932,0.09064225530433107,0.2190097833770762,0.1922756222207419,1.110343908762102,0.9006218632881756,0.9677664641269709,0.232288037166086,0.01295999999999999,0.9677664641269709,0.232288037166086,0.01295999999999999
0.135,0.01239999999999999,0.8583916798339573,0.04860095668262536,0.01344313328617374,0.07956423019724347,0.232288037166086,0.9677664641269709,3.239427134048214e-11,0.006025314343657831,0.0902316689507438,0.2190097833770762,0.1931472099385692,1.105333419023476,0.9047043930721519,0.01239999999999999,0.8583916798339573,0.04860095668262536,0.01344313328617374,0.07956423019724347,0.232288037166086,0.9677664641269709,1.171009132916077e-11,0.006025314343657831,0.0902316689507438,0.2190097833770762,0.1931472099385692,1.105333419023476,0.9047043930721519,0.9677664641269709,0.232288037166086,0.01239999999999999,0.9677664641269709,0.232288037166086,0.01239999999999999
0.136,0.01183999999999999,0.8593073003603756,0.04827961774420476,0.01340366761924399,0.07900941427617561,0.232288037166086,0.9677664641269709,3.185742471054455e-11,0.006042526206704764,0.08982293801832886,0.2190097833770762,0.1940227485740486,1.100345539403411,0.9088054290129478,0.01183999999999999,0.8593073003603756,0.04827961774420476,0.01340366761924399,0.07900941427617561,0.232288037166086,0.9677664641269709,1.151602852712252e-11,0.006042526206704764,0.08982293801832886,0.2190097833770762,0.1940227485740486,1.100345539403411,0.9088054290129478,0.9677664641269709,0.232288037166086,0.01183999999999999,0.9677664641269709,0.232288037166086,0.01183999999999999
0.137,0.01127999999999999,0.86021683110295,0.04796121901722668,0.01336430555273814,0.07845764432708525,0.232288037166086,0.9677664641269709,3.132417318907599e-11,0.006059786937267877,0.08941605413011729,0.2190097833770762,0.1949022560367372,1.095380167872467,0.9129250549991955,0.01127999999999999,0.86021683110295,0.04796121901722668,0.01336430555273814,0.07845764432708525,0.232288037166086,0.9677664641269709,1.132326530821328e-11,0.006059786937267877,0.08941605413011729,0.2190097833770762,0.1949022560367372,1.095380167872467,0.9129250549991955,0.9677664641269709,0.232288037166086,0.01127999999999999,0.9677664641269709,0.232288037166086,0.01127999999999999
0.138,0.01071999999999999,0.8611202889800822,0.04764574368034071,0.01332505017010489,0.07790891716947229,0.232288037166086,0.9677664641269709,3.079449473680236e-11,0.006077096672375777,0.08901100894694865,0.2190097833770762,0.1957857503173769,1.090437202861619,0.9170633552997957,0.01071999999999999,0.8611202889800822,0.04764574368034071,0.01332505017010489,0.07790891716947229,0.232288037166086,0.9677664641269709,1.113179370553328e-11,0.006077096672375777,0.08901100894694865,0.2190097833770762,0.1957857503173769,1.090437202861619,0.9170633552997957,0.9677664641269709,0.232288037166086,0.01071999999999999,0.9677664641269709,0.232288037166086,0.01071999999999999
0.139,0.01015999999999999,0.8620176912158779,0.04733317481914066,0.01328590453233676,0.07736322943264461,0.232288037166086,0.9677664641269709,3.026836718156319e-11,0.006094455549431499,0.08860779416730061,0.2190097833770762,0.1966732494882616,1.085516543260175,0.9212204145656409,0.01015999999999999,0.8620176912158779,0.04733317481914066,0.01328590453233676,0.07736322943264461,0.232288037166086,0.9677664641269709,1.094160570414615e-11,0.006094455549431499,0.08860779416730061,0.2190097833770762,0.1966732494882616,1.085516543260175,0.9212204145656409,0.9677664641269709,0.232288037166086,0.01015999999999999,0.9677664641269709,0.232288037166086,0.01015999999999999
0.14,0.00959999999999999,0.8629090553349578,0.04702349542952398,0.01324687167770913,0.07682057755780919,0.232288037166086,0.9677664641269709,2.974576822268271e-11,0.006111863706213474,0.08820640152711909,0.2190097833770762,0.1975647717036071,1.080618088413714,0.9253963178313467,0.00959999999999999,0.8629090553349578,0.04702349542952398,0.01324687167770913,0.07682057755780919,0.232288037166086,0.9677664641269709,1.075269324265896e-11,0.006111863706213474,0.08820640152711909,0.2190097833770762,0.1975647717036071,1.080618088413714,0.9253963178313467,0.9677664641269709,0.232288037166086,0.00959999999999999,0.9677664641269709,0.232288037166086,0.00959999999999999
0.141,0.009039999999999999,0.863794399157266,0.04671668842103324,0.01320795462152573,0.07628095780017523,0.232288037166086,0.9677664641269709,2.92266754353195e-11,0.006129321280876499,0.08780682279964902,0.2190097833770762,0.1984603351999225,1.075741738122022,0.9295911505169926,0.009039999999999999,0.863794399157266,0.04671668842103324,0.01320795462152573,0.07628095780017523,0.232288037166086,0.9677664641269709,1.056504821479455e-11,0.006129321280876499,0.08780682279964902,0.2190097833770762,0.1984603351999225,1.075741738122022,0.9295911505169926,0.9677664641269709,0.232288037166086,0.009039999999999999,0.9677664641269709,0.232288037166086,0.009039999999999999
0.142,0.008480000000000001,0.8646737407928782,0.04641273662018068,0.01316915635587097,0.07574436623107013,0.232288037166086,0.9677664641269709,2.8711066274796e-11,0.006146828411952704,0.08740904979526616,0.2190097833770762,0.1993599582963833,1.070887392637044,0.9338049984298676,0.008480000000000001,0.8646737407928782,0.04641273662018068,0.01316915635587097,0.07574436623107013,0.232288037166086,0.9677664641269709,1.037866247095666e-11,0.006146828411952704,0.08740904979526616,0.2190097833770762,0.1993599582963833,1.070887392637044,0.9338049984298676,0.9677664641269709,0.232288037166086,0.008480000000000001,0.9677664641269709,0.232288037166086,0.008480000000000001
