"time","an.cell.ca.cyto.c.c","an.cell.ca.sub.c.c","an.cell.l2.v","n.cell.ca.cyto.c.c","n.cell.ca.sub.c.c","n.cell.l2.v","nh.cell.ca.cyto.c.c","nh.cell.ca.sub.c.c","nh.cell.l2.v","an.cell.v","n.cell.v","nh.cell.v"
0.0022,0.0001188419640946888,5.011288963130103e-05,-0.08599930599734554,0.001281850409393219,0.0007484516897959823,-0.0816148206700698,0.0001364871288783575,5.718072615583015e-05,-0.08497614012460632,-0.08599930599734554,-0.0816148206700698,-0.08497614012460632
0.0023,0.0001187899133582946,5.016799596991042e-05,-0.08583876714278493,0.001281948197177336,0.0007520040463764263,-0.08127118233937539,0.000136424617446775,5.72636096988905e-05,-0.08477916896017922,-0.08583876714278493,-0.08127118233937539,-0.08477916896017922
0.0024,0.0001187381882114703,5.022439258407973e-05,-0.08567984052610214,0.001281719295086318,0.0007552521095283932,-0.08093137531607497,0.0001363625214280516,5.734787783027905e-05,-0.08458451814702612,-0.08567984052610214,-0.08093137531607497,-0.08458451814702612
0.0025,0.0001186867855670418,5.028199106291377e-05,-0.08552250165988674,0.001281184416452227,0.0007582090383882242,-0.08059540026240578,0.0001363008366736815,5.743342418099665e-05,-0.08439214614329607,-0.08552250165988674,-0.08059540026240578,-0.08439214614329607
0.0026,0.0001186357023779337,5.034070789725624e-05,-0.08536672663070213,0.00128036338929784,0.0007608877530090495,-0.0802632549304559,0.0001362395590927707,5.752014847540914e-05,-0.08420201249276074,-0.08536672663070213,-0.0802632549304559,-0.08420201249276074
0.0027,0.000118584935635083,5.040046418724554e-05,-0.08521249207562463,0.001279275154516134,0.0007633008985819016,-0.07993493432224398,0.000136178684648944,5.760795615518578e-05,-0.08401407778387754,-0.08521249207562463,-0.07993493432224398,-0.08401407778387754
0.0028,0.0001185344823655768,5.046118536954279e-05,-0.08505977516083429,0.001277937770317796,0.0007654608158315154,-0.07961043084711818,0.0001361182093575865,5.769675802975931e-05,-0.08382830361147224,-0.08505977516083429,-0.07961043084711818,-0.08382830361147224
0.0029,0.000118484339630986,5.052280096287887e-05,-0.08490855356196804,0.00127636842209559,0.0007673795169959961,-0.07928973447578269,0.0001360581292833797,5.778646995135368e-05,-0.08364465254075143,-0.08490855356196804,-0.07928973447578269,-0.08364465254075143
0.003,0.0001184345045258706,5.058524433047012e-05,-0.08475880544597643,0.001274583436864445,0.0007690686667987153,-0.07897283289040961,0.0001359984405380949,5.787701251251566e-05,-0.08346308807337785,-0.08475880544597643,-0.07897283289040961,-0.08346308807337785
0.0031,0.0001183849741764374,5.064845245805705e-05,-0.0846105094542796,0.00127259830152952,0.0007705395678882691,-0.0786597116303966,0.0001359391392786161,5.796831076438796e-05,-0.08328357461539448,-0.0846105094542796,-0.0786597116303966,-0.08328357461539448
0.0032,0.0001183357457393338,5.071236574639697e-05,-0.08446364468704969,0.001270427684294568,0.000771803150252031,-0.07835035423343063,0.0001358802217051657,5.806029395408135e-05,-0.08310607744681425,-0.08446364468704969,-0.07835035423343063,-0.08310607744681425
0.0033,0.0001182868164005627,5.077692781713982e-05,-0.0843181906884769,0.001268085458592482,0.0007728699641455833,-0.07804474237160064,0.0001358216840597108,5.815289527965364e-05,-0.08293056269271926,-0.0843181906884769,-0.07804474237160064,-0.08293056269271926
0.0034,0.0001182381833745051,5.084208533110034e-05,-0.0841741274329009,0.001265584728984976,0.0007737501761132747,-0.07774285598237679,0.0001357635226245292,5.824605166132631e-05,-0.08275699729573728,-0.0841741274329009,-0.07774285598237679,-0.08275699729573728
0.0035,0.0001181898439030397,5.090778781802157e-05,-0.08403143531170688,0.001262937858542043,0.0007744535677091933,-0.07744467339433615,0.0001357057337209194,5.833970352769321e-05,-0.08258534898978086,-0.08403143531170688,-0.07744467339433615,-0.08258534898978086
0.0036,0.0001181417952547478,5.097398751699372e-05,-0.08389009512090415,0.001260156497271124,0.0007749895365596485,-0.07715017144757187,0.0001356483137080356,5.843379461577727e-05,-0.08241558627495048,-0.08389009512090415,-0.07715017144757187,-0.08241558627495048
0.0037,0.0001180940347241952,5.104063922676995e-05,-0.0837500880493163,0.001257251611221136,0.0007753670994405004,-0.07685932560876549,0.0001355912589818357,5.852827178389968e-05,-0.08224767839351672,-0.0837500880493163,-0.07685932560876549,-0.08224767839351672
0.0038,0.0001180465596312825,5.110770016526866e-05,-0.0836113956673242,0.001254233511937113,0.0007755948970712219,-0.07657211008094642,0.0001355345659741299,5.862308483640244e-05,-0.08208159530690616,-0.0836113956673242,-0.07657211008094642,-0.08208159530690616
0.0039,0.0001179993673206556,5.117512983761834e-05,-0.08347399991611118,0.001251111885988523,0.0007756812003577767,-0.07628849790799373,0.0001354782311517167,5.871818635935413e-05,-0.08191730767362465,-0.08347399991611118,-0.07628849790799373,-0.08191730767362465
0.004,0.0001179524551611703,5.124288991214916e-05,-0.08333788309736763,0.001247895824335982,0.0007756339178426716,-0.07600846107396346,0.0001354222510155976,5.881353156644106e-05,-0.08175478682806042,-0.08333788309736763,-0.07600846107396346,-0.08175478682806042
0.0041,0.0001179058205454052,5.131094410378253e-05,-0.08320302786341853,0.001244593851339232,0.0007754606041461281,-0.0757319705973479,0.000135366622100262,5.890907815431062e-05,-0.0815940047601143,-0.08320302786341853,-0.0757319705973479,-0.0815940047601143
0.0042,0.0001178594608892165,5.137925806431462e-05,-0.08306941720774165,0.001241213953243207,0.0007751684692060517,-0.07545899662039134,0.0001353113409730328,5.900478616669712e-05,-0.08143493409561052,-0.08306941720774165,-0.07545899662039134,-0.08143493409561052
