"time","v","der(v)","flux","flux0"
35.4,0.0154,0.001,-8.997273406272739e-09,-1.34944386579954e-08
35.5,0.0155,0.001,-8.970470945853463e-09,-1.34944386579954e-08
35.6,0.0156,0.001,-8.943698933102564e-09,-1.34944386579954e-08
35.7,0.0157,0.001,-8.916957354851277e-09,-1.34944386579954e-08
35.8,0.01579999999999999,0.001,-8.890246197852971e-09,-1.34944386579954e-08
35.9,0.0159,0.001,-8.863565448783299e-09,-1.34944386579954e-08
36,0.016,0.001,-8.836915094240331e-09,-1.34944386579954e-08
36.1,0.0161,0.001,-8.810295120744675e-09,-1.34944386579954e-08
36.2,0.0162,0.001,-8.783705514739602e-09,-1.34944386579954e-08
36.3,0.0163,0.001,-8.757146262591186e-09,-1.34944386579954e-08
36.4,0.0164,0.001,-8.730617350588422e-09,-1.34944386579954e-08
36.5,0.0165,0.001,-8.70411876494337e-09,-1.34944386579954e-08
36.6,0.0166,0.001,-8.677650491791282e-09,-1.34944386579954e-08
36.7,0.0167,0.001,-8.651212517190738e-09,-1.34944386579954e-08
36.8,0.0168,0.001,-8.62480482712377e-09,-1.34944386579954e-08
36.9,0.0169,0.001,-8.598427407496004e-09,-1.34944386579954e-08
37,0.017,0.001,-8.57208024413679e-09,-1.34944386579954e-08
37.1,0.0171,0.001,-8.545763322799351e-09,-1.34944386579954e-08
37.2,0.0172,0.001,-8.519476629160894e-09,-1.34944386579954e-08
37.3,0.0173,0.001,-8.493220148822773e-09,-1.34944386579954e-08
37.4,0.0174,0.001,-8.466993867310605e-09,-1.34944386579954e-08
37.5,0.0175,0.001,-8.440797770074423e-09,-1.34944386579954e-08
37.6,0.0176,0.001,-8.414631842488805e-09,-1.34944386579954e-08
37.7,0.0177,0.001,-8.388496069853023e-09,-1.34944386579954e-08
37.8,0.0178,0.001,-8.362390437391172e-09,-1.34944386579954e-08
37.9,0.0179,0.001,-8.336314930252313e-09,-1.34944386579954e-08
38,0.018,0.001,-8.310269533510626e-09,-1.34944386579954e-08
38.1,0.0181,0.001,-8.284254232165528e-09,-1.34944386579954e-08
38.2,0.0182,0.001,-8.258269011141847e-09,-1.34944386579954e-08
38.3,0.0183,0.001,-8.232313855289931e-09,-1.34944386579954e-08
38.4,0.0184,0.001,-8.206388749385823e-09,-1.34944386579954e-08
38.5,0.0185,0.001,-8.180493678131382e-09,-1.34944386579954e-08
38.6,0.0186,0.001,-8.154628626154437e-09,-1.34944386579954e-08
38.7,0.0187,0.001,-8.128793578008933e-09,-1.34944386579954e-08
38.8,0.0188,0.001,-8.102988518175082e-09,-1.34944386579954e-08
38.9,0.0189,0.001,-8.077213431059496e-09,-1.34944386579954e-08
39,0.019,0.001,-8.051468300995342e-09,-1.34944386579954e-08
39.1,0.0191,0.001,-8.025753112242502e-09,-1.34944386579954e-08
39.2,0.0192,0.001,-8.000067848987693e-09,-1.34944386579954e-08
39.3,0.01929999999999999,0.001,-7.974412495344649e-09,-1.34944386579954e-08
39.4,0.0194,0.001,-7.948787035354239e-09,-1.34944386579954e-08
39.5,0.0195,0.001,-7.923191452984641e-09,-1.34944386579954e-08
39.6,0.0196,0.001,-7.897625732131489e-09,-1.34944386579954e-08
39.7,0.0197,0.001,-7.872089856618013e-09,-1.34944386579954e-08
39.8,0.01979999999999999,0.001,-7.846583810195203e-09,-1.34944386579954e-08
39.9,0.01989999999999999,0.001,-7.821107576541954e-09,-1.34944386579954e-08
40,0.02,0.001,-7.79566113926522e-09,-1.34944386579954e-08
40.1,0.0201,0.001,-7.770244481900178e-09,-1.34944386579954e-08
40.2,0.0202,0.001,-7.744857587910367e-09,-1.34944386579954e-08
40.3,0.0203,0.001,-7.719500440687856e-09,-1.34944386579954e-08
40.4,0.02039999999999999,0.001,-7.69417302355339e-09,-1.34944386579954e-08
40.5,0.0205,0.001,-7.668875319756551e-09,-1.34944386579954e-08
40.6,0.0206,0.001,-7.643607312475913e-09,-1.34944386579954e-08
40.7,0.0207,0.001,-7.618368984819204e-09,-1.34944386579954e-08
40.8,0.0208,0.001,-7.593160319823455e-09,-1.34944386579954e-08
40.9,0.02089999999999999,0.001,-7.567981300455165e-09,-1.34944386579954e-08
41,0.021,0.001,-7.542831909610452e-09,-1.34944386579954e-08
41.1,0.0211,0.001,-7.51771213011523e-09,-1.34944386579954e-08
41.2,0.0212,0.001,-7.492621944725353e-09,-1.34944386579954e-08
41.3,0.02129999999999999,0.001,-7.467561336126769e-09,-1.34944386579954e-08
41.4,0.0214,0.001,-7.442530286935709e-09,-1.34944386579954e-08
41.5,0.0215,0.001,-7.417528779698816e-09,-1.34944386579954e-08
41.6,0.0216,0.001,-7.392556796893334e-09,-1.34944386579954e-08
41.7,0.0217,0.001,-7.367614320927256e-09,-1.34944386579954e-08
41.8,0.02179999999999999,0.001,-7.342701334139485e-09,-1.34944386579954e-08
41.9,0.0219,0.001,-7.317817818800009e-09,-1.34944386579954e-08
42,0.022,0.001,-7.292963757110054e-09,-1.34944386579954e-08
42.1,0.0221,0.001,-7.268139131202259e-09,-1.34944386579954e-08
42.2,0.0222,0.001,-7.243343923140839e-09,-1.34944386579954e-08
42.3,0.02229999999999999,0.001,-7.218578114921738e-09,-1.34944386579954e-08
42.4,0.0224,0.001,-7.193841688472809e-09,-1.34944386579954e-08
42.5,0.0225,0.001,-7.169134625653984e-09,-1.34944386579954e-08
42.6,0.0226,0.001,-7.144456908257425e-09,-1.34944386579954e-08
42.7,0.0227,0.001,-7.11980851800771e-09,-1.34944386579954e-08
42.8,0.02279999999999999,0.001,-7.095189436561984e-09,-1.34944386579954e-08
42.9,0.0229,0.001,-7.07059964551014e-09,-1.34944386579954e-08
43,0.023,0.001,-7.046039126374985e-09,-1.34944386579954e-08
43.1,0.0231,0.001,-7.021507860612412e-09,-1.34944386579954e-08
43.2,0.0232,0.001,-6.997005829611557e-09,-1.34944386579954e-08
43.3,0.02329999999999999,0.001,-6.972533014694997e-09,-1.34944386579954e-08
43.4,0.0234,0.001,-6.948089397118888e-09,-1.34944386579954e-08
43.5,0.0235,0.001,-6.923674958073164e-09,-1.34944386579954e-08
43.6,0.0236,0.001,-6.899289678681691e-09,-1.34944386579954e-08
43.7,0.0237,0.001,-6.874933540002458e-09,-1.34944386579954e-08
43.8,0.02379999999999999,0.001,-6.850606523027725e-09,-1.34944386579954e-08
43.9,0.0239,0.001,-6.82630860868422e-09,-1.34944386579954e-08
44,0.024,0.001,-6.8020397778333e-09,-1.34944386579954e-08
44.1,0.0241,0.001,-6.777800011271135e-09,-1.34944386579954e-08
44.2,0.0242,0.001,-6.75358928972887e-09,-1.34944386579954e-08
44.3,0.0243,0.001,-6.729407593872814e-09,-1.34944386579954e-08
44.4,0.0244,0.001,-6.7052549043046e-09,-1.34944386579954e-08
44.5,0.0245,0.001,-6.68113120156138e-09,-1.34944386579954e-08
44.6,0.0246,0.001,-6.657036466115991e-09,-1.34944386579954e-08
44.7,0.0247,0.001,-6.632970678377126e-09,-1.34944386579954e-08
44.8,0.0248,0.001,-6.608933818689535e-09,-1.34944386579954e-08
44.9,0.0249,0.001,-6.584925867334171e-09,-1.34944386579954e-08
45,0.025,0.001,-6.5609468045284e-09,-1.34944386579954e-08
45.1,0.0251,0.001,-6.536996610426146e-09,-1.34944386579954e-08
45.2,0.0252,0.001,-6.513075265118106e-09,-1.34944386579954e-08
45.3,0.0253,0.001,-6.489182748631909e-09,-1.34944386579954e-08
45.4,0.0254,0.001,-6.465319040932298e-09,-1.34944386579954e-08
45.5,0.0255,0.001,-6.441484121921309e-09,-1.34944386579954e-08
45.6,0.0256,0.001,-6.417677971438465e-09,-1.34944386579954e-08
45.7,0.0257,0.001,-6.393900569260939e-09,-1.34944386579954e-08
45.8,0.0258,0.001,-6.370151895103755e-09,-1.34944386579954e-08
45.9,0.0259,0.001,-6.346431928619953e-09,-1.34944386579954e-08
46,0.026,0.001,-6.322740649400776e-09,-1.34944386579954e-08
46.1,0.0261,0.001,-6.299078036975872e-09,-1.34944386579954e-08
46.2,0.0262,0.001,-6.275444070813438e-09,-1.34944386579954e-08
46.3,0.0263,0.001,-6.251838730320453e-09,-1.34944386579954e-08
46.4,0.0264,0.001,-6.228261994842816e-09,-1.34944386579954e-08
46.5,0.0265,0.001,-6.20471384366556e-09,-1.34944386579954e-08
46.6,0.0266,0.001,-6.181194256013029e-09,-1.34944386579954e-08
46.7,0.0267,0.001,-6.157703211049059e-09,-1.34944386579954e-08
46.8,0.0268,0.001,-6.134240687877173e-09,-1.34944386579954e-08
46.9,0.0269,0.001,-6.110806665540756e-09,-1.34944386579954e-08
47,0.027,0.001,-6.087401123023245e-09,-1.34944386579954e-08
47.1,0.0271,0.001,-6.064024039248331e-09,-1.34944386579954e-08
47.2,0.0272,0.001,-6.040675393080111e-09,-1.34944386579954e-08
47.3,0.02729999999999999,0.001,-6.017355163323325e-09,-1.34944386579954e-08
47.4,0.0274,0.001,-5.994063328723493e-09,-1.34944386579954e-08
47.5,0.0275,0.001,-5.970799867967136e-09,-1.34944386579954e-08
47.6,0.0276,0.001,-5.947564759681959e-09,-1.34944386579954e-08
47.7,0.0277,0.001,-5.924357982437031e-09,-1.34944386579954e-08
47.8,0.02779999999999999,0.001,-5.901179514742985e-09,-1.34944386579954e-08
47.9,0.0279,0.001,-5.878029335052192e-09,-1.34944386579954e-08
48,0.028,0.001,-5.854907421758977e-09,-1.34944386579954e-08
48.1,0.0281,0.001,-5.831813753199787e-09,-1.34944386579954e-08
48.2,0.0282,0.001,-5.80874830765338e-09,-1.34944386579954e-08
48.3,0.0283,0.001,-5.785711063341042e-09,-1.34944386579954e-08
48.4,0.0284,0.001,-5.762701998426743e-09,-1.34944386579954e-08
48.5,0.0285,0.001,-5.739721091017363e-09,-1.34944386579954e-08
48.6,0.0286,0.001,-5.716768319162855e-09,-1.34944386579954e-08
48.7,0.0287,0.001,-5.693843660856455e-09,-1.34944386579954e-08
48.8,0.0288,0.001,-5.670947094034876e-09,-1.34944386579954e-08
48.9,0.0289,0.001,-5.648078596578482e-09,-1.34944386579954e-08
49,0.029,0.001,-5.625238146311499e-09,-1.34944386579954e-08
49.1,0.0291,0.001,-5.602425721002207e-09,-1.34944386579954e-08
49.2,0.0292,0.001,-5.579641298363131e-09,-1.34944386579954e-08
49.3,0.0293,0.001,-5.556884856051228e-09,-1.34944386579954e-08
49.4,0.0294,0.001,-5.53415637166809e-09,-1.34944386579954e-08
49.5,0.0295,0.001,-5.511455822760136e-09,-1.34944386579954e-08
49.6,0.0296,0.001,-5.488783186818811e-09,-1.34944386579954e-08
49.7,0.0297,0.001,-5.466138441280775e-09,-1.34944386579954e-08
49.8,0.0298,0.001,-5.443521563528102e-09,-1.34944386579954e-08
49.9,0.0299,0.001,-5.420932530888474e-09,-1.34944386579954e-08
50,0.03,0.001,-5.398371320635382e-09,-1.34944386579954e-08
50.1,0.0301,0.001,-5.375837909988314e-09,-1.34944386579954e-08
50.2,0.0302,0.001,-5.353332276112959e-09,-1.34944386579954e-08
50.3,0.03029999999999999,0.001,-5.330854396121404e-09,-1.34944386579954e-08
50.4,0.0304,0.001,-5.30840424707232e-09,-1.34944386579954e-08
50.5,0.0305,0.001,-5.28598180597118e-09,-1.34944386579954e-08
50.6,0.0306,0.001,-5.263587049770435e-09,-1.34944386579954e-08
50.7,0.0307,0.001,-5.241219955369725e-09,-1.34944386579954e-08
50.8,0.03079999999999999,0.001,-5.218880499616078e-09,-1.34944386579954e-08
50.9,0.0309,0.001,-5.1965686593041e-09,-1.34944386579954e-08
51,0.031,0.001,-5.174284411176177e-09,-1.34944386579954e-08
51.1,0.0311,0.001,-5.152027731922678e-09,-1.34944386579954e-08
51.2,0.0312,0.001,-5.129798598182152e-09,-1.34944386579954e-08
51.3,0.03129999999999999,0.001,-5.107596986541528e-09,-1.34944386579954e-08
51.4,0.0314,0.001,-5.085422873536302e-09,-1.34944386579954e-08
51.5,0.0315,0.001,-5.063276235650766e-09,-1.34944386579954e-08
51.6,0.0316,0.001,-5.041157049318176e-09,-1.34944386579954e-08
51.7,0.0317,0.001,-5.01906529092098e-09,-1.34944386579954e-08
51.8,0.03179999999999999,0.001,-4.997000936790992e-09,-1.34944386579954e-08
51.9,0.0319,0.001,-4.97496396320961e-09,-1.34944386579954e-08
52,0.032,0.001,-4.95295434640802e-09,-1.34944386579954e-08
52.1,0.0321,0.001,-4.930972062567383e-09,-1.34944386579954e-08
52.2,0.0322,0.001,-4.909017087819048e-09,-1.34944386579954e-08
52.3,0.0323,0.001,-4.887089398244745e-09,-1.34944386579954e-08
52.4,0.0324,0.001,-4.865188969876794e-09,-1.34944386579954e-08
52.5,0.03249999999999999,0.001,-4.843315778698302e-09,-1.34944386579954e-08
52.6,0.03259999999999998,0.001,-4.821469800643373e-09,-1.34944386579954e-08
52.7,0.03269999999999999,0.001,-4.799651011597297e-09,-1.34944386579954e-08
52.8,0.03279999999999998,0.001,-4.777859387396765e-09,-1.34944386579954e-08
52.9,0.03289999999999998,0.001,-4.756094903830063e-09,-1.34944386579954e-08
53,0.03299999999999999,0.001,-4.734357536637281e-09,-1.34944386579954e-08
53.1,0.03309999999999998,0.001,-4.712647261510522e-09,-1.34944386579954e-08
53.2,0.03319999999999999,0.001,-4.69096405409408e-09,-1.34944386579954e-08
53.3,0.03329999999999998,0.001,-4.669307889984679e-09,-1.34944386579954e-08
53.4,0.03339999999999998,0.001,-4.647678744731646e-09,-1.34944386579954e-08
53.5,0.03349999999999999,0.001,-4.626076593837128e-09,-1.34944386579954e-08
53.6,0.03359999999999998,0.001,-4.604501412756304e-09,-1.34944386579954e-08
53.7,0.03369999999999999,0.001,-4.582953176897571e-09,-1.34944386579954e-08
53.8,0.03379999999999998,0.001,-4.561431861622763e-09,-1.34944386579954e-08
53.9,0.03389999999999998,0.001,-4.539937442247348e-09,-1.34944386579954e-08
54,0.03399999999999999,0.001,-4.518469894040629e-09,-1.34944386579954e-08
54.1,0.03409999999999998,0.001,-4.497029192225968e-09,-1.34944386579954e-08
54.2,0.03419999999999999,0.001,-4.475615311980961e-09,-1.34944386579954e-08
54.3,0.03429999999999998,0.001,-4.454228228437676e-09,-1.34944386579954e-08
54.4,0.03439999999999998,0.001,-4.432867916682823e-09,-1.34944386579954e-08
54.5,0.03449999999999999,0.001,-4.411534351757987e-09,-1.34944386579954e-08
54.6,0.03459999999999998,0.001,-4.390227508659831e-09,-1.34944386579954e-08
54.7,0.03469999999999999,0.001,-4.368947362340277e-09,-1.34944386579954e-08
54.8,0.03479999999999998,0.001,-4.347693887706748e-09,-1.34944386579954e-08
54.9,0.03489999999999998,0.001,-4.32646705962234e-09,-1.34944386579954e-08
55,0.03499999999999999,0.001,-4.305266852906049e-09,-1.34944386579954e-08
55.1,0.03509999999999999,0.001,-4.284093242332972e-09,-1.34944386579954e-08
55.2,0.03519999999999999,0.001,-4.262946202634507e-09,-1.34944386579954e-08
55.3,0.03529999999999998,0.001,-4.241825708498574e-09,-1.34944386579954e-08
55.4,0.03539999999999998,0.001,-4.220731734569797e-09,-1.34944386579954e-08
55.5,0.03549999999999999,0.001,-4.199664255449734e-09,-1.34944386579954e-08
55.6,0.03559999999999999,0.001,-4.178623245697077e-09,-1.34944386579954e-08
55.7,0.03569999999999999,0.001,-4.157608679827849e-09,-1.34944386579954e-08
55.8,0.03579999999999998,0.001,-4.136620532315625e-09,-1.34944386579954e-08
55.9,0.03589999999999998,0.001,-4.115658777591723e-09,-1.34944386579954e-08
56,0.03599999999999998,0.001,-4.094723390045423e-09,-1.34944386579954e-08
56.1,0.03609999999999999,0.001,-4.073814344024178e-09,-1.34944386579954e-08
56.2,0.03619999999999999,0.001,-4.052931613833802e-09,-1.34944386579954e-08
56.3,0.03629999999999998,0.001,-4.032075173738701e-09,-1.34944386579954e-08
56.4,0.03639999999999998,0.001,-4.011244997962053e-09,-1.34944386579954e-08
56.5,0.03649999999999998,0.001,-3.990441060686046e-09,-1.34944386579954e-08
56.6,0.03659999999999999,0.001,-3.969663336052057e-09,-1.34944386579954e-08
56.7,0.03669999999999999,0.001,-3.948911798160882e-09,-1.34944386579954e-08
56.8,0.03679999999999998,0.001,-3.92818642107293e-09,-1.34944386579954e-08
56.9,0.03689999999999998,0.001,-3.907487178808431e-09,-1.34944386579954e-08
57,0.03699999999999998,0.001,-3.886814045347651e-09,-1.34944386579954e-08
57.1,0.03709999999999999,0.001,-3.866166994631095e-09,-1.34944386579954e-08
57.2,0.03719999999999999,0.001,-3.845546000559714e-09,-1.34944386579954e-08
57.3,0.03729999999999998,0.001,-3.824951036995119e-09,-1.34944386579954e-08
57.4,0.03739999999999998,0.001,-3.804382077759777e-09,-1.34944386579954e-08
57.5,0.03749999999999998,0.001,-3.783839096637226e-09,-1.34944386579954e-08
57.6,0.03759999999999999,0.001,-3.763322067372291e-09,-1.34944386579954e-08
57.7,0.03769999999999998,0.001,-3.742830963671279e-09,-1.34944386579954e-08
57.8,0.03779999999999998,0.001,-3.722365759202189e-09,-1.34944386579954e-08
57.9,0.03789999999999998,0.001,-3.701926427594924e-09,-1.34944386579954e-08
58,0.03799999999999999,0.001,-3.681512942441502e-09,-1.34944386579954e-08
58.1,0.03809999999999999,0.001,-3.661125277296255e-09,-1.34944386579954e-08
58.2,0.03819999999999998,0.001,-3.640763405676048e-09,-1.34944386579954e-08
58.3,0.03829999999999998,0.001,-3.620427301060474e-09,-1.34944386579954e-08
58.4,0.03839999999999998,0.001,-3.600116936892074e-09,-1.34944386579954e-08
58.5,0.03849999999999999,0.001,-3.579832286576536e-09,-1.34944386579954e-08
58.6,0.03859999999999999,0.001,-3.559573323482915e-09,-1.34944386579954e-08
58.7,0.03869999999999998,0.001,-3.539340020943828e-09,-1.34944386579954e-08
58.8,0.03879999999999998,0.001,-3.519132352255672e-09,-1.34944386579954e-08
58.9,0.03889999999999998,0.001,-3.498950290678819e-09,-1.34944386579954e-08
59,0.03899999999999999,0.001,-3.478793809437847e-09,-1.34944386579954e-08
59.1,0.03909999999999999,0.001,-3.458662881721722e-09,-1.34944386579954e-08
59.2,0.03919999999999998,0.001,-3.438557480684033e-09,-1.34944386579954e-08
59.3,0.03929999999999998,0.001,-3.418477579443168e-09,-1.34944386579954e-08
59.4,0.03939999999999998,0.001,-3.398423151082552e-09,-1.34944386579954e-08
59.5,0.03949999999999999,0.001,-3.378394168650841e-09,-1.34944386579954e-08
59.6,0.03959999999999999,0.001,-3.35839060516213e-09,-1.34944386579954e-08
59.7,0.03969999999999999,0.001,-3.33841243359617e-09,-1.34944386579954e-08
59.8,0.03979999999999998,0.001,-3.318459626898559e-09,-1.34944386579954e-08
59.9,0.03989999999999998,0.001,-3.298532157980968e-09,-1.34944386579954e-08
60,0.03999999999999999,0.001,-3.278629999721338e-09,-1.34944386579954e-08
60.1,0.04009999999999999,0.001,-3.258753124964094e-09,-1.34944386579954e-08
60.2,0.04019999999999999,0.001,-3.238901506520349e-09,-1.34944386579954e-08
60.3,0.04029999999999998,0.001,-3.219075117168116e-09,-1.34944386579954e-08
60.4,0.04039999999999998,0.001,-3.199273929652507e-09,-1.34944386579954e-08
60.5,0.04049999999999999,0.001,-3.179497916685952e-09,-1.34944386579954e-08
60.6,0.04059999999999999,0.001,-3.1597470509484e-09,-1.34944386579954e-08
60.7,0.04069999999999999,0.001,-3.140021305087535e-09,-1.34944386579954e-08
60.8,0.04079999999999998,0.001,-3.120320651718967e-09,-1.34944386579954e-08
60.9,0.04089999999999998,0.001,-3.100645063426456e-09,-1.34944386579954e-08
61,0.04099999999999999,0.001,-3.080994512762108e-09,-1.34944386579954e-08
61.1,0.04109999999999998,0.001,-3.061368972246601e-09,-1.34944386579954e-08
61.2,0.04119999999999999,0.001,-3.041768414369363e-09,-1.34944386579954e-08
61.3,0.04129999999999998,0.001,-3.022192811588807e-09,-1.34944386579954e-08
61.4,0.04139999999999998,0.001,-3.002642136332525e-09,-1.34944386579954e-08
61.5,0.04149999999999999,0.001,-2.98311636099749e-09,-1.34944386579954e-08
61.6,0.04159999999999998,0.001,-2.963615457950286e-09,-1.34944386579954e-08
61.7,0.04169999999999999,0.001,-2.944139399527284e-09,-1.34944386579954e-08
61.8,0.04179999999999998,0.001,-2.924688158034876e-09,-1.34944386579954e-08
61.9,0.04189999999999998,0.001,-2.905261705749663e-09,-1.34944386579954e-08
62,0.04199999999999999,0.001,-2.885860014918673e-09,-1.34944386579954e-08
62.1,0.04209999999999998,0.001,-2.866483057759565e-09,-1.34944386579954e-08
62.2,0.04219999999999999,0.001,-2.847130806460834e-09,-1.34944386579954e-08
62.3,0.04229999999999998,0.001,-2.827803233182021e-09,-1.34944386579954e-08
62.4,0.04239999999999998,0.001,-2.808500310053913e-09,-1.34944386579954e-08
62.5,0.04249999999999999,0.001,-2.789222009178752e-09,-1.34944386579954e-08
62.6,0.04259999999999999,0.001,-2.769968302630455e-09,-1.34944386579954e-08
62.7,0.04269999999999999,0.001,-2.750739162454793e-09,-1.34944386579954e-08
62.8,0.04279999999999998,0.001,-2.731534560669623e-09,-1.34944386579954e-08
62.9,0.04289999999999998,0.001,-2.712354469265076e-09,-1.34944386579954e-08
63,0.04299999999999999,0.001,-2.693198860203771e-09,-1.34944386579954e-08
63.1,0.04309999999999999,0.001,-2.674067705421028e-09,-1.34944386579954e-08
63.2,0.04319999999999999,0.001,-2.654960976825054e-09,-1.34944386579954e-08
63.3,0.04329999999999998,0.001,-2.635878646297169e-09,-1.34944386579954e-08
63.4,0.04339999999999998,0.001,-2.616820685691997e-09,-1.34944386579954e-08
63.5,0.04349999999999999,0.001,-2.597787066837676e-09,-1.34944386579954e-08
63.6,0.04359999999999999,0.001,-2.578777761536071e-09,-1.34944386579954e-08
63.7,0.04369999999999999,0.001,-2.559792741562965e-09,-1.34944386579954e-08
63.8,0.04379999999999998,0.001,-2.540831978668275e-09,-1.34944386579954e-08
63.9,0.04389999999999998,0.001,-2.521895444576249e-09,-1.34944386579954e-08
64,0.04399999999999999,0.001,-2.502983110985673e-09,-1.34944386579954e-08
64.09999999999999,0.04409999999999998,0.001,-2.48409494957009e-09,-1.34944386579954e-08
64.2,0.04419999999999999,0.001,-2.465230931977968e-09,-1.34944386579954e-08
64.3,0.04429999999999998,0.001,-2.446391029832953e-09,-1.34944386579954e-08
64.40000000000001,0.0444,0.001,-2.427575214734022e-09,-1.34944386579954e-08
64.5,0.04449999999999998,0.001,-2.40878345825574e-09,-1.34944386579954e-08
64.59999999999999,0.04459999999999998,0.001,-2.390015731948409e-09,-1.34944386579954e-08
64.7,0.04469999999999999,0.001,-2.371272007338315e-09,-1.34944386579954e-08
64.8,0.04479999999999998,0.001,-2.352552255927915e-09,-1.34944386579954e-08
64.90000000000001,0.0449,0.001,-2.33385644919603e-09,-1.34944386579954e-08
65,0.04499999999999998,0.001,-2.315184558598074e-09,-1.34944386579954e-08
65.09999999999999,0.04509999999999998,0.001,-2.296536555566228e-09,-1.34944386579954e-08
65.2,0.04519999999999999,0.001,-2.277912411509661e-09,-1.34944386579954e-08
65.3,0.04529999999999998,0.001,-2.259312097814734e-09,-1.34944386579954e-08
65.40000000000001,0.0454,0.001,-2.240735585845185e-09,-1.34944386579954e-08
65.5,0.04549999999999998,0.001,-2.222182846942359e-09,-1.34944386579954e-08
65.59999999999999,0.04559999999999998,0.001,-2.20365385242538e-09,-1.34944386579954e-08
65.7,0.04569999999999999,0.001,-2.185148573591367e-09,-1.34944386579954e-08
65.8,0.04579999999999998,0.001,-2.16666698171565e-09,-1.34944386579954e-08
65.90000000000001,0.0459,0.001,-2.14820904805194e-09,-1.34944386579954e-08
66,0.04599999999999999,0.001,-2.129774743832566e-09,-1.34944386579954e-08
66.09999999999999,0.04609999999999998,0.001,-2.111364040268641e-09,-1.34944386579954e-08
66.2,0.04619999999999998,0.001,-2.092976908550289e-09,-1.34944386579954e-08
66.3,0.04629999999999998,0.001,-2.074613319846838e-09,-1.34944386579954e-08
66.40000000000001,0.04639999999999999,0.001,-2.056273245307013e-09,-1.34944386579954e-08
66.5,0.04649999999999999,0.001,-2.037956656059154e-09,-1.34944386579954e-08
66.59999999999999,0.04659999999999998,0.001,-2.019663523211395e-09,-1.34944386579954e-08
66.7,0.04669999999999998,0.001,-2.00139381785188e-09,-1.34944386579954e-08
66.8,0.04679999999999998,0.001,-1.983147511048956e-09,-1.34944386579954e-08
66.90000000000001,0.04689999999999999,0.001,-1.964924573851371e-09,-1.34944386579954e-08
67,0.04699999999999999,0.001,-1.946724977288485e-09,-1.34944386579954e-08
67.09999999999999,0.04709999999999998,0.001,-1.928548692370453e-09,-1.34944386579954e-08
67.2,0.04719999999999999,0.001,-1.910395690088434e-09,-1.34944386579954e-08
67.3,0.04729999999999998,0.001,-1.892265941414788e-09,-1.34944386579954e-08
67.40000000000001,0.04739999999999999,0.001,-1.874159417303272e-09,-1.34944386579954e-08
67.5,0.04749999999999999,0.001,-1.856076088689247e-09,-1.34944386579954e-08
67.59999999999999,0.04759999999999998,0.001,-1.838015926489864e-09,-1.34944386579954e-08
67.7,0.04769999999999999,0.001,-1.819978901604266e-09,-1.34944386579954e-08
67.8,0.04779999999999998,0.001,-1.801964984913795e-09,-1.34944386579954e-08
67.90000000000001,0.04789999999999999,0.001,-1.783974147282173e-09,-1.34944386579954e-08
68,0.04799999999999999,0.001,-1.766006359555719e-09,-1.34944386579954e-08
68.09999999999999,0.04809999999999998,0.001,-1.748061592563524e-09,-1.34944386579954e-08
68.2,0.04819999999999999,0.001,-1.730139817117668e-09,-1.34944386579954e-08
68.3,0.04829999999999998,0.001,-1.712241004013402e-09,-1.34944386579954e-08
68.40000000000001,0.04839999999999999,0.001,-1.69436512402935e-09,-1.34944386579954e-08
68.5,0.04849999999999999,0.001,-1.676512147927711e-09,-1.34944386579954e-08
68.59999999999999,0.04859999999999998,0.001,-1.658682046454444e-09,-1.34944386579954e-08
68.7,0.04869999999999999,0.001,-1.640874790339467e-09,-1.34944386579954e-08
68.8,0.04879999999999998,0.001,-1.62309035029686e-09,-1.34944386579954e-08
68.90000000000001,0.04889999999999999,0.001,-1.605328697025045e-09,-1.34944386579954e-08
69,0.04899999999999999,0.001,-1.587589801207002e-09,-1.34944386579954e-08
69.09999999999999,0.04909999999999998,0.001,-1.569873633510442e-09,-1.34944386579954e-08
69.2,0.04919999999999999,0.001,-1.552180164588011e-09,-1.34944386579954e-08
69.3,0.04929999999999998,0.001,-1.534509365077492e-09,-1.34944386579954e-08
69.40000000000001,0.04939999999999999,0.001,-1.516861205601979e-09,-1.34944386579954e-08
69.5,0.04949999999999999,0.001,-1.499235656770096e-09,-1.34944386579954e-08
69.59999999999999,0.04959999999999998,0.001,-1.481632689176166e-09,-1.34944386579954e-08
69.7,0.04969999999999999,0.001,-1.464052273400419e-09,-1.34944386579954e-08
69.8,0.04979999999999998,0.001,-1.44649438000918e-09,-1.34944386579954e-08
69.90000000000001,0.04989999999999999,0.001,-1.42895897955506e-09,-1.34944386579954e-08
70,0.04999999999999999,0.001,-1.411446042577159e-09,-1.34944386579954e-08
70.09999999999999,0.05009999999999998,0.001,-1.393955539601239e-09,-1.34944386579954e-08
70.2,0.05019999999999999,0.001,-1.376487441139929e-09,-1.34944386579954e-08
70.3,0.05029999999999998,0.001,-1.359041717692918e-09,-1.34944386579954e-08
70.40000000000001,0.05039999999999999,0.001,-1.341618339747135e-09,-1.34944386579954e-08
70.5,0.05049999999999999,0.001,-1.324217277776954e-09,-1.34944386579954e-08
70.59999999999999,0.05059999999999999,0.001,-1.306838502244371e-09,-1.34944386579954e-08
70.7,0.05069999999999999,0.001,-1.289481983599204e-09,-1.34944386579954e-08
70.8,0.05079999999999998,0.001,-1.272147692279278e-09,-1.34944386579954e-08
